t,popsize,poptype,poplocation
2046.83,4.08399e+07,N0,Wall
2046.83,1.78963e+07,N1,Wall
2046.83,6.12766e+07,N0,Lumen
2046.83,3.46375,N1,Lumen
2046.91,4.08393e+07,N0,Wall
2046.91,1.78968e+07,N1,Wall
2046.91,6.12766e+07,N0,Lumen
2046.91,3.46387,N1,Lumen
2046.98,4.08387e+07,N0,Wall
2046.98,1.78973e+07,N1,Wall
2046.98,6.12766e+07,N0,Lumen
2046.98,3.46398,N1,Lumen
2047.06,4.08381e+07,N0,Wall
2047.06,1.78978e+07,N1,Wall
2047.06,6.12766e+07,N0,Lumen
2047.06,3.4641,N1,Lumen
2047.13,4.08375e+07,N0,Wall
2047.13,1.78983e+07,N1,Wall
2047.13,6.12766e+07,N0,Lumen
2047.13,3.46421,N1,Lumen
2047.21,4.08369e+07,N0,Wall
2047.21,1.78989e+07,N1,Wall
2047.21,6.12766e+07,N0,Lumen
2047.21,3.46433,N1,Lumen
2047.29,4.08363e+07,N0,Wall
2047.29,1.78994e+07,N1,Wall
2047.29,6.12766e+07,N0,Lumen
2047.29,3.46445,N1,Lumen
2047.36,4.08357e+07,N0,Wall
2047.36,1.78999e+07,N1,Wall
2047.36,6.12766e+07,N0,Lumen
2047.36,3.46456,N1,Lumen
2047.44,4.08351e+07,N0,Wall
2047.44,1.79004e+07,N1,Wall
2047.44,6.12766e+07,N0,Lumen
2047.44,3.46468,N1,Lumen
2047.51,4.08345e+07,N0,Wall
2047.51,1.79009e+07,N1,Wall
2047.51,6.12766e+07,N0,Lumen
2047.51,3.46479,N1,Lumen
2047.59,4.08339e+07,N0,Wall
2047.59,1.79014e+07,N1,Wall
2047.59,6.12766e+07,N0,Lumen
2047.59,3.46491,N1,Lumen
2047.66,4.08333e+07,N0,Wall
2047.66,1.79019e+07,N1,Wall
2047.66,6.12766e+07,N0,Lumen
2047.66,3.46503,N1,Lumen
2047.74,4.08327e+07,N0,Wall
2047.74,1.79024e+07,N1,Wall
2047.74,6.12766e+07,N0,Lumen
2047.74,3.46514,N1,Lumen
2047.81,4.08321e+07,N0,Wall
2047.81,1.79029e+07,N1,Wall
2047.81,6.12766e+07,N0,Lumen
2047.81,3.46526,N1,Lumen
2047.89,4.08316e+07,N0,Wall
2047.89,1.79034e+07,N1,Wall
2047.89,6.12766e+07,N0,Lumen
2047.89,3.46537,N1,Lumen
2047.96,4.0831e+07,N0,Wall
2047.96,1.79039e+07,N1,Wall
2047.96,6.12766e+07,N0,Lumen
2047.96,3.46549,N1,Lumen
2048.04,4.08304e+07,N0,Wall
2048.04,1.79044e+07,N1,Wall
2048.04,6.12766e+07,N0,Lumen
2048.04,3.4656,N1,Lumen
2048.12,4.08298e+07,N0,Wall
2048.12,1.7905e+07,N1,Wall
2048.12,6.12766e+07,N0,Lumen
2048.12,3.46572,N1,Lumen
2048.19,4.08292e+07,N0,Wall
2048.19,1.79055e+07,N1,Wall
2048.19,6.12766e+07,N0,Lumen
2048.19,3.46584,N1,Lumen
2048.27,4.08286e+07,N0,Wall
2048.27,1.7906e+07,N1,Wall
2048.27,6.12766e+07,N0,Lumen
2048.27,3.46595,N1,Lumen
2048.34,4.0828e+07,N0,Wall
2048.34,1.79065e+07,N1,Wall
2048.34,6.12766e+07,N0,Lumen
2048.34,3.46607,N1,Lumen
2048.42,4.08274e+07,N0,Wall
2048.42,1.7907e+07,N1,Wall
2048.42,6.12766e+07,N0,Lumen
2048.42,3.46618,N1,Lumen
2048.49,4.08268e+07,N0,Wall
2048.49,1.79075e+07,N1,Wall
2048.49,6.12766e+07,N0,Lumen
2048.49,3.4663,N1,Lumen
2048.57,4.08262e+07,N0,Wall
2048.57,1.7908e+07,N1,Wall
2048.57,6.12766e+07,N0,Lumen
2048.57,3.46642,N1,Lumen
2048.64,4.08256e+07,N0,Wall
2048.64,1.79085e+07,N1,Wall
2048.64,6.12766e+07,N0,Lumen
2048.64,3.46653,N1,Lumen
2048.72,4.0825e+07,N0,Wall
2048.72,1.7909e+07,N1,Wall
2048.72,6.12766e+07,N0,Lumen
2048.72,3.46665,N1,Lumen
2048.79,4.08244e+07,N0,Wall
2048.79,1.79095e+07,N1,Wall
2048.79,6.12766e+07,N0,Lumen
2048.79,3.46676,N1,Lumen
2048.87,4.08238e+07,N0,Wall
2048.87,1.791e+07,N1,Wall
2048.87,6.12766e+07,N0,Lumen
2048.87,3.46688,N1,Lumen
2048.95,4.08232e+07,N0,Wall
2048.95,1.79105e+07,N1,Wall
2048.95,6.12766e+07,N0,Lumen
2048.95,3.46699,N1,Lumen
2049.02,4.08226e+07,N0,Wall
2049.02,1.7911e+07,N1,Wall
2049.02,6.12766e+07,N0,Lumen
2049.02,3.46711,N1,Lumen
2049.1,4.0822e+07,N0,Wall
2049.1,1.79115e+07,N1,Wall
2049.1,6.12766e+07,N0,Lumen
2049.1,3.46723,N1,Lumen
2049.17,4.08215e+07,N0,Wall
2049.17,1.79121e+07,N1,Wall
2049.17,6.12766e+07,N0,Lumen
2049.17,3.46734,N1,Lumen
2049.25,4.08209e+07,N0,Wall
2049.25,1.79126e+07,N1,Wall
2049.25,6.12766e+07,N0,Lumen
2049.25,3.46746,N1,Lumen
2049.32,4.08203e+07,N0,Wall
2049.32,1.79131e+07,N1,Wall
2049.32,6.12766e+07,N0,Lumen
2049.32,3.46757,N1,Lumen
2049.4,4.08197e+07,N0,Wall
2049.4,1.79136e+07,N1,Wall
2049.4,6.12766e+07,N0,Lumen
2049.4,3.46769,N1,Lumen
2049.47,4.08191e+07,N0,Wall
2049.47,1.79141e+07,N1,Wall
2049.47,6.12766e+07,N0,Lumen
2049.47,3.46781,N1,Lumen
2049.55,4.08185e+07,N0,Wall
2049.55,1.79146e+07,N1,Wall
2049.55,6.12766e+07,N0,Lumen
2049.55,3.46792,N1,Lumen
2049.62,4.08179e+07,N0,Wall
2049.62,1.79151e+07,N1,Wall
2049.62,6.12766e+07,N0,Lumen
2049.62,3.46804,N1,Lumen
2049.7,4.08173e+07,N0,Wall
2049.7,1.79156e+07,N1,Wall
2049.7,6.12766e+07,N0,Lumen
2049.7,3.46815,N1,Lumen
2049.78,4.08167e+07,N0,Wall
2049.78,1.79161e+07,N1,Wall
2049.78,6.12766e+07,N0,Lumen
2049.78,3.46827,N1,Lumen
2049.85,4.08161e+07,N0,Wall
2049.85,1.79166e+07,N1,Wall
2049.85,6.12766e+07,N0,Lumen
2049.85,3.46838,N1,Lumen
2049.93,4.08155e+07,N0,Wall
2049.93,1.79171e+07,N1,Wall
2049.93,6.12766e+07,N0,Lumen
2049.93,3.4685,N1,Lumen
2050,4.08149e+07,N0,Wall
2050,1.79176e+07,N1,Wall
2050,6.12766e+07,N0,Lumen
2050,3.46862,N1,Lumen
2050.08,4.08143e+07,N0,Wall
2050.08,1.79181e+07,N1,Wall
2050.08,6.12766e+07,N0,Lumen
2050.08,3.46873,N1,Lumen
2050.15,4.08138e+07,N0,Wall
2050.15,1.79186e+07,N1,Wall
2050.15,6.12766e+07,N0,Lumen
2050.15,3.46885,N1,Lumen
2050.23,4.08132e+07,N0,Wall
2050.23,1.79191e+07,N1,Wall
2050.23,6.12766e+07,N0,Lumen
2050.23,3.46896,N1,Lumen
2050.3,4.08126e+07,N0,Wall
2050.3,1.79196e+07,N1,Wall
2050.3,6.12766e+07,N0,Lumen
2050.3,3.46908,N1,Lumen
2050.38,4.0812e+07,N0,Wall
2050.38,1.79201e+07,N1,Wall
2050.38,6.12766e+07,N0,Lumen
2050.38,3.4692,N1,Lumen
2050.46,4.08114e+07,N0,Wall
2050.46,1.79206e+07,N1,Wall
2050.46,6.12766e+07,N0,Lumen
2050.46,3.46931,N1,Lumen
2050.53,4.08108e+07,N0,Wall
2050.53,1.79211e+07,N1,Wall
2050.53,6.12766e+07,N0,Lumen
2050.53,3.46943,N1,Lumen
2050.61,4.08102e+07,N0,Wall
2050.61,1.79216e+07,N1,Wall
2050.61,6.12766e+07,N0,Lumen
2050.61,3.46954,N1,Lumen
2050.68,4.08096e+07,N0,Wall
2050.68,1.79222e+07,N1,Wall
2050.68,6.12766e+07,N0,Lumen
2050.68,3.46966,N1,Lumen
2050.76,4.0809e+07,N0,Wall
2050.76,1.79227e+07,N1,Wall
2050.76,6.12766e+07,N0,Lumen
2050.76,3.46977,N1,Lumen
2050.83,4.08084e+07,N0,Wall
2050.83,1.79232e+07,N1,Wall
2050.83,6.12766e+07,N0,Lumen
2050.83,3.46989,N1,Lumen
2050.91,4.08079e+07,N0,Wall
2050.91,1.79237e+07,N1,Wall
2050.91,6.12766e+07,N0,Lumen
2050.91,3.47001,N1,Lumen
2050.98,4.08073e+07,N0,Wall
2050.98,1.79242e+07,N1,Wall
2050.98,6.12766e+07,N0,Lumen
2050.98,3.47012,N1,Lumen
2051.06,4.08067e+07,N0,Wall
2051.06,1.79247e+07,N1,Wall
2051.06,6.12766e+07,N0,Lumen
2051.06,3.47024,N1,Lumen
2051.14,4.08061e+07,N0,Wall
2051.14,1.79252e+07,N1,Wall
2051.14,6.12766e+07,N0,Lumen
2051.14,3.47035,N1,Lumen
2051.21,4.08055e+07,N0,Wall
2051.21,1.79257e+07,N1,Wall
2051.21,6.12766e+07,N0,Lumen
2051.21,3.47047,N1,Lumen
2051.29,4.08049e+07,N0,Wall
2051.29,1.79262e+07,N1,Wall
2051.29,6.12766e+07,N0,Lumen
2051.29,3.47059,N1,Lumen
2051.36,4.08043e+07,N0,Wall
2051.36,1.79267e+07,N1,Wall
2051.36,6.12766e+07,N0,Lumen
2051.36,3.4707,N1,Lumen
2051.44,4.08037e+07,N0,Wall
2051.44,1.79272e+07,N1,Wall
2051.44,6.12766e+07,N0,Lumen
2051.44,3.47082,N1,Lumen
2051.51,4.08031e+07,N0,Wall
2051.51,1.79277e+07,N1,Wall
2051.51,6.12766e+07,N0,Lumen
2051.51,3.47093,N1,Lumen
2051.59,4.08025e+07,N0,Wall
2051.59,1.79282e+07,N1,Wall
2051.59,6.12766e+07,N0,Lumen
2051.59,3.47105,N1,Lumen
2051.66,4.0802e+07,N0,Wall
2051.66,1.79287e+07,N1,Wall
2051.66,6.12766e+07,N0,Lumen
2051.66,3.47117,N1,Lumen
2051.74,4.08014e+07,N0,Wall
2051.74,1.79292e+07,N1,Wall
2051.74,6.12766e+07,N0,Lumen
2051.74,3.47128,N1,Lumen
2051.82,4.08008e+07,N0,Wall
2051.82,1.79297e+07,N1,Wall
2051.82,6.12766e+07,N0,Lumen
2051.82,3.4714,N1,Lumen
2051.89,4.08002e+07,N0,Wall
2051.89,1.79302e+07,N1,Wall
2051.89,6.12766e+07,N0,Lumen
2051.89,3.47151,N1,Lumen
2051.97,4.07996e+07,N0,Wall
2051.97,1.79307e+07,N1,Wall
2051.97,6.12766e+07,N0,Lumen
2051.97,3.47163,N1,Lumen
2052.04,4.0799e+07,N0,Wall
2052.04,1.79312e+07,N1,Wall
2052.04,6.12766e+07,N0,Lumen
2052.04,3.47174,N1,Lumen
2052.12,4.07984e+07,N0,Wall
2052.12,1.79317e+07,N1,Wall
2052.12,6.12766e+07,N0,Lumen
2052.12,3.47186,N1,Lumen
2052.19,4.07978e+07,N0,Wall
2052.19,1.79322e+07,N1,Wall
2052.19,6.12766e+07,N0,Lumen
2052.19,3.47198,N1,Lumen
2052.27,4.07973e+07,N0,Wall
2052.27,1.79327e+07,N1,Wall
2052.27,6.12766e+07,N0,Lumen
2052.27,3.47209,N1,Lumen
2052.34,4.07967e+07,N0,Wall
2052.34,1.79332e+07,N1,Wall
2052.34,6.12766e+07,N0,Lumen
2052.34,3.47221,N1,Lumen
2052.42,4.07961e+07,N0,Wall
2052.42,1.79337e+07,N1,Wall
2052.42,6.12766e+07,N0,Lumen
2052.42,3.47232,N1,Lumen
2052.5,4.07955e+07,N0,Wall
2052.5,1.79342e+07,N1,Wall
2052.5,6.12766e+07,N0,Lumen
2052.5,3.47244,N1,Lumen
2052.57,4.07949e+07,N0,Wall
2052.57,1.79347e+07,N1,Wall
2052.57,6.12766e+07,N0,Lumen
2052.57,3.47256,N1,Lumen
2052.65,4.07943e+07,N0,Wall
2052.65,1.79352e+07,N1,Wall
2052.65,6.12766e+07,N0,Lumen
2052.65,3.47267,N1,Lumen
2052.72,4.07937e+07,N0,Wall
2052.72,1.79357e+07,N1,Wall
2052.72,6.12766e+07,N0,Lumen
2052.72,3.47279,N1,Lumen
2052.8,4.07932e+07,N0,Wall
2052.8,1.79362e+07,N1,Wall
2052.8,6.12766e+07,N0,Lumen
2052.8,3.4729,N1,Lumen
2052.87,4.07926e+07,N0,Wall
2052.87,1.79367e+07,N1,Wall
2052.87,6.12766e+07,N0,Lumen
2052.87,3.47302,N1,Lumen
2052.95,4.0792e+07,N0,Wall
2052.95,1.79372e+07,N1,Wall
2052.95,6.12766e+07,N0,Lumen
2052.95,3.47313,N1,Lumen
2053.03,4.07914e+07,N0,Wall
2053.03,1.79377e+07,N1,Wall
2053.03,6.12766e+07,N0,Lumen
2053.03,3.47325,N1,Lumen
2053.1,4.07908e+07,N0,Wall
2053.1,1.79382e+07,N1,Wall
2053.1,6.12766e+07,N0,Lumen
2053.1,3.47337,N1,Lumen
2053.18,4.07902e+07,N0,Wall
2053.18,1.79387e+07,N1,Wall
2053.18,6.12766e+07,N0,Lumen
2053.18,3.47348,N1,Lumen
2053.25,4.07896e+07,N0,Wall
2053.25,1.79392e+07,N1,Wall
2053.25,6.12766e+07,N0,Lumen
2053.25,3.4736,N1,Lumen
2053.33,4.07891e+07,N0,Wall
2053.33,1.79397e+07,N1,Wall
2053.33,6.12766e+07,N0,Lumen
2053.33,3.47371,N1,Lumen
2053.4,4.07885e+07,N0,Wall
2053.4,1.79402e+07,N1,Wall
2053.4,6.12766e+07,N0,Lumen
2053.4,3.47383,N1,Lumen
2053.48,4.07879e+07,N0,Wall
2053.48,1.79407e+07,N1,Wall
2053.48,6.12766e+07,N0,Lumen
2053.48,3.47395,N1,Lumen
2053.55,4.07873e+07,N0,Wall
2053.55,1.79412e+07,N1,Wall
2053.55,6.12766e+07,N0,Lumen
2053.55,3.47406,N1,Lumen
2053.63,4.07867e+07,N0,Wall
2053.63,1.79417e+07,N1,Wall
2053.63,6.12766e+07,N0,Lumen
2053.63,3.47418,N1,Lumen
2053.71,4.07861e+07,N0,Wall
2053.71,1.79422e+07,N1,Wall
2053.71,6.12766e+07,N0,Lumen
2053.71,3.47429,N1,Lumen
2053.78,4.07855e+07,N0,Wall
2053.78,1.79427e+07,N1,Wall
2053.78,6.12766e+07,N0,Lumen
2053.78,3.47441,N1,Lumen
2053.86,4.0785e+07,N0,Wall
2053.86,1.79432e+07,N1,Wall
2053.86,6.12766e+07,N0,Lumen
2053.86,3.47453,N1,Lumen
2053.93,4.07844e+07,N0,Wall
2053.93,1.79437e+07,N1,Wall
2053.93,6.12766e+07,N0,Lumen
2053.93,3.47464,N1,Lumen
2054.01,4.07838e+07,N0,Wall
2054.01,1.79442e+07,N1,Wall
2054.01,6.12766e+07,N0,Lumen
2054.01,3.47476,N1,Lumen
2054.08,4.07832e+07,N0,Wall
2054.08,1.79447e+07,N1,Wall
2054.08,6.12766e+07,N0,Lumen
2054.08,3.47487,N1,Lumen
2054.16,4.07826e+07,N0,Wall
2054.16,1.79452e+07,N1,Wall
2054.16,6.12766e+07,N0,Lumen
2054.16,3.47499,N1,Lumen
2054.24,4.0782e+07,N0,Wall
2054.24,1.79457e+07,N1,Wall
2054.24,6.12766e+07,N0,Lumen
2054.24,3.4751,N1,Lumen
2054.31,4.07815e+07,N0,Wall
2054.31,1.79462e+07,N1,Wall
2054.31,6.12766e+07,N0,Lumen
2054.31,3.47522,N1,Lumen
2054.39,4.07809e+07,N0,Wall
2054.39,1.79467e+07,N1,Wall
2054.39,6.12766e+07,N0,Lumen
2054.39,3.47534,N1,Lumen
2054.46,4.07803e+07,N0,Wall
2054.46,1.79472e+07,N1,Wall
2054.46,6.12766e+07,N0,Lumen
2054.46,3.47545,N1,Lumen
2054.54,4.07797e+07,N0,Wall
2054.54,1.79477e+07,N1,Wall
2054.54,6.12766e+07,N0,Lumen
2054.54,3.47557,N1,Lumen
2054.61,4.07791e+07,N0,Wall
2054.61,1.79482e+07,N1,Wall
2054.61,6.12766e+07,N0,Lumen
2054.61,3.47568,N1,Lumen
2054.69,4.07785e+07,N0,Wall
2054.69,1.79487e+07,N1,Wall
2054.69,6.12766e+07,N0,Lumen
2054.69,3.4758,N1,Lumen
2054.77,4.0778e+07,N0,Wall
2054.77,1.79492e+07,N1,Wall
2054.77,6.12766e+07,N0,Lumen
2054.77,3.47592,N1,Lumen
2054.84,4.07774e+07,N0,Wall
2054.84,1.79497e+07,N1,Wall
2054.84,6.12766e+07,N0,Lumen
2054.84,3.47603,N1,Lumen
2054.92,4.07768e+07,N0,Wall
2054.92,1.79502e+07,N1,Wall
2054.92,6.12766e+07,N0,Lumen
2054.92,3.47615,N1,Lumen
2054.99,4.07762e+07,N0,Wall
2054.99,1.79507e+07,N1,Wall
2054.99,6.12766e+07,N0,Lumen
2054.99,3.47626,N1,Lumen
2055.07,4.07756e+07,N0,Wall
2055.07,1.79512e+07,N1,Wall
2055.07,6.12766e+07,N0,Lumen
2055.07,3.47638,N1,Lumen
2055.14,4.0775e+07,N0,Wall
2055.14,1.79517e+07,N1,Wall
2055.14,6.12766e+07,N0,Lumen
2055.14,3.47649,N1,Lumen
2055.22,4.07745e+07,N0,Wall
2055.22,1.79522e+07,N1,Wall
2055.22,6.12766e+07,N0,Lumen
2055.22,3.47661,N1,Lumen
2055.29,4.07739e+07,N0,Wall
2055.29,1.79527e+07,N1,Wall
2055.29,6.12766e+07,N0,Lumen
2055.29,3.47673,N1,Lumen
2055.37,4.07733e+07,N0,Wall
2055.37,1.79532e+07,N1,Wall
2055.37,6.12766e+07,N0,Lumen
2055.37,3.47684,N1,Lumen
2055.45,4.07727e+07,N0,Wall
2055.45,1.79536e+07,N1,Wall
2055.45,6.12766e+07,N0,Lumen
2055.45,3.47696,N1,Lumen
2055.52,4.07721e+07,N0,Wall
2055.52,1.79541e+07,N1,Wall
2055.52,6.12766e+07,N0,Lumen
2055.52,3.47707,N1,Lumen
2055.6,4.07716e+07,N0,Wall
2055.6,1.79546e+07,N1,Wall
2055.6,6.12766e+07,N0,Lumen
2055.6,3.47719,N1,Lumen
2055.67,4.0771e+07,N0,Wall
2055.67,1.79551e+07,N1,Wall
2055.67,6.12766e+07,N0,Lumen
2055.67,3.47731,N1,Lumen
2055.75,4.07704e+07,N0,Wall
2055.75,1.79556e+07,N1,Wall
2055.75,6.12766e+07,N0,Lumen
2055.75,3.47742,N1,Lumen
2055.82,4.07698e+07,N0,Wall
2055.82,1.79561e+07,N1,Wall
2055.82,6.12766e+07,N0,Lumen
2055.82,3.47754,N1,Lumen
2055.9,4.07692e+07,N0,Wall
2055.9,1.79566e+07,N1,Wall
2055.9,6.12766e+07,N0,Lumen
2055.9,3.47765,N1,Lumen
2055.98,4.07686e+07,N0,Wall
2055.98,1.79571e+07,N1,Wall
2055.98,6.12766e+07,N0,Lumen
2055.98,3.47777,N1,Lumen
2056.05,4.07681e+07,N0,Wall
2056.05,1.79576e+07,N1,Wall
2056.05,6.12766e+07,N0,Lumen
2056.05,3.47789,N1,Lumen
2056.13,4.07675e+07,N0,Wall
2056.13,1.79581e+07,N1,Wall
2056.13,6.12766e+07,N0,Lumen
2056.13,3.478,N1,Lumen
2056.2,4.07669e+07,N0,Wall
2056.2,1.79586e+07,N1,Wall
2056.2,6.12766e+07,N0,Lumen
2056.2,3.47812,N1,Lumen
2056.28,4.07663e+07,N0,Wall
2056.28,1.79591e+07,N1,Wall
2056.28,6.12766e+07,N0,Lumen
2056.28,3.47823,N1,Lumen
2056.35,4.07657e+07,N0,Wall
2056.35,1.79596e+07,N1,Wall
2056.35,6.12766e+07,N0,Lumen
2056.35,3.47835,N1,Lumen
2056.43,4.07652e+07,N0,Wall
2056.43,1.79601e+07,N1,Wall
2056.43,6.12766e+07,N0,Lumen
2056.43,3.47846,N1,Lumen
2056.51,4.07646e+07,N0,Wall
2056.51,1.79606e+07,N1,Wall
2056.51,6.12766e+07,N0,Lumen
2056.51,3.47858,N1,Lumen
2056.58,4.0764e+07,N0,Wall
2056.58,1.79611e+07,N1,Wall
2056.58,6.12766e+07,N0,Lumen
2056.58,3.4787,N1,Lumen
2056.66,4.07634e+07,N0,Wall
2056.66,1.79616e+07,N1,Wall
2056.66,6.12766e+07,N0,Lumen
2056.66,3.47881,N1,Lumen
2056.73,4.07629e+07,N0,Wall
2056.73,1.79621e+07,N1,Wall
2056.73,6.12766e+07,N0,Lumen
2056.73,3.47893,N1,Lumen
2056.81,4.07623e+07,N0,Wall
2056.81,1.79626e+07,N1,Wall
2056.81,6.12766e+07,N0,Lumen
2056.81,3.47904,N1,Lumen
2056.89,4.07617e+07,N0,Wall
2056.89,1.79631e+07,N1,Wall
2056.89,6.12766e+07,N0,Lumen
2056.89,3.47916,N1,Lumen
2056.96,4.07611e+07,N0,Wall
2056.96,1.79636e+07,N1,Wall
2056.96,6.12766e+07,N0,Lumen
2056.96,3.47928,N1,Lumen
2057.04,4.07605e+07,N0,Wall
2057.04,1.7964e+07,N1,Wall
2057.04,6.12766e+07,N0,Lumen
2057.04,3.47939,N1,Lumen
2057.11,4.076e+07,N0,Wall
2057.11,1.79645e+07,N1,Wall
2057.11,6.12766e+07,N0,Lumen
2057.11,3.47951,N1,Lumen
2057.19,4.07594e+07,N0,Wall
2057.19,1.7965e+07,N1,Wall
2057.19,6.12766e+07,N0,Lumen
2057.19,3.47962,N1,Lumen
2057.26,4.07588e+07,N0,Wall
2057.26,1.79655e+07,N1,Wall
2057.26,6.12766e+07,N0,Lumen
2057.26,3.47974,N1,Lumen
2057.34,4.07582e+07,N0,Wall
2057.34,1.7966e+07,N1,Wall
2057.34,6.12766e+07,N0,Lumen
2057.34,3.47985,N1,Lumen
2057.42,4.07576e+07,N0,Wall
2057.42,1.79665e+07,N1,Wall
2057.42,6.12766e+07,N0,Lumen
2057.42,3.47997,N1,Lumen
2057.49,4.07571e+07,N0,Wall
2057.49,1.7967e+07,N1,Wall
2057.49,6.12766e+07,N0,Lumen
2057.49,3.48009,N1,Lumen
2057.57,4.07565e+07,N0,Wall
2057.57,1.79675e+07,N1,Wall
2057.57,6.12766e+07,N0,Lumen
2057.57,3.4802,N1,Lumen
2057.64,4.07559e+07,N0,Wall
2057.64,1.7968e+07,N1,Wall
2057.64,6.12766e+07,N0,Lumen
2057.64,3.48032,N1,Lumen
2057.72,4.07553e+07,N0,Wall
2057.72,1.79685e+07,N1,Wall
2057.72,6.12766e+07,N0,Lumen
2057.72,3.48043,N1,Lumen
2057.79,4.07548e+07,N0,Wall
2057.79,1.7969e+07,N1,Wall
2057.79,6.12766e+07,N0,Lumen
2057.79,3.48055,N1,Lumen
2057.87,4.07542e+07,N0,Wall
2057.87,1.79695e+07,N1,Wall
2057.87,6.12766e+07,N0,Lumen
2057.87,3.48067,N1,Lumen
2057.95,4.07536e+07,N0,Wall
2057.95,1.797e+07,N1,Wall
2057.95,6.12766e+07,N0,Lumen
2057.95,3.48078,N1,Lumen
2058.02,4.0753e+07,N0,Wall
2058.02,1.79705e+07,N1,Wall
2058.02,6.12766e+07,N0,Lumen
2058.02,3.4809,N1,Lumen
2058.1,4.07524e+07,N0,Wall
2058.1,1.79709e+07,N1,Wall
2058.1,6.12766e+07,N0,Lumen
2058.1,3.48101,N1,Lumen
2058.17,4.07519e+07,N0,Wall
2058.17,1.79714e+07,N1,Wall
2058.17,6.12766e+07,N0,Lumen
2058.17,3.48113,N1,Lumen
2058.25,4.07513e+07,N0,Wall
2058.25,1.79719e+07,N1,Wall
2058.25,6.12766e+07,N0,Lumen
2058.25,3.48125,N1,Lumen
2058.32,4.07507e+07,N0,Wall
2058.32,1.79724e+07,N1,Wall
2058.32,6.12766e+07,N0,Lumen
2058.32,3.48136,N1,Lumen
2058.4,4.07501e+07,N0,Wall
2058.4,1.79729e+07,N1,Wall
2058.4,6.12766e+07,N0,Lumen
2058.4,3.48148,N1,Lumen
2058.48,4.07496e+07,N0,Wall
2058.48,1.79734e+07,N1,Wall
2058.48,6.12766e+07,N0,Lumen
2058.48,3.48159,N1,Lumen
2058.55,4.0749e+07,N0,Wall
2058.55,1.79739e+07,N1,Wall
2058.55,6.12766e+07,N0,Lumen
2058.55,3.48171,N1,Lumen
2058.63,4.07484e+07,N0,Wall
2058.63,1.79744e+07,N1,Wall
2058.63,6.12766e+07,N0,Lumen
2058.63,3.48182,N1,Lumen
2058.7,4.07478e+07,N0,Wall
2058.7,1.79749e+07,N1,Wall
2058.7,6.12766e+07,N0,Lumen
2058.7,3.48194,N1,Lumen
2058.78,4.07473e+07,N0,Wall
2058.78,1.79754e+07,N1,Wall
2058.78,6.12766e+07,N0,Lumen
2058.78,3.48206,N1,Lumen
2058.86,4.07467e+07,N0,Wall
2058.86,1.79759e+07,N1,Wall
2058.86,6.12766e+07,N0,Lumen
2058.86,3.48217,N1,Lumen
2058.93,4.07461e+07,N0,Wall
2058.93,1.79764e+07,N1,Wall
2058.93,6.12766e+07,N0,Lumen
2058.93,3.48229,N1,Lumen
2059.01,4.07455e+07,N0,Wall
2059.01,1.79768e+07,N1,Wall
2059.01,6.12766e+07,N0,Lumen
2059.01,3.4824,N1,Lumen
2059.08,4.0745e+07,N0,Wall
2059.08,1.79773e+07,N1,Wall
2059.08,6.12766e+07,N0,Lumen
2059.08,3.48252,N1,Lumen
2059.16,4.07444e+07,N0,Wall
2059.16,1.79778e+07,N1,Wall
2059.16,6.12766e+07,N0,Lumen
2059.16,3.48264,N1,Lumen
2059.23,4.07438e+07,N0,Wall
2059.23,1.79783e+07,N1,Wall
2059.23,6.12766e+07,N0,Lumen
2059.23,3.48275,N1,Lumen
2059.31,4.07432e+07,N0,Wall
2059.31,1.79788e+07,N1,Wall
2059.31,6.12766e+07,N0,Lumen
2059.31,3.48287,N1,Lumen
2059.39,4.07427e+07,N0,Wall
2059.39,1.79793e+07,N1,Wall
2059.39,6.12766e+07,N0,Lumen
2059.39,3.48298,N1,Lumen
2059.46,4.07421e+07,N0,Wall
2059.46,1.79798e+07,N1,Wall
2059.46,6.12766e+07,N0,Lumen
2059.46,3.4831,N1,Lumen
2059.54,4.07415e+07,N0,Wall
2059.54,1.79803e+07,N1,Wall
2059.54,6.12766e+07,N0,Lumen
2059.54,3.48322,N1,Lumen
2059.61,4.07409e+07,N0,Wall
2059.61,1.79808e+07,N1,Wall
2059.61,6.12766e+07,N0,Lumen
2059.61,3.48333,N1,Lumen
2059.69,4.07404e+07,N0,Wall
2059.69,1.79813e+07,N1,Wall
2059.69,6.12766e+07,N0,Lumen
2059.69,3.48345,N1,Lumen
2059.77,4.07398e+07,N0,Wall
2059.77,1.79817e+07,N1,Wall
2059.77,6.12766e+07,N0,Lumen
2059.77,3.48356,N1,Lumen
2059.84,4.07392e+07,N0,Wall
2059.84,1.79822e+07,N1,Wall
2059.84,6.12766e+07,N0,Lumen
2059.84,3.48368,N1,Lumen
2059.92,4.07386e+07,N0,Wall
2059.92,1.79827e+07,N1,Wall
2059.92,6.12766e+07,N0,Lumen
2059.92,3.48379,N1,Lumen
2059.99,4.07381e+07,N0,Wall
2059.99,1.79832e+07,N1,Wall
2059.99,6.12766e+07,N0,Lumen
2059.99,3.48391,N1,Lumen
2060.07,4.07375e+07,N0,Wall
2060.07,1.79837e+07,N1,Wall
2060.07,6.12766e+07,N0,Lumen
2060.07,3.48403,N1,Lumen
2060.14,4.07369e+07,N0,Wall
2060.14,1.79842e+07,N1,Wall
2060.14,6.12766e+07,N0,Lumen
2060.14,3.48414,N1,Lumen
