t,popsize,poptype,poplocation
501.959,6.11606e+07,N0,Wall
501.959,103710,N1,Wall
501.959,6.12762e+07,N0,Lumen
501.959,346.069,N1,Lumen
502.087,6.11605e+07,N0,Wall
502.087,103780,N1,Wall
502.087,6.12762e+07,N0,Lumen
502.087,345.859,N1,Lumen
502.216,6.11604e+07,N0,Wall
502.216,103851,N1,Wall
502.216,6.12762e+07,N0,Lumen
502.216,345.649,N1,Lumen
502.345,6.11604e+07,N0,Wall
502.345,103921,N1,Wall
502.345,6.12762e+07,N0,Lumen
502.345,345.439,N1,Lumen
502.473,6.11603e+07,N0,Wall
502.473,103992,N1,Wall
502.473,6.12762e+07,N0,Lumen
502.473,345.229,N1,Lumen
502.602,6.11602e+07,N0,Wall
502.602,104062,N1,Wall
502.602,6.12762e+07,N0,Lumen
502.602,345.02,N1,Lumen
502.731,6.11601e+07,N0,Wall
502.731,104133,N1,Wall
502.731,6.12762e+07,N0,Lumen
502.731,344.81,N1,Lumen
502.859,6.116e+07,N0,Wall
502.859,104204,N1,Wall
502.859,6.12762e+07,N0,Lumen
502.859,344.601,N1,Lumen
502.988,6.116e+07,N0,Wall
502.988,104274,N1,Wall
502.988,6.12762e+07,N0,Lumen
502.988,344.392,N1,Lumen
503.116,6.11599e+07,N0,Wall
503.116,104345,N1,Wall
503.116,6.12762e+07,N0,Lumen
503.116,344.183,N1,Lumen
503.244,6.11598e+07,N0,Wall
503.244,104416,N1,Wall
503.244,6.12762e+07,N0,Lumen
503.244,343.974,N1,Lumen
503.373,6.11597e+07,N0,Wall
503.373,104486,N1,Wall
503.373,6.12762e+07,N0,Lumen
503.373,343.766,N1,Lumen
503.501,6.11596e+07,N0,Wall
503.501,104557,N1,Wall
503.501,6.12762e+07,N0,Lumen
503.501,343.557,N1,Lumen
503.63,6.11596e+07,N0,Wall
503.63,104628,N1,Wall
503.63,6.12762e+07,N0,Lumen
503.63,343.349,N1,Lumen
503.758,6.11595e+07,N0,Wall
503.758,104699,N1,Wall
503.758,6.12762e+07,N0,Lumen
503.758,343.141,N1,Lumen
503.886,6.11594e+07,N0,Wall
503.886,104770,N1,Wall
503.886,6.12762e+07,N0,Lumen
503.886,342.933,N1,Lumen
504.015,6.11593e+07,N0,Wall
504.015,104841,N1,Wall
504.015,6.12762e+07,N0,Lumen
504.015,342.725,N1,Lumen
504.143,6.11592e+07,N0,Wall
504.143,104912,N1,Wall
504.143,6.12762e+07,N0,Lumen
504.143,342.518,N1,Lumen
504.271,6.11592e+07,N0,Wall
504.271,104983,N1,Wall
504.271,6.12762e+07,N0,Lumen
504.271,342.311,N1,Lumen
504.399,6.11591e+07,N0,Wall
504.399,105054,N1,Wall
504.399,6.12762e+07,N0,Lumen
504.399,342.103,N1,Lumen
504.527,6.1159e+07,N0,Wall
504.527,105125,N1,Wall
504.527,6.12762e+07,N0,Lumen
504.527,341.896,N1,Lumen
504.656,6.11589e+07,N0,Wall
504.656,105196,N1,Wall
504.656,6.12762e+07,N0,Lumen
504.656,341.689,N1,Lumen
504.784,6.11588e+07,N0,Wall
504.784,105267,N1,Wall
504.784,6.12762e+07,N0,Lumen
504.784,341.483,N1,Lumen
504.912,6.11588e+07,N0,Wall
504.912,105338,N1,Wall
504.912,6.12762e+07,N0,Lumen
504.912,341.276,N1,Lumen
505.04,6.11587e+07,N0,Wall
505.04,105409,N1,Wall
505.04,6.12762e+07,N0,Lumen
505.04,341.07,N1,Lumen
505.168,6.11586e+07,N0,Wall
505.168,105481,N1,Wall
505.168,6.12762e+07,N0,Lumen
505.168,340.864,N1,Lumen
505.296,6.11585e+07,N0,Wall
505.296,105552,N1,Wall
505.296,6.12762e+07,N0,Lumen
505.296,340.658,N1,Lumen
505.424,6.11585e+07,N0,Wall
505.424,105623,N1,Wall
505.424,6.12762e+07,N0,Lumen
505.424,340.452,N1,Lumen
505.552,6.11584e+07,N0,Wall
505.552,105694,N1,Wall
505.552,6.12762e+07,N0,Lumen
505.552,340.246,N1,Lumen
505.68,6.11583e+07,N0,Wall
505.68,105766,N1,Wall
505.68,6.12762e+07,N0,Lumen
505.68,340.041,N1,Lumen
505.808,6.11582e+07,N0,Wall
505.808,105837,N1,Wall
505.808,6.12762e+07,N0,Lumen
505.808,339.835,N1,Lumen
505.935,6.11581e+07,N0,Wall
505.935,105909,N1,Wall
505.935,6.12762e+07,N0,Lumen
505.935,339.63,N1,Lumen
506.063,6.11581e+07,N0,Wall
506.063,105980,N1,Wall
506.063,6.12762e+07,N0,Lumen
506.063,339.425,N1,Lumen
506.191,6.1158e+07,N0,Wall
506.191,106051,N1,Wall
506.191,6.12762e+07,N0,Lumen
506.191,339.22,N1,Lumen
506.319,6.11579e+07,N0,Wall
506.319,106123,N1,Wall
506.319,6.12762e+07,N0,Lumen
506.319,339.016,N1,Lumen
506.447,6.11578e+07,N0,Wall
506.447,106195,N1,Wall
506.447,6.12762e+07,N0,Lumen
506.447,338.811,N1,Lumen
506.574,6.11577e+07,N0,Wall
506.574,106266,N1,Wall
506.574,6.12762e+07,N0,Lumen
506.574,338.607,N1,Lumen
506.702,6.11577e+07,N0,Wall
506.702,106338,N1,Wall
506.702,6.12762e+07,N0,Lumen
506.702,338.402,N1,Lumen
506.83,6.11576e+07,N0,Wall
506.83,106409,N1,Wall
506.83,6.12762e+07,N0,Lumen
506.83,338.198,N1,Lumen
506.957,6.11575e+07,N0,Wall
506.957,106481,N1,Wall
506.957,6.12762e+07,N0,Lumen
506.957,337.995,N1,Lumen
507.085,6.11574e+07,N0,Wall
507.085,106553,N1,Wall
507.085,6.12762e+07,N0,Lumen
507.085,337.791,N1,Lumen
507.213,6.11573e+07,N0,Wall
507.213,106624,N1,Wall
507.213,6.12762e+07,N0,Lumen
507.213,337.587,N1,Lumen
507.34,6.11572e+07,N0,Wall
507.34,106696,N1,Wall
507.34,6.12762e+07,N0,Lumen
507.34,337.384,N1,Lumen
507.468,6.11572e+07,N0,Wall
507.468,106768,N1,Wall
507.468,6.12762e+07,N0,Lumen
507.468,337.181,N1,Lumen
507.595,6.11571e+07,N0,Wall
507.595,106840,N1,Wall
507.595,6.12762e+07,N0,Lumen
507.595,336.978,N1,Lumen
507.723,6.1157e+07,N0,Wall
507.723,106912,N1,Wall
507.723,6.12762e+07,N0,Lumen
507.723,336.775,N1,Lumen
507.85,6.11569e+07,N0,Wall
507.85,106984,N1,Wall
507.85,6.12762e+07,N0,Lumen
507.85,336.572,N1,Lumen
507.978,6.11568e+07,N0,Wall
507.978,107056,N1,Wall
507.978,6.12762e+07,N0,Lumen
507.978,336.37,N1,Lumen
508.105,6.11568e+07,N0,Wall
508.105,107127,N1,Wall
508.105,6.12762e+07,N0,Lumen
508.105,336.167,N1,Lumen
508.232,6.11567e+07,N0,Wall
508.232,107199,N1,Wall
508.232,6.12762e+07,N0,Lumen
508.232,335.965,N1,Lumen
508.36,6.11566e+07,N0,Wall
508.36,107271,N1,Wall
508.36,6.12762e+07,N0,Lumen
508.36,335.763,N1,Lumen
508.487,6.11565e+07,N0,Wall
508.487,107344,N1,Wall
508.487,6.12762e+07,N0,Lumen
508.487,335.561,N1,Lumen
508.614,6.11564e+07,N0,Wall
508.614,107416,N1,Wall
508.614,6.12762e+07,N0,Lumen
508.614,335.36,N1,Lumen
508.742,6.11564e+07,N0,Wall
508.742,107488,N1,Wall
508.742,6.12762e+07,N0,Lumen
508.742,335.158,N1,Lumen
508.869,6.11563e+07,N0,Wall
508.869,107560,N1,Wall
508.869,6.12762e+07,N0,Lumen
508.869,334.957,N1,Lumen
508.996,6.11562e+07,N0,Wall
508.996,107632,N1,Wall
508.996,6.12762e+07,N0,Lumen
508.996,334.756,N1,Lumen
509.123,6.11561e+07,N0,Wall
509.123,107704,N1,Wall
509.123,6.12762e+07,N0,Lumen
509.123,334.555,N1,Lumen
509.251,6.1156e+07,N0,Wall
509.251,107777,N1,Wall
509.251,6.12762e+07,N0,Lumen
509.251,334.354,N1,Lumen
509.378,6.1156e+07,N0,Wall
509.378,107849,N1,Wall
509.378,6.12762e+07,N0,Lumen
509.378,334.153,N1,Lumen
509.505,6.11559e+07,N0,Wall
509.505,107921,N1,Wall
509.505,6.12762e+07,N0,Lumen
509.505,333.952,N1,Lumen
509.632,6.11558e+07,N0,Wall
509.632,107993,N1,Wall
509.632,6.12762e+07,N0,Lumen
509.632,333.752,N1,Lumen
509.759,6.11557e+07,N0,Wall
509.759,108066,N1,Wall
509.759,6.12762e+07,N0,Lumen
509.759,333.552,N1,Lumen
509.886,6.11556e+07,N0,Wall
509.886,108138,N1,Wall
509.886,6.12762e+07,N0,Lumen
509.886,333.352,N1,Lumen
510.013,6.11556e+07,N0,Wall
510.013,108211,N1,Wall
510.013,6.12762e+07,N0,Lumen
510.013,333.152,N1,Lumen
510.14,6.11555e+07,N0,Wall
510.14,108283,N1,Wall
510.14,6.12762e+07,N0,Lumen
510.14,332.952,N1,Lumen
510.267,6.11554e+07,N0,Wall
510.267,108356,N1,Wall
510.267,6.12762e+07,N0,Lumen
510.267,332.752,N1,Lumen
510.394,6.11553e+07,N0,Wall
510.394,108428,N1,Wall
510.394,6.12762e+07,N0,Lumen
510.394,332.553,N1,Lumen
510.521,6.11552e+07,N0,Wall
510.521,108501,N1,Wall
510.521,6.12762e+07,N0,Lumen
510.521,332.354,N1,Lumen
510.648,6.11551e+07,N0,Wall
510.648,108573,N1,Wall
510.648,6.12762e+07,N0,Lumen
510.648,332.155,N1,Lumen
510.774,6.11551e+07,N0,Wall
510.774,108646,N1,Wall
510.774,6.12762e+07,N0,Lumen
510.774,331.956,N1,Lumen
510.901,6.1155e+07,N0,Wall
510.901,108719,N1,Wall
510.901,6.12762e+07,N0,Lumen
510.901,331.757,N1,Lumen
511.028,6.11549e+07,N0,Wall
511.028,108791,N1,Wall
511.028,6.12762e+07,N0,Lumen
511.028,331.558,N1,Lumen
511.155,6.11548e+07,N0,Wall
511.155,108864,N1,Wall
511.155,6.12762e+07,N0,Lumen
511.155,331.36,N1,Lumen
511.282,6.11547e+07,N0,Wall
511.282,108937,N1,Wall
511.282,6.12762e+07,N0,Lumen
511.282,331.162,N1,Lumen
511.408,6.11547e+07,N0,Wall
511.408,109010,N1,Wall
511.408,6.12762e+07,N0,Lumen
511.408,330.963,N1,Lumen
511.535,6.11546e+07,N0,Wall
511.535,109083,N1,Wall
511.535,6.12762e+07,N0,Lumen
511.535,330.765,N1,Lumen
511.662,6.11545e+07,N0,Wall
511.662,109155,N1,Wall
511.662,6.12762e+07,N0,Lumen
511.662,330.568,N1,Lumen
511.788,6.11544e+07,N0,Wall
511.788,109228,N1,Wall
511.788,6.12762e+07,N0,Lumen
511.788,330.37,N1,Lumen
511.915,6.11543e+07,N0,Wall
511.915,109301,N1,Wall
511.915,6.12762e+07,N0,Lumen
511.915,330.172,N1,Lumen
512.041,6.11543e+07,N0,Wall
512.041,109374,N1,Wall
512.041,6.12762e+07,N0,Lumen
512.041,329.975,N1,Lumen
512.168,6.11542e+07,N0,Wall
512.168,109447,N1,Wall
512.168,6.12762e+07,N0,Lumen
512.168,329.778,N1,Lumen
512.295,6.11541e+07,N0,Wall
512.295,109520,N1,Wall
512.295,6.12762e+07,N0,Lumen
512.295,329.581,N1,Lumen
512.421,6.1154e+07,N0,Wall
512.421,109593,N1,Wall
512.421,6.12762e+07,N0,Lumen
512.421,329.384,N1,Lumen
512.548,6.11539e+07,N0,Wall
512.548,109666,N1,Wall
512.548,6.12762e+07,N0,Lumen
512.548,329.187,N1,Lumen
512.674,6.11538e+07,N0,Wall
512.674,109739,N1,Wall
512.674,6.12762e+07,N0,Lumen
512.674,328.991,N1,Lumen
512.8,6.11538e+07,N0,Wall
512.8,109813,N1,Wall
512.8,6.12762e+07,N0,Lumen
512.8,328.794,N1,Lumen
512.927,6.11537e+07,N0,Wall
512.927,109886,N1,Wall
512.927,6.12762e+07,N0,Lumen
512.927,328.598,N1,Lumen
513.053,6.11536e+07,N0,Wall
513.053,109959,N1,Wall
513.053,6.12762e+07,N0,Lumen
513.053,328.402,N1,Lumen
513.179,6.11535e+07,N0,Wall
513.179,110032,N1,Wall
513.179,6.12762e+07,N0,Lumen
513.179,328.206,N1,Lumen
513.306,6.11534e+07,N0,Wall
513.306,110106,N1,Wall
513.306,6.12762e+07,N0,Lumen
513.306,328.011,N1,Lumen
513.432,6.11534e+07,N0,Wall
513.432,110179,N1,Wall
513.432,6.12762e+07,N0,Lumen
513.432,327.815,N1,Lumen
513.558,6.11533e+07,N0,Wall
513.558,110252,N1,Wall
513.558,6.12762e+07,N0,Lumen
513.558,327.62,N1,Lumen
513.685,6.11532e+07,N0,Wall
513.685,110326,N1,Wall
513.685,6.12762e+07,N0,Lumen
513.685,327.424,N1,Lumen
513.811,6.11531e+07,N0,Wall
513.811,110399,N1,Wall
513.811,6.12762e+07,N0,Lumen
513.811,327.229,N1,Lumen
513.937,6.1153e+07,N0,Wall
513.937,110472,N1,Wall
513.937,6.12762e+07,N0,Lumen
513.937,327.034,N1,Lumen
514.063,6.11529e+07,N0,Wall
514.063,110546,N1,Wall
514.063,6.12762e+07,N0,Lumen
514.063,326.839,N1,Lumen
514.189,6.11529e+07,N0,Wall
514.189,110619,N1,Wall
514.189,6.12762e+07,N0,Lumen
514.189,326.645,N1,Lumen
514.315,6.11528e+07,N0,Wall
514.315,110693,N1,Wall
514.315,6.12762e+07,N0,Lumen
514.315,326.45,N1,Lumen
514.441,6.11527e+07,N0,Wall
514.441,110767,N1,Wall
514.441,6.12762e+07,N0,Lumen
514.441,326.256,N1,Lumen
514.567,6.11526e+07,N0,Wall
514.567,110840,N1,Wall
514.567,6.12762e+07,N0,Lumen
514.567,326.062,N1,Lumen
514.693,6.11525e+07,N0,Wall
514.693,110914,N1,Wall
514.693,6.12762e+07,N0,Lumen
514.693,325.868,N1,Lumen
514.819,6.11524e+07,N0,Wall
514.819,110988,N1,Wall
514.819,6.12762e+07,N0,Lumen
514.819,325.674,N1,Lumen
514.945,6.11524e+07,N0,Wall
514.945,111061,N1,Wall
514.945,6.12762e+07,N0,Lumen
514.945,325.48,N1,Lumen
515.071,6.11523e+07,N0,Wall
515.071,111135,N1,Wall
515.071,6.12762e+07,N0,Lumen
515.071,325.287,N1,Lumen
515.197,6.11522e+07,N0,Wall
515.197,111209,N1,Wall
515.197,6.12762e+07,N0,Lumen
515.197,325.093,N1,Lumen
515.323,6.11521e+07,N0,Wall
515.323,111283,N1,Wall
515.323,6.12762e+07,N0,Lumen
515.323,324.9,N1,Lumen
515.449,6.1152e+07,N0,Wall
515.449,111356,N1,Wall
515.449,6.12762e+07,N0,Lumen
515.449,324.707,N1,Lumen
515.575,6.1152e+07,N0,Wall
515.575,111430,N1,Wall
515.575,6.12762e+07,N0,Lumen
515.575,324.514,N1,Lumen
515.701,6.11519e+07,N0,Wall
515.701,111504,N1,Wall
515.701,6.12762e+07,N0,Lumen
515.701,324.321,N1,Lumen
515.827,6.11518e+07,N0,Wall
515.827,111578,N1,Wall
515.827,6.12762e+07,N0,Lumen
515.827,324.129,N1,Lumen
515.952,6.11517e+07,N0,Wall
515.952,111652,N1,Wall
515.952,6.12762e+07,N0,Lumen
515.952,323.936,N1,Lumen
516.078,6.11516e+07,N0,Wall
516.078,111726,N1,Wall
516.078,6.12762e+07,N0,Lumen
516.078,323.744,N1,Lumen
516.204,6.11515e+07,N0,Wall
516.204,111800,N1,Wall
516.204,6.12762e+07,N0,Lumen
516.204,323.552,N1,Lumen
516.329,6.11515e+07,N0,Wall
516.329,111874,N1,Wall
516.329,6.12762e+07,N0,Lumen
516.329,323.36,N1,Lumen
516.455,6.11514e+07,N0,Wall
516.455,111948,N1,Wall
516.455,6.12762e+07,N0,Lumen
516.455,323.168,N1,Lumen
516.581,6.11513e+07,N0,Wall
516.581,112022,N1,Wall
516.581,6.12762e+07,N0,Lumen
516.581,322.976,N1,Lumen
516.706,6.11512e+07,N0,Wall
516.706,112097,N1,Wall
516.706,6.12762e+07,N0,Lumen
516.706,322.784,N1,Lumen
516.832,6.11511e+07,N0,Wall
516.832,112171,N1,Wall
516.832,6.12762e+07,N0,Lumen
516.832,322.593,N1,Lumen
516.957,6.1151e+07,N0,Wall
516.957,112245,N1,Wall
516.957,6.12762e+07,N0,Lumen
516.957,322.402,N1,Lumen
517.083,6.1151e+07,N0,Wall
517.083,112319,N1,Wall
517.083,6.12762e+07,N0,Lumen
517.083,322.211,N1,Lumen
517.209,6.11509e+07,N0,Wall
517.209,112394,N1,Wall
517.209,6.12762e+07,N0,Lumen
517.209,322.02,N1,Lumen
517.334,6.11508e+07,N0,Wall
517.334,112468,N1,Wall
517.334,6.12762e+07,N0,Lumen
517.334,321.829,N1,Lumen
517.459,6.11507e+07,N0,Wall
517.459,112542,N1,Wall
517.459,6.12762e+07,N0,Lumen
517.459,321.638,N1,Lumen
517.585,6.11506e+07,N0,Wall
517.585,112617,N1,Wall
517.585,6.12762e+07,N0,Lumen
517.585,321.448,N1,Lumen
517.71,6.11505e+07,N0,Wall
517.71,112691,N1,Wall
517.71,6.12762e+07,N0,Lumen
517.71,321.258,N1,Lumen
517.836,6.11505e+07,N0,Wall
517.836,112766,N1,Wall
517.836,6.12762e+07,N0,Lumen
517.836,321.067,N1,Lumen
517.961,6.11504e+07,N0,Wall
517.961,112840,N1,Wall
517.961,6.12762e+07,N0,Lumen
517.961,320.877,N1,Lumen
518.086,6.11503e+07,N0,Wall
518.086,112915,N1,Wall
518.086,6.12762e+07,N0,Lumen
518.086,320.687,N1,Lumen
518.212,6.11502e+07,N0,Wall
518.212,112989,N1,Wall
518.212,6.12762e+07,N0,Lumen
518.212,320.498,N1,Lumen
518.337,6.11501e+07,N0,Wall
518.337,113064,N1,Wall
518.337,6.12762e+07,N0,Lumen
518.337,320.308,N1,Lumen
518.462,6.115e+07,N0,Wall
518.462,113138,N1,Wall
518.462,6.12762e+07,N0,Lumen
518.462,320.119,N1,Lumen
518.587,6.115e+07,N0,Wall
518.587,113213,N1,Wall
518.587,6.12762e+07,N0,Lumen
518.587,319.93,N1,Lumen
518.712,6.11499e+07,N0,Wall
518.712,113288,N1,Wall
518.712,6.12762e+07,N0,Lumen
518.712,319.74,N1,Lumen
518.838,6.11498e+07,N0,Wall
518.838,113363,N1,Wall
518.838,6.12762e+07,N0,Lumen
518.838,319.551,N1,Lumen
518.963,6.11497e+07,N0,Wall
518.963,113437,N1,Wall
518.963,6.12762e+07,N0,Lumen
518.963,319.363,N1,Lumen
519.088,6.11496e+07,N0,Wall
519.088,113512,N1,Wall
519.088,6.12762e+07,N0,Lumen
519.088,319.174,N1,Lumen
519.213,6.11495e+07,N0,Wall
519.213,113587,N1,Wall
519.213,6.12762e+07,N0,Lumen
519.213,318.986,N1,Lumen
519.338,6.11495e+07,N0,Wall
519.338,113662,N1,Wall
519.338,6.12762e+07,N0,Lumen
519.338,318.797,N1,Lumen
519.463,6.11494e+07,N0,Wall
519.463,113737,N1,Wall
519.463,6.12762e+07,N0,Lumen
519.463,318.609,N1,Lumen
519.588,6.11493e+07,N0,Wall
519.588,113812,N1,Wall
519.588,6.12762e+07,N0,Lumen
519.588,318.421,N1,Lumen
519.713,6.11492e+07,N0,Wall
519.713,113887,N1,Wall
519.713,6.12762e+07,N0,Lumen
519.713,318.233,N1,Lumen
519.838,6.11491e+07,N0,Wall
519.838,113962,N1,Wall
519.838,6.12762e+07,N0,Lumen
519.838,318.045,N1,Lumen
519.963,6.1149e+07,N0,Wall
519.963,114037,N1,Wall
519.963,6.12762e+07,N0,Lumen
519.963,317.858,N1,Lumen
520.088,6.1149e+07,N0,Wall
520.088,114112,N1,Wall
520.088,6.12762e+07,N0,Lumen
520.088,317.67,N1,Lumen
520.213,6.11489e+07,N0,Wall
520.213,114187,N1,Wall
520.213,6.12762e+07,N0,Lumen
520.213,317.483,N1,Lumen
520.337,6.11488e+07,N0,Wall
520.337,114262,N1,Wall
520.337,6.12762e+07,N0,Lumen
520.337,317.296,N1,Lumen
520.462,6.11487e+07,N0,Wall
520.462,114337,N1,Wall
520.462,6.12762e+07,N0,Lumen
520.462,317.109,N1,Lumen
520.587,6.11486e+07,N0,Wall
520.587,114412,N1,Wall
520.587,6.12762e+07,N0,Lumen
520.587,316.922,N1,Lumen
520.712,6.11485e+07,N0,Wall
520.712,114487,N1,Wall
520.712,6.12762e+07,N0,Lumen
520.712,316.735,N1,Lumen
520.837,6.11484e+07,N0,Wall
520.837,114563,N1,Wall
520.837,6.12762e+07,N0,Lumen
520.837,316.549,N1,Lumen
520.961,6.11484e+07,N0,Wall
520.961,114638,N1,Wall
520.961,6.12762e+07,N0,Lumen
520.961,316.362,N1,Lumen
521.086,6.11483e+07,N0,Wall
521.086,114713,N1,Wall
521.086,6.12762e+07,N0,Lumen
521.086,316.176,N1,Lumen
521.211,6.11482e+07,N0,Wall
521.211,114789,N1,Wall
521.211,6.12762e+07,N0,Lumen
521.211,315.99,N1,Lumen
521.335,6.11481e+07,N0,Wall
521.335,114864,N1,Wall
521.335,6.12762e+07,N0,Lumen
521.335,315.804,N1,Lumen
521.46,6.1148e+07,N0,Wall
521.46,114939,N1,Wall
521.46,6.12762e+07,N0,Lumen
521.46,315.618,N1,Lumen
521.585,6.11479e+07,N0,Wall
521.585,115015,N1,Wall
521.585,6.12762e+07,N0,Lumen
521.585,315.432,N1,Lumen
521.709,6.11479e+07,N0,Wall
521.709,115090,N1,Wall
521.709,6.12762e+07,N0,Lumen
521.709,315.247,N1,Lumen
521.834,6.11478e+07,N0,Wall
521.834,115166,N1,Wall
521.834,6.12762e+07,N0,Lumen
521.834,315.061,N1,Lumen
521.958,6.11477e+07,N0,Wall
521.958,115241,N1,Wall
521.958,6.12762e+07,N0,Lumen
521.958,314.876,N1,Lumen
522.083,6.11476e+07,N0,Wall
522.083,115317,N1,Wall
522.083,6.12762e+07,N0,Lumen
522.083,314.691,N1,Lumen
522.207,6.11475e+07,N0,Wall
522.207,115393,N1,Wall
522.207,6.12762e+07,N0,Lumen
522.207,314.506,N1,Lumen
522.332,6.11474e+07,N0,Wall
522.332,115468,N1,Wall
522.332,6.12762e+07,N0,Lumen
522.332,314.321,N1,Lumen
522.456,6.11473e+07,N0,Wall
522.456,115544,N1,Wall
522.456,6.12762e+07,N0,Lumen
522.456,314.137,N1,Lumen
522.58,6.11473e+07,N0,Wall
522.58,115620,N1,Wall
522.58,6.12762e+07,N0,Lumen
522.58,313.952,N1,Lumen
522.705,6.11472e+07,N0,Wall
522.705,115696,N1,Wall
522.705,6.12762e+07,N0,Lumen
522.705,313.768,N1,Lumen
522.829,6.11471e+07,N0,Wall
522.829,115771,N1,Wall
522.829,6.12762e+07,N0,Lumen
522.829,313.584,N1,Lumen
522.953,6.1147e+07,N0,Wall
522.953,115847,N1,Wall
522.953,6.12762e+07,N0,Lumen
522.953,313.4,N1,Lumen
523.078,6.11469e+07,N0,Wall
523.078,115923,N1,Wall
523.078,6.12762e+07,N0,Lumen
523.078,313.216,N1,Lumen
523.202,6.11468e+07,N0,Wall
523.202,115999,N1,Wall
523.202,6.12762e+07,N0,Lumen
523.202,313.032,N1,Lumen
523.326,6.11468e+07,N0,Wall
523.326,116075,N1,Wall
523.326,6.12762e+07,N0,Lumen
523.326,312.848,N1,Lumen
523.45,6.11467e+07,N0,Wall
523.45,116151,N1,Wall
523.45,6.12762e+07,N0,Lumen
523.45,312.665,N1,Lumen
523.575,6.11466e+07,N0,Wall
523.575,116227,N1,Wall
523.575,6.12762e+07,N0,Lumen
523.575,312.481,N1,Lumen
523.699,6.11465e+07,N0,Wall
523.699,116303,N1,Wall
523.699,6.12762e+07,N0,Lumen
523.699,312.298,N1,Lumen
523.823,6.11464e+07,N0,Wall
523.823,116379,N1,Wall
523.823,6.12762e+07,N0,Lumen
523.823,312.115,N1,Lumen
523.947,6.11463e+07,N0,Wall
523.947,116455,N1,Wall
523.947,6.12762e+07,N0,Lumen
523.947,311.932,N1,Lumen
524.071,6.11462e+07,N0,Wall
524.071,116531,N1,Wall
524.071,6.12762e+07,N0,Lumen
524.071,311.75,N1,Lumen
524.195,6.11462e+07,N0,Wall
524.195,116607,N1,Wall
524.195,6.12762e+07,N0,Lumen
524.195,311.567,N1,Lumen
524.319,6.11461e+07,N0,Wall
524.319,116683,N1,Wall
524.319,6.12762e+07,N0,Lumen
524.319,311.384,N1,Lumen
524.443,6.1146e+07,N0,Wall
524.443,116760,N1,Wall
524.443,6.12762e+07,N0,Lumen
524.443,311.202,N1,Lumen
524.567,6.11459e+07,N0,Wall
524.567,116836,N1,Wall
524.567,6.12762e+07,N0,Lumen
524.567,311.02,N1,Lumen
524.691,6.11458e+07,N0,Wall
524.691,116912,N1,Wall
524.691,6.12762e+07,N0,Lumen
524.691,310.838,N1,Lumen
524.815,6.11457e+07,N0,Wall
524.815,116988,N1,Wall
524.815,6.12762e+07,N0,Lumen
524.815,310.656,N1,Lumen
524.939,6.11456e+07,N0,Wall
524.939,117065,N1,Wall
524.939,6.12762e+07,N0,Lumen
524.939,310.474,N1,Lumen
525.063,6.11456e+07,N0,Wall
525.063,117141,N1,Wall
525.063,6.12762e+07,N0,Lumen
525.063,310.293,N1,Lumen
525.187,6.11455e+07,N0,Wall
525.187,117218,N1,Wall
525.187,6.12762e+07,N0,Lumen
525.187,310.111,N1,Lumen
525.311,6.11454e+07,N0,Wall
525.311,117294,N1,Wall
525.311,6.12762e+07,N0,Lumen
525.311,309.93,N1,Lumen
525.434,6.11453e+07,N0,Wall
525.434,117371,N1,Wall
525.434,6.12762e+07,N0,Lumen
525.434,309.749,N1,Lumen
525.558,6.11452e+07,N0,Wall
525.558,117447,N1,Wall
525.558,6.12762e+07,N0,Lumen
525.558,309.568,N1,Lumen
525.682,6.11451e+07,N0,Wall
525.682,117524,N1,Wall
525.682,6.12762e+07,N0,Lumen
525.682,309.387,N1,Lumen
525.806,6.1145e+07,N0,Wall
525.806,117600,N1,Wall
525.806,6.12762e+07,N0,Lumen
525.806,309.206,N1,Lumen
525.929,6.1145e+07,N0,Wall
525.929,117677,N1,Wall
525.929,6.12762e+07,N0,Lumen
525.929,309.025,N1,Lumen
526.053,6.11449e+07,N0,Wall
526.053,117753,N1,Wall
526.053,6.12762e+07,N0,Lumen
526.053,308.845,N1,Lumen
526.177,6.11448e+07,N0,Wall
526.177,117830,N1,Wall
526.177,6.12762e+07,N0,Lumen
526.177,308.665,N1,Lumen
526.3,6.11447e+07,N0,Wall
526.3,117907,N1,Wall
526.3,6.12762e+07,N0,Lumen
526.3,308.484,N1,Lumen
526.424,6.11446e+07,N0,Wall
526.424,117984,N1,Wall
526.424,6.12762e+07,N0,Lumen
526.424,308.304,N1,Lumen
526.547,6.11445e+07,N0,Wall
526.547,118060,N1,Wall
526.547,6.12762e+07,N0,Lumen
526.547,308.125,N1,Lumen
526.671,6.11444e+07,N0,Wall
526.671,118137,N1,Wall
526.671,6.12762e+07,N0,Lumen
526.671,307.945,N1,Lumen
526.794,6.11444e+07,N0,Wall
526.794,118214,N1,Wall
526.794,6.12762e+07,N0,Lumen
526.794,307.765,N1,Lumen
526.918,6.11443e+07,N0,Wall
526.918,118291,N1,Wall
526.918,6.12762e+07,N0,Lumen
526.918,307.586,N1,Lumen
527.041,6.11442e+07,N0,Wall
527.041,118368,N1,Wall
527.041,6.12762e+07,N0,Lumen
527.041,307.406,N1,Lumen
527.165,6.11441e+07,N0,Wall
527.165,118445,N1,Wall
527.165,6.12762e+07,N0,Lumen
527.165,307.227,N1,Lumen
527.288,6.1144e+07,N0,Wall
527.288,118522,N1,Wall
527.288,6.12762e+07,N0,Lumen
527.288,307.048,N1,Lumen
527.412,6.11439e+07,N0,Wall
527.412,118599,N1,Wall
