pars1,popsize,population,location
22,779.088,N1,Wall
22,20.5651,N0,Lumen
22,1887.71,N1,Lumen
23,1528.74,N0,Wall
23,778.281,N1,Wall
23,20.0075,N0,Lumen
23,1885.7,N1,Lumen
24,1529.42,N0,Wall
24,777.53,N1,Wall
24,19.5195,N0,Lumen
24,1883.83,N1,Lumen
25,1530.05,N0,Wall
25,776.83,N1,Wall
25,19.0899,N0,Lumen
25,1882.08,N1,Lumen
26,1530.64,N0,Wall
26,776.18,N1,Wall
26,18.7095,N0,Lumen
26,1880.47,N1,Lumen
27,1531.18,N0,Wall
27,775.575,N1,Wall
27,18.371,N0,Lumen
27,1878.96,N1,Lumen
28,1531.69,N0,Wall
28,775.011,N1,Wall
28,18.0682,N0,Lumen
28,1877.56,N1,Lumen
29,1532.16,N0,Wall
29,774.487,N1,Wall
29,17.7962,N0,Lumen
29,1876.25,N1,Lumen
30,1532.6,N0,Wall
30,773.998,N1,Wall
30,17.5507,N0,Lumen
30,1875.04,N1,Lumen
31,1533.01,N0,Wall
31,773.542,N1,Wall
31,17.3283,N0,Lumen
31,1873.9,N1,Lumen
32,1533.4,N0,Wall
32,773.116,N1,Wall
32,17.1261,N0,Lumen
32,1872.84,N1,Lumen
33,1533.75,N0,Wall
33,772.717,N1,Wall
33,16.9416,N0,Lumen
33,1871.85,N1,Lumen
34,1534.09,N0,Wall
34,772.343,N1,Wall
34,16.7726,N0,Lumen
34,1870.92,N1,Lumen
35,1534.41,N0,Wall
35,771.993,N1,Wall
35,16.6175,N0,Lumen
35,1870.05,N1,Lumen
36,1534.7,N0,Wall
36,771.664,N1,Wall
36,16.4745,N0,Lumen
36,1869.23,N1,Lumen
37,1534.98,N0,Wall
37,771.354,N1,Wall
37,16.3425,N0,Lumen
37,1868.46,N1,Lumen
38,1535.24,N0,Wall
38,771.063,N1,Wall
38,16.2203,N0,Lumen
38,1867.73,N1,Lumen
39,1535.49,N0,Wall
39,770.788,N1,Wall
39,16.1068,N0,Lumen
39,1867.05,N1,Lumen
40,1535.73,N0,Wall
40,770.529,N1,Wall
40,16.0012,N0,Lumen
40,1866.4,N1,Lumen
41,1535.95,N0,Wall
41,770.284,N1,Wall
41,15.9027,N0,Lumen
41,1865.79,N1,Lumen
42,1536.16,N0,Wall
42,770.051,N1,Wall
42,15.8106,N0,Lumen
42,1865.21,N1,Lumen
43,1536.35,N0,Wall
43,769.831,N1,Wall
43,15.7245,N0,Lumen
43,1864.67,N1,Lumen
44,1536.54,N0,Wall
44,769.623,N1,Wall
44,15.6436,N0,Lumen
44,1864.15,N1,Lumen
45,1536.72,N0,Wall
45,769.424,N1,Wall
45,15.5677,N0,Lumen
45,1863.66,N1,Lumen
46,1536.89,N0,Wall
46,769.236,N1,Wall
46,15.4961,N0,Lumen
46,1863.19,N1,Lumen
47,1537.05,N0,Wall
47,769.056,N1,Wall
47,15.4287,N0,Lumen
47,1862.74,N1,Lumen
48,1537.2,N0,Wall
48,768.886,N1,Wall
48,15.365,N0,Lumen
48,1862.31,N1,Lumen
49,1537.35,N0,Wall
49,768.722,N1,Wall
49,15.3048,N0,Lumen
49,1861.91,N1,Lumen
50,1537.49,N0,Wall
50,768.567,N1,Wall
50,15.2478,N0,Lumen
50,1861.52,N1,Lumen
51,1537.63,N0,Wall
51,768.418,N1,Wall
51,15.1937,N0,Lumen
51,1861.15,N1,Lumen
52,1537.75,N0,Wall
52,768.276,N1,Wall
52,15.1424,N0,Lumen
52,1860.8,N1,Lumen
53,1537.88,N0,Wall
53,768.14,N1,Wall
53,15.0935,N0,Lumen
53,1860.46,N1,Lumen
54,1537.99,N0,Wall
54,768.009,N1,Wall
54,15.0471,N0,Lumen
54,1860.14,N1,Lumen
55,1538.11,N0,Wall
55,767.884,N1,Wall
55,15.0028,N0,Lumen
55,1859.82,N1,Lumen
56,1538.22,N0,Wall
56,767.764,N1,Wall
56,14.9606,N0,Lumen
56,1859.53,N1,Lumen
57,1538.32,N0,Wall
57,767.649,N1,Wall
57,14.9203,N0,Lumen
57,1859.24,N1,Lumen
58,1538.42,N0,Wall
58,767.538,N1,Wall
58,14.8817,N0,Lumen
58,1858.96,N1,Lumen
59,1538.51,N0,Wall
59,767.431,N1,Wall
59,14.8449,N0,Lumen
59,1858.7,N1,Lumen
60,1538.61,N0,Wall
60,767.329,N1,Wall
60,14.8096,N0,Lumen
60,1858.44,N1,Lumen
61,1538.7,N0,Wall
61,767.23,N1,Wall
61,14.7758,N0,Lumen
61,1858.2,N1,Lumen
62,1538.78,N0,Wall
62,767.135,N1,Wall
62,14.7433,N0,Lumen
62,1857.96,N1,Lumen
63,1538.86,N0,Wall
63,767.043,N1,Wall
63,14.7122,N0,Lumen
63,1857.73,N1,Lumen
64,1538.94,N0,Wall
64,766.955,N1,Wall
64,14.6822,N0,Lumen
64,1857.51,N1,Lumen
65,1539.02,N0,Wall
65,766.869,N1,Wall
65,14.6535,N0,Lumen
65,1857.3,N1,Lumen
66,1539.1,N0,Wall
66,766.787,N1,Wall
66,14.6258,N0,Lumen
66,1857.09,N1,Lumen
67,1539.17,N0,Wall
67,766.707,N1,Wall
67,14.5992,N0,Lumen
67,1856.9,N1,Lumen
68,1539.24,N0,Wall
68,766.63,N1,Wall
68,14.5735,N0,Lumen
68,1856.7,N1,Lumen
69,1539.3,N0,Wall
69,766.555,N1,Wall
69,14.5487,N0,Lumen
69,1856.52,N1,Lumen
70,1539.37,N0,Wall
70,766.483,N1,Wall
70,14.5249,N0,Lumen
70,1856.34,N1,Lumen
71,1539.43,N0,Wall
71,766.413,N1,Wall
71,14.5018,N0,Lumen
71,1856.17,N1,Lumen
72,1539.49,N0,Wall
72,766.345,N1,Wall
72,14.4796,N0,Lumen
72,1856,N1,Lumen
73,1539.55,N0,Wall
73,766.28,N1,Wall
73,14.458,N0,Lumen
73,1855.83,N1,Lumen
74,1539.61,N0,Wall
74,766.216,N1,Wall
74,14.4372,N0,Lumen
74,1855.67,N1,Lumen
75,1539.67,N0,Wall
75,766.154,N1,Wall
75,14.4171,N0,Lumen
75,1855.52,N1,Lumen
76,1539.72,N0,Wall
76,766.094,N1,Wall
76,14.3976,N0,Lumen
76,1855.37,N1,Lumen
77,1539.77,N0,Wall
77,766.036,N1,Wall
77,14.3788,N0,Lumen
77,1855.23,N1,Lumen
78,1539.82,N0,Wall
78,765.979,N1,Wall
78,14.3605,N0,Lumen
78,1855.09,N1,Lumen
79,1539.87,N0,Wall
79,765.924,N1,Wall
79,14.3428,N0,Lumen
79,1854.95,N1,Lumen
80,1539.92,N0,Wall
80,765.87,N1,Wall
80,14.3256,N0,Lumen
80,1854.82,N1,Lumen
81,1539.97,N0,Wall
81,765.818,N1,Wall
81,14.3089,N0,Lumen
81,1854.69,N1,Lumen
82,1540.01,N0,Wall
82,765.768,N1,Wall
82,14.2928,N0,Lumen
82,1854.56,N1,Lumen
83,1540.06,N0,Wall
83,765.718,N1,Wall
83,14.277,N0,Lumen
83,1854.44,N1,Lumen
84,1540.1,N0,Wall
84,765.67,N1,Wall
84,14.2618,N0,Lumen
84,1854.32,N1,Lumen
85,1540.14,N0,Wall
85,765.624,N1,Wall
85,14.2469,N0,Lumen
85,1854.2,N1,Lumen
86,1540.18,N0,Wall
86,765.578,N1,Wall
86,14.2325,N0,Lumen
86,1854.09,N1,Lumen
87,1540.22,N0,Wall
87,765.534,N1,Wall
87,14.2185,N0,Lumen
87,1853.98,N1,Lumen
88,1540.26,N0,Wall
88,765.491,N1,Wall
88,14.2048,N0,Lumen
88,1853.87,N1,Lumen
89,1540.3,N0,Wall
89,765.448,N1,Wall
89,14.1916,N0,Lumen
89,1853.77,N1,Lumen
90,1540.34,N0,Wall
90,765.407,N1,Wall
90,14.1786,N0,Lumen
90,1853.66,N1,Lumen
91,1540.37,N0,Wall
91,765.367,N1,Wall
91,14.166,N0,Lumen
91,1853.56,N1,Lumen
92,1540.41,N0,Wall
92,765.328,N1,Wall
92,14.1537,N0,Lumen
92,1853.47,N1,Lumen
93,1540.44,N0,Wall
93,765.289,N1,Wall
93,14.1418,N0,Lumen
93,1853.37,N1,Lumen
94,1540.48,N0,Wall
94,765.252,N1,Wall
94,14.1301,N0,Lumen
94,1853.28,N1,Lumen
95,1540.51,N0,Wall
95,765.216,N1,Wall
95,14.1187,N0,Lumen
95,1853.19,N1,Lumen
96,1540.54,N0,Wall
96,765.18,N1,Wall
96,14.1076,N0,Lumen
96,1853.1,N1,Lumen
97,1540.57,N0,Wall
97,765.145,N1,Wall
97,14.0968,N0,Lumen
97,1853.01,N1,Lumen
98,1540.6,N0,Wall
98,765.111,N1,Wall
98,14.0862,N0,Lumen
98,1852.93,N1,Lumen
99,1540.63,N0,Wall
99,765.078,N1,Wall
99,14.0759,N0,Lumen
99,1852.84,N1,Lumen
100,1540.66,N0,Wall
100,765.045,N1,Wall
100,14.0658,N0,Lumen
100,1852.76,N1,Lumen
101,1540.69,N0,Wall
101,765.013,N1,Wall
101,14.0559,N0,Lumen
101,1852.68,N1,Lumen
102,1540.72,N0,Wall
102,764.982,N1,Wall
102,14.0463,N0,Lumen
102,1852.61,N1,Lumen
103,1540.75,N0,Wall
103,764.951,N1,Wall
103,14.0369,N0,Lumen
103,1852.53,N1,Lumen
104,1540.78,N0,Wall
104,764.921,N1,Wall
104,14.0277,N0,Lumen
104,1852.46,N1,Lumen
105,1540.8,N0,Wall
105,764.892,N1,Wall
105,14.0187,N0,Lumen
105,1852.38,N1,Lumen
106,1540.83,N0,Wall
106,764.863,N1,Wall
106,14.0099,N0,Lumen
106,1852.31,N1,Lumen
107,1540.85,N0,Wall
107,764.835,N1,Wall
107,14.0013,N0,Lumen
107,1852.24,N1,Lumen
108,1540.88,N0,Wall
108,764.808,N1,Wall
108,13.9929,N0,Lumen
108,1852.17,N1,Lumen
109,1540.9,N0,Wall
109,764.781,N1,Wall
109,13.9846,N0,Lumen
109,1852.11,N1,Lumen
110,1540.93,N0,Wall
110,764.754,N1,Wall
110,13.9765,N0,Lumen
110,1852.04,N1,Lumen
111,1540.95,N0,Wall
111,764.728,N1,Wall
111,13.9686,N0,Lumen
111,1851.98,N1,Lumen
112,1540.97,N0,Wall
112,764.703,N1,Wall
112,13.9609,N0,Lumen
112,1851.91,N1,Lumen
113,1540.99,N0,Wall
113,764.678,N1,Wall
113,13.9533,N0,Lumen
113,1851.85,N1,Lumen
114,1541.02,N0,Wall
114,764.653,N1,Wall
114,13.9458,N0,Lumen
114,1851.79,N1,Lumen
115,1541.04,N0,Wall
115,764.629,N1,Wall
115,13.9386,N0,Lumen
115,1851.73,N1,Lumen
116,1541.06,N0,Wall
116,764.606,N1,Wall
116,13.9314,N0,Lumen
116,1851.67,N1,Lumen
117,1541.08,N0,Wall
117,764.582,N1,Wall
117,13.9244,N0,Lumen
117,1851.61,N1,Lumen
118,1541.1,N0,Wall
118,764.56,N1,Wall
118,13.9175,N0,Lumen
118,1851.56,N1,Lumen
119,1541.12,N0,Wall
119,764.537,N1,Wall
119,13.9108,N0,Lumen
119,1851.5,N1,Lumen
120,1541.14,N0,Wall
120,764.515,N1,Wall
120,13.9042,N0,Lumen
120,1851.45,N1,Lumen
121,1541.16,N0,Wall
121,764.494,N1,Wall
121,13.8977,N0,Lumen
121,1851.39,N1,Lumen
122,1541.18,N0,Wall
122,764.473,N1,Wall
122,13.8913,N0,Lumen
122,1851.34,N1,Lumen
123,1541.2,N0,Wall
123,764.452,N1,Wall
123,13.8851,N0,Lumen
123,1851.29,N1,Lumen
124,1541.22,N0,Wall
124,764.432,N1,Wall
124,13.8789,N0,Lumen
124,1851.24,N1,Lumen
125,1541.23,N0,Wall
125,764.412,N1,Wall
125,13.8729,N0,Lumen
125,1851.19,N1,Lumen
126,1541.25,N0,Wall
126,764.392,N1,Wall
126,13.867,N0,Lumen
126,1851.14,N1,Lumen
127,1541.27,N0,Wall
127,764.373,N1,Wall
127,13.8612,N0,Lumen
127,1851.09,N1,Lumen
128,1541.29,N0,Wall
128,764.353,N1,Wall
128,13.8555,N0,Lumen
128,1851.04,N1,Lumen
129,1541.3,N0,Wall
129,764.335,N1,Wall
129,13.8499,N0,Lumen
129,1851,N1,Lumen
130,1541.32,N0,Wall
130,764.316,N1,Wall
130,13.8443,N0,Lumen
130,1850.95,N1,Lumen
131,1541.34,N0,Wall
131,764.298,N1,Wall
131,13.8389,N0,Lumen
131,1850.91,N1,Lumen
132,1541.35,N0,Wall
132,764.28,N1,Wall
132,13.8336,N0,Lumen
132,1850.86,N1,Lumen
133,1541.37,N0,Wall
133,764.263,N1,Wall
133,13.8284,N0,Lumen
133,1850.82,N1,Lumen
134,1541.38,N0,Wall
134,764.246,N1,Wall
134,13.8232,N0,Lumen
134,1850.78,N1,Lumen
135,1541.4,N0,Wall
135,764.229,N1,Wall
135,13.8182,N0,Lumen
135,1850.73,N1,Lumen
136,1541.41,N0,Wall
136,764.212,N1,Wall
136,13.8132,N0,Lumen
136,1850.69,N1,Lumen
137,1541.43,N0,Wall
137,764.195,N1,Wall
137,13.8083,N0,Lumen
137,1850.65,N1,Lumen
138,1541.44,N0,Wall
138,764.179,N1,Wall
138,13.8035,N0,Lumen
138,1850.61,N1,Lumen
139,1541.46,N0,Wall
139,764.163,N1,Wall
139,13.7987,N0,Lumen
139,1850.57,N1,Lumen
140,1541.47,N0,Wall
140,764.148,N1,Wall
140,13.7941,N0,Lumen
140,1850.53,N1,Lumen
141,1541.49,N0,Wall
141,764.132,N1,Wall
141,13.7895,N0,Lumen
141,1850.49,N1,Lumen
142,1541.5,N0,Wall
142,764.117,N1,Wall
142,13.785,N0,Lumen
142,1850.46,N1,Lumen
143,1541.51,N0,Wall
143,764.102,N1,Wall
143,13.7805,N0,Lumen
143,1850.42,N1,Lumen
144,1541.53,N0,Wall
144,764.087,N1,Wall
144,13.7761,N0,Lumen
144,1850.38,N1,Lumen
145,1541.54,N0,Wall
145,764.073,N1,Wall
145,13.7718,N0,Lumen
145,1850.35,N1,Lumen
146,1541.55,N0,Wall
146,764.058,N1,Wall
146,13.7676,N0,Lumen
146,1850.31,N1,Lumen
147,1541.57,N0,Wall
147,764.044,N1,Wall
147,13.7634,N0,Lumen
147,1850.27,N1,Lumen
148,1541.58,N0,Wall
148,764.03,N1,Wall
148,13.7593,N0,Lumen
148,1850.24,N1,Lumen
149,1541.59,N0,Wall
149,764.016,N1,Wall
149,13.7552,N0,Lumen
149,1850.21,N1,Lumen
150,1541.6,N0,Wall
150,764.003,N1,Wall
150,13.7512,N0,Lumen
150,1850.17,N1,Lumen
151,1541.61,N0,Wall
151,763.989,N1,Wall
151,13.7473,N0,Lumen
151,1850.14,N1,Lumen
152,1541.63,N0,Wall
152,763.976,N1,Wall
152,13.7434,N0,Lumen
152,1850.11,N1,Lumen
153,1541.64,N0,Wall
153,763.963,N1,Wall
153,13.7396,N0,Lumen
153,1850.07,N1,Lumen
154,1541.65,N0,Wall
154,763.95,N1,Wall
154,13.7358,N0,Lumen
154,1850.04,N1,Lumen
155,1541.66,N0,Wall
155,763.938,N1,Wall
155,13.7321,N0,Lumen
155,1850.01,N1,Lumen
156,1541.67,N0,Wall
156,763.925,N1,Wall
156,13.7284,N0,Lumen
156,1849.98,N1,Lumen
157,1541.68,N0,Wall
157,763.913,N1,Wall
157,13.7248,N0,Lumen
157,1849.95,N1,Lumen
158,1541.69,N0,Wall
158,763.901,N1,Wall
158,13.7212,N0,Lumen
158,1849.92,N1,Lumen
159,1541.71,N0,Wall
159,763.889,N1,Wall
159,13.7177,N0,Lumen
159,1849.89,N1,Lumen
160,1541.72,N0,Wall
160,763.877,N1,Wall
160,13.7143,N0,Lumen
160,1849.86,N1,Lumen
161,1541.73,N0,Wall
161,763.866,N1,Wall
161,13.7108,N0,Lumen
161,1849.83,N1,Lumen
162,1541.74,N0,Wall
162,763.854,N1,Wall
162,13.7075,N0,Lumen
162,1849.8,N1,Lumen
163,1541.75,N0,Wall
163,763.843,N1,Wall
163,13.7042,N0,Lumen
163,1849.77,N1,Lumen
164,1541.76,N0,Wall
164,763.832,N1,Wall
164,13.7009,N0,Lumen
164,1849.75,N1,Lumen
165,1541.77,N0,Wall
165,763.82,N1,Wall
165,13.6976,N0,Lumen
165,1849.72,N1,Lumen
166,1541.78,N0,Wall
166,763.81,N1,Wall
166,13.6944,N0,Lumen
166,1849.69,N1,Lumen
167,1541.79,N0,Wall
167,763.799,N1,Wall
167,13.6913,N0,Lumen
167,1849.67,N1,Lumen
168,1541.8,N0,Wall
168,763.788,N1,Wall
168,13.6882,N0,Lumen
168,1849.64,N1,Lumen
169,1541.81,N0,Wall
169,763.778,N1,Wall
169,13.6851,N0,Lumen
169,1849.61,N1,Lumen
170,1541.81,N0,Wall
170,763.767,N1,Wall
170,13.6821,N0,Lumen
170,1849.59,N1,Lumen
171,1541.82,N0,Wall
171,763.757,N1,Wall
171,13.6791,N0,Lumen
171,1849.56,N1,Lumen
172,1541.83,N0,Wall
172,763.747,N1,Wall
172,13.6761,N0,Lumen
172,1849.54,N1,Lumen
173,1541.84,N0,Wall
173,763.737,N1,Wall
173,13.6732,N0,Lumen
173,1849.51,N1,Lumen
174,1541.85,N0,Wall
174,763.727,N1,Wall
174,13.6703,N0,Lumen
174,1849.49,N1,Lumen
175,1541.86,N0,Wall
175,763.717,N1,Wall
175,13.6675,N0,Lumen
175,1849.46,N1,Lumen
176,1541.87,N0,Wall
176,763.708,N1,Wall
176,13.6647,N0,Lumen
176,1849.44,N1,Lumen
177,1541.88,N0,Wall
177,763.698,N1,Wall
177,13.6619,N0,Lumen
177,1849.41,N1,Lumen
178,1541.89,N0,Wall
178,763.689,N1,Wall
178,13.6592,N0,Lumen
178,1849.39,N1,Lumen
179,1541.89,N0,Wall
179,763.679,N1,Wall
179,13.6565,N0,Lumen
179,1849.37,N1,Lumen
180,1541.9,N0,Wall
180,763.67,N1,Wall
180,13.6538,N0,Lumen
180,1849.35,N1,Lumen
181,1541.91,N0,Wall
181,763.661,N1,Wall
181,13.6512,N0,Lumen
181,1849.32,N1,Lumen
182,1541.92,N0,Wall
182,763.652,N1,Wall
182,13.6485,N0,Lumen
182,1849.3,N1,Lumen
183,1541.93,N0,Wall
183,763.643,N1,Wall
183,13.646,N0,Lumen
183,1849.28,N1,Lumen
184,1541.93,N0,Wall
184,763.635,N1,Wall
184,13.6434,N0,Lumen
184,1849.26,N1,Lumen
185,1541.94,N0,Wall
185,763.626,N1,Wall
185,13.6409,N0,Lumen
185,1849.24,N1,Lumen
186,1541.95,N0,Wall
186,763.617,N1,Wall
186,13.6384,N0,Lumen
186,1849.21,N1,Lumen
187,1541.96,N0,Wall
187,763.609,N1,Wall
187,13.636,N0,Lumen
187,1849.19,N1,Lumen
188,1541.96,N0,Wall
188,763.6,N1,Wall
188,13.6335,N0,Lumen
188,1849.17,N1,Lumen
189,1541.97,N0,Wall
189,763.592,N1,Wall
189,13.6311,N0,Lumen
189,1849.15,N1,Lumen
190,1541.98,N0,Wall
190,763.584,N1,Wall
190,13.6287,N0,Lumen
190,1849.13,N1,Lumen
191,1541.99,N0,Wall
191,763.576,N1,Wall
191,13.6264,N0,Lumen
191,1849.11,N1,Lumen
192,1541.99,N0,Wall
192,763.568,N1,Wall
192,13.6241,N0,Lumen
192,1849.09,N1,Lumen
193,1542,N0,Wall
193,763.56,N1,Wall
193,13.6218,N0,Lumen
193,1849.07,N1,Lumen
194,1542.01,N0,Wall
194,763.552,N1,Wall
194,13.6195,N0,Lumen
194,1849.05,N1,Lumen
195,1542.02,N0,Wall
195,763.544,N1,Wall
195,13.6173,N0,Lumen
195,1849.03,N1,Lumen
196,1542.02,N0,Wall
196,763.537,N1,Wall
196,13.615,N0,Lumen
196,1849.01,N1,Lumen
197,1542.03,N0,Wall
197,763.529,N1,Wall
197,13.6128,N0,Lumen
197,1848.99,N1,Lumen
198,1542.04,N0,Wall
198,763.521,N1,Wall
198,13.6107,N0,Lumen
198,1848.98,N1,Lumen
199,1542.04,N0,Wall
199,763.514,N1,Wall
199,13.6085,N0,Lumen
199,1848.96,N1,Lumen
0,2232.13,N0,Wall
0,2.24406e-162,N1,Wall
0,2232.13,N0,Lumen
0,2.24406e-169,N1,Lumen
1,2232.13,N0,Wall
1,6.08491e-162,N1,Wall
1,2132.85,N0,Lumen
1,1.75508e-168,N1,Lumen
2,2232.13,N0,Wall
2,1.18668e-10,N1,Wall
2,2035,N0,Lumen
2,4.13197e-11,N1,Lumen
3,403.877,N0,Wall
3,1869.1,N1,Wall
3,284.252,N0,Lumen
3,1739.09,N1,Lumen
4,365.655,N0,Wall
4,1913.35,N1,Wall
4,133.735,N0,Lumen
4,1881.34,N1,Lumen
5,356.624,N0,Wall
5,1924,N1,Wall
5,87.4871,N0,Lumen
5,1918.86,N1,Lumen
6,353.451,N0,Wall
6,1927.76,N1,Wall
6,65.2883,N0,Lumen
6,1932.46,N1,Lumen
7,352.383,N0,Wall
7,1929.03,N1,Wall
7,52.3247,N0,Lumen
7,1937.08,N1,Lumen
8,352.283,N0,Wall
8,1929.15,N1,Wall
8,43.8699,N0,Lumen
8,1937.51,N1,Lumen
9,352.683,N0,Wall
9,1928.67,N1,Wall
9,37.9523,N0,Lumen
9,1935.78,N1,Lumen
10,353.356,N0,Wall
10,1927.87,N1,Wall
10,33.6039,N0,Lumen
10,1932.86,N1,Lumen
11,354.178,N0,Wall
11,1926.9,N1,Wall
11,30.2937,N0,Lumen
11,1929.32,N1,Lumen
12,355.073,N0,Wall
12,1925.84,N1,Wall
12,27.7055,N0,Lumen
12,1925.48,N1,Lumen
13,355.996,N0,Wall
13,1924.74,N1,Wall
13,25.6395,N0,Lumen
13,1921.53,N1,Lumen
14,356.915,N0,Wall
14,1923.66,N1,Wall
14,23.9627,N0,Lumen
14,1917.62,N1,Lumen
15,357.812,N0,Wall
15,1922.6,N1,Wall
15,22.5829,N0,Lumen
15,1913.83,N1,Lumen
16,358.673,N0,Wall
16,1921.58,N1,Wall
16,21.4343,N0,Lumen
16,1910.2,N1,Lumen
17,359.491,N0,Wall
17,1920.61,N1,Wall
17,20.4687,N0,Lumen
17,1906.77,N1,Lumen
18,360.262,N0,Wall
18,1919.7,N1,Wall
18,19.6498,N0,Lumen
18,1903.55,N1,Lumen
19,360.984,N0,Wall
19,1918.85,N1,Wall
19,18.9497,N0,Lumen
19,1900.54,N1,Lumen
20,361.658,N0,Wall
20,1918.05,N1,Wall
20,18.3469,N0,Lumen
20,1897.74,N1,Lumen
21,362.286,N0,Wall
21,1917.31,N1,Wall
21,17.8244,N0,Lumen
21,1895.14,N1,Lumen
22,362.868,N0,Wall
22,1916.63,N1,Wall
22,17.3687,N0,Lumen
22,1892.74,N1,Lumen
23,363.408,N0,Wall
23,1915.99,N1,Wall
23,16.9689,N0,Lumen
23,1890.52,N1,Lumen
24,363.909,N0,Wall
24,1915.4,N1,Wall
24,16.6163,N0,Lumen
24,1888.46,N1,Lumen
25,364.374,N0,Wall
25,1914.86,N1,Wall
25,16.3037,N0,Lumen
25,1886.56,N1,Lumen
26,364.804,N0,Wall
26,1914.35,N1,Wall
26,16.0253,N0,Lumen
26,1884.8,N1,Lumen
27,365.204,N0,Wall
27,1913.88,N1,Wall
27,15.7761,N0,Lumen
27,1883.17,N1,Lumen
28,365.575,N0,Wall
28,1913.45,N1,Wall
28,15.5521,N0,Lumen
28,1881.66,N1,Lumen
29,365.92,N0,Wall
29,1913.04,N1,Wall
29,15.35,N0,Lumen
29,1880.26,N1,Lumen
30,366.242,N0,Wall
30,1912.66,N1,Wall
30,15.1669,N0,Lumen
30,1878.96,N1,Lumen
31,366.541,N0,Wall
31,1912.31,N1,Wall
31,15.0004,N0,Lumen
31,1877.75,N1,Lumen
32,366.821,N0,Wall
32,1911.98,N1,Wall
32,14.8486,N0,Lumen
32,1876.61,N1,Lumen
33,367.083,N0,Wall
33,1911.68,N1,Wall
33,14.7096,N0,Lumen
33,1875.56,N1,Lumen
34,367.328,N0,Wall
34,1911.39,N1,Wall
34,14.582,N0,Lumen
34,1874.57,N1,Lumen
35,367.557,N0,Wall
35,1911.12,N1,Wall
35,14.4645,N0,Lumen
35,1873.65,N1,Lumen
36,367.773,N0,Wall
36,1910.87,N1,Wall
36,14.356,N0,Lumen
36,1872.78,N1,Lumen
37,367.975,N0,Wall
37,1910.63,N1,Wall
37,14.2556,N0,Lumen
37,1871.96,N1,Lumen
38,368.166,N0,Wall
38,1910.4,N1,Wall
38,14.1624,N0,Lumen
38,1871.2,N1,Lumen
39,368.346,N0,Wall
39,1910.19,N1,Wall
39,14.0758,N0,Lumen
39,1870.48,N1,Lumen
40,368.516,N0,Wall
40,1909.99,N1,Wall
40,13.995,N0,Lumen
40,1869.8,N1,Lumen
41,368.676,N0,Wall
41,1909.81,N1,Wall
41,13.9196,N0,Lumen
41,1869.15,N1,Lumen
42,368.828,N0,Wall
42,1909.63,N1,Wall
42,13.849,N0,Lumen
42,1868.55,N1,Lumen
43,368.972,N0,Wall
43,1909.46,N1,Wall
43,13.7828,N0,Lumen
43,1867.97,N1,Lumen
44,369.109,N0,Wall
44,1909.3,N1,Wall
44,13.7206,N0,Lumen
