pars1,popsize,population,location
22,2225.29,N0,Wall
22,7.63975,N1,Wall
22,19.9832,N0,Lumen
22,1986.57,N1,Lumen
23,2225.3,N0,Wall
23,7.63085,N1,Wall
23,19.4599,N0,Lumen
23,1984.26,N1,Lumen
24,2225.31,N0,Wall
24,7.62258,N1,Wall
24,19.0005,N0,Lumen
24,1982.11,N1,Lumen
25,2225.32,N0,Wall
25,7.6149,N1,Wall
25,18.5951,N0,Lumen
25,1980.11,N1,Lumen
26,2225.32,N0,Wall
26,7.60777,N1,Wall
26,18.2355,N0,Lumen
26,1978.26,N1,Lumen
27,2225.33,N0,Wall
27,7.60115,N1,Wall
27,17.9149,N0,Lumen
27,1976.53,N1,Lumen
28,2225.33,N0,Wall
28,7.595,N1,Wall
28,17.6278,N0,Lumen
28,1974.93,N1,Lumen
29,2225.34,N0,Wall
29,7.58927,N1,Wall
29,17.3695,N0,Lumen
29,1973.44,N1,Lumen
30,2225.34,N0,Wall
30,7.58395,N1,Wall
30,17.1364,N0,Lumen
30,1972.06,N1,Lumen
31,2225.35,N0,Wall
31,7.57898,N1,Wall
31,16.925,N0,Lumen
31,1970.77,N1,Lumen
32,2225.35,N0,Wall
32,7.57435,N1,Wall
32,16.7328,N0,Lumen
32,1969.56,N1,Lumen
33,2225.36,N0,Wall
33,7.57002,N1,Wall
33,16.5573,N0,Lumen
33,1968.44,N1,Lumen
34,2225.36,N0,Wall
34,7.56597,N1,Wall
34,16.3966,N0,Lumen
34,1967.38,N1,Lumen
35,2225.36,N0,Wall
35,7.56218,N1,Wall
35,16.249,N0,Lumen
35,1966.4,N1,Lumen
36,2225.37,N0,Wall
36,7.55862,N1,Wall
36,16.113,N0,Lumen
36,1965.47,N1,Lumen
37,2225.37,N0,Wall
37,7.55528,N1,Wall
37,15.9874,N0,Lumen
37,1964.6,N1,Lumen
38,2225.37,N0,Wall
38,7.55214,N1,Wall
38,15.8711,N0,Lumen
38,1963.79,N1,Lumen
39,2225.37,N0,Wall
39,7.54917,N1,Wall
39,15.7632,N0,Lumen
39,1963.02,N1,Lumen
40,2225.38,N0,Wall
40,7.54638,N1,Wall
40,15.6628,N0,Lumen
40,1962.29,N1,Lumen
41,2225.38,N0,Wall
41,7.54374,N1,Wall
41,15.5692,N0,Lumen
41,1961.6,N1,Lumen
42,2225.38,N0,Wall
42,7.54125,N1,Wall
42,15.4817,N0,Lumen
42,1960.95,N1,Lumen
43,2225.38,N0,Wall
43,7.53889,N1,Wall
43,15.3998,N0,Lumen
43,1960.34,N1,Lumen
44,2225.39,N0,Wall
44,7.53665,N1,Wall
44,15.323,N0,Lumen
44,1959.76,N1,Lumen
45,2225.39,N0,Wall
45,7.53453,N1,Wall
45,15.2508,N0,Lumen
45,1959.21,N1,Lumen
46,2225.39,N0,Wall
46,7.53251,N1,Wall
46,15.1829,N0,Lumen
46,1958.68,N1,Lumen
47,2225.39,N0,Wall
47,7.53059,N1,Wall
47,15.1189,N0,Lumen
47,1958.18,N1,Lumen
48,2225.39,N0,Wall
48,7.52876,N1,Wall
48,15.0585,N0,Lumen
48,1957.71,N1,Lumen
49,2225.39,N0,Wall
49,7.52702,N1,Wall
49,15.0013,N0,Lumen
49,1957.25,N1,Lumen
50,2225.4,N0,Wall
50,7.52536,N1,Wall
50,14.9472,N0,Lumen
50,1956.82,N1,Lumen
51,2225.4,N0,Wall
51,7.52378,N1,Wall
51,14.896,N0,Lumen
51,1956.41,N1,Lumen
52,2225.4,N0,Wall
52,7.52226,N1,Wall
52,14.8473,N0,Lumen
52,1956.02,N1,Lumen
53,2225.4,N0,Wall
53,7.52081,N1,Wall
53,14.801,N0,Lumen
53,1955.64,N1,Lumen
54,2225.4,N0,Wall
54,7.51942,N1,Wall
54,14.757,N0,Lumen
54,1955.28,N1,Lumen
55,2225.4,N0,Wall
55,7.51809,N1,Wall
55,14.715,N0,Lumen
55,1954.93,N1,Lumen
56,2225.4,N0,Wall
56,7.51682,N1,Wall
56,14.675,N0,Lumen
56,1954.6,N1,Lumen
57,2225.4,N0,Wall
57,7.51559,N1,Wall
57,14.6369,N0,Lumen
57,1954.28,N1,Lumen
58,2225.41,N0,Wall
58,7.51442,N1,Wall
58,14.6004,N0,Lumen
58,1953.98,N1,Lumen
59,2225.41,N0,Wall
59,7.51329,N1,Wall
59,14.5655,N0,Lumen
59,1953.68,N1,Lumen
60,2225.41,N0,Wall
60,7.5122,N1,Wall
60,14.5321,N0,Lumen
60,1953.4,N1,Lumen
61,2225.41,N0,Wall
61,7.51115,N1,Wall
61,14.5001,N0,Lumen
61,1953.13,N1,Lumen
62,2225.41,N0,Wall
62,7.51015,N1,Wall
62,14.4694,N0,Lumen
62,1952.87,N1,Lumen
63,2225.41,N0,Wall
63,7.50918,N1,Wall
63,14.4399,N0,Lumen
63,1952.61,N1,Lumen
64,2225.41,N0,Wall
64,7.50824,N1,Wall
64,14.4116,N0,Lumen
64,1952.37,N1,Lumen
65,2225.41,N0,Wall
65,7.50734,N1,Wall
65,14.3844,N0,Lumen
65,1952.14,N1,Lumen
66,2225.41,N0,Wall
66,7.50646,N1,Wall
66,14.3583,N0,Lumen
66,1951.91,N1,Lumen
67,2225.41,N0,Wall
67,7.50562,N1,Wall
67,14.3331,N0,Lumen
67,1951.69,N1,Lumen
68,2225.41,N0,Wall
68,7.50481,N1,Wall
68,14.3089,N0,Lumen
68,1951.48,N1,Lumen
69,2225.41,N0,Wall
69,7.50402,N1,Wall
69,14.2855,N0,Lumen
69,1951.27,N1,Lumen
70,2225.41,N0,Wall
70,7.50325,N1,Wall
70,14.2629,N0,Lumen
70,1951.07,N1,Lumen
71,2225.42,N0,Wall
71,7.50252,N1,Wall
71,14.2412,N0,Lumen
71,1950.88,N1,Lumen
72,2225.42,N0,Wall
72,7.5018,N1,Wall
72,14.2202,N0,Lumen
72,1950.7,N1,Lumen
73,2225.42,N0,Wall
73,7.50111,N1,Wall
73,14.1998,N0,Lumen
73,1950.52,N1,Lumen
74,2225.42,N0,Wall
74,7.50044,N1,Wall
74,14.1802,N0,Lumen
74,1950.34,N1,Lumen
75,2225.42,N0,Wall
75,7.49979,N1,Wall
75,14.1612,N0,Lumen
75,1950.17,N1,Lumen
76,2225.42,N0,Wall
76,7.49915,N1,Wall
76,14.1429,N0,Lumen
76,1950.01,N1,Lumen
77,2225.42,N0,Wall
77,7.49854,N1,Wall
77,14.1251,N0,Lumen
77,1949.85,N1,Lumen
78,2225.42,N0,Wall
78,7.49795,N1,Wall
78,14.1078,N0,Lumen
78,1949.69,N1,Lumen
79,2225.42,N0,Wall
79,7.49737,N1,Wall
79,14.0911,N0,Lumen
79,1949.54,N1,Lumen
80,2225.42,N0,Wall
80,7.4968,N1,Wall
80,14.0749,N0,Lumen
80,1949.4,N1,Lumen
81,2225.42,N0,Wall
81,7.49626,N1,Wall
81,14.0592,N0,Lumen
81,1949.25,N1,Lumen
82,2225.42,N0,Wall
82,7.49572,N1,Wall
82,14.0439,N0,Lumen
82,1949.12,N1,Lumen
83,2225.42,N0,Wall
83,7.49521,N1,Wall
83,14.0291,N0,Lumen
83,1948.98,N1,Lumen
84,2225.42,N0,Wall
84,7.4947,N1,Wall
84,14.0147,N0,Lumen
84,1948.85,N1,Lumen
85,2225.42,N0,Wall
85,7.49421,N1,Wall
85,14.0008,N0,Lumen
85,1948.72,N1,Lumen
86,2225.42,N0,Wall
86,7.49373,N1,Wall
86,13.9872,N0,Lumen
86,1948.6,N1,Lumen
87,2225.42,N0,Wall
87,7.49327,N1,Wall
87,13.974,N0,Lumen
87,1948.48,N1,Lumen
88,2225.42,N0,Wall
88,7.49281,N1,Wall
88,13.9611,N0,Lumen
88,1948.36,N1,Lumen
89,2225.42,N0,Wall
89,7.49237,N1,Wall
89,13.9486,N0,Lumen
89,1948.24,N1,Lumen
90,2225.43,N0,Wall
90,7.49194,N1,Wall
90,13.9364,N0,Lumen
90,1948.13,N1,Lumen
91,2225.43,N0,Wall
91,7.49152,N1,Wall
91,13.9245,N0,Lumen
91,1948.02,N1,Lumen
92,2225.43,N0,Wall
92,7.49111,N1,Wall
92,13.913,N0,Lumen
92,1947.92,N1,Lumen
93,2225.43,N0,Wall
93,7.49071,N1,Wall
93,13.9017,N0,Lumen
93,1947.81,N1,Lumen
94,2225.43,N0,Wall
94,7.49032,N1,Wall
94,13.8907,N0,Lumen
94,1947.71,N1,Lumen
95,2225.43,N0,Wall
95,7.48993,N1,Wall
95,13.88,N0,Lumen
95,1947.61,N1,Lumen
96,2225.43,N0,Wall
96,7.48956,N1,Wall
96,13.8696,N0,Lumen
96,1947.51,N1,Lumen
97,2225.43,N0,Wall
97,7.48919,N1,Wall
97,13.8594,N0,Lumen
97,1947.42,N1,Lumen
98,2225.43,N0,Wall
98,7.48884,N1,Wall
98,13.8494,N0,Lumen
98,1947.32,N1,Lumen
99,2225.43,N0,Wall
99,7.48849,N1,Wall
99,13.8397,N0,Lumen
99,1947.23,N1,Lumen
100,2225.43,N0,Wall
100,7.48815,N1,Wall
100,13.8302,N0,Lumen
100,1947.14,N1,Lumen
101,2225.43,N0,Wall
101,7.48781,N1,Wall
101,13.821,N0,Lumen
101,1947.06,N1,Lumen
102,2225.43,N0,Wall
102,7.48749,N1,Wall
102,13.8119,N0,Lumen
102,1946.97,N1,Lumen
103,2225.43,N0,Wall
103,7.48717,N1,Wall
103,13.803,N0,Lumen
103,1946.89,N1,Lumen
104,2225.43,N0,Wall
104,7.48685,N1,Wall
104,13.7944,N0,Lumen
104,1946.81,N1,Lumen
105,2225.43,N0,Wall
105,7.48655,N1,Wall
105,13.7859,N0,Lumen
105,1946.73,N1,Lumen
106,2225.43,N0,Wall
106,7.48625,N1,Wall
106,13.7777,N0,Lumen
106,1946.65,N1,Lumen
107,2225.43,N0,Wall
107,7.48595,N1,Wall
107,13.7696,N0,Lumen
107,1946.57,N1,Lumen
108,2225.43,N0,Wall
108,7.48567,N1,Wall
108,13.7616,N0,Lumen
108,1946.5,N1,Lumen
109,2225.43,N0,Wall
109,7.48538,N1,Wall
109,13.7539,N0,Lumen
109,1946.43,N1,Lumen
110,2225.43,N0,Wall
110,7.48511,N1,Wall
110,13.7463,N0,Lumen
110,1946.35,N1,Lumen
111,2225.43,N0,Wall
111,7.48484,N1,Wall
111,13.7389,N0,Lumen
111,1946.28,N1,Lumen
112,2225.43,N0,Wall
112,7.48457,N1,Wall
112,13.7316,N0,Lumen
112,1946.21,N1,Lumen
113,2225.43,N0,Wall
113,7.48431,N1,Wall
113,13.7244,N0,Lumen
113,1946.15,N1,Lumen
114,2225.43,N0,Wall
114,7.48405,N1,Wall
114,13.7174,N0,Lumen
114,1946.08,N1,Lumen
115,2225.43,N0,Wall
115,7.4838,N1,Wall
115,13.7106,N0,Lumen
115,1946.02,N1,Lumen
116,2225.43,N0,Wall
116,7.48356,N1,Wall
116,13.7039,N0,Lumen
116,1945.95,N1,Lumen
117,2225.43,N0,Wall
117,7.48332,N1,Wall
117,13.6973,N0,Lumen
117,1945.89,N1,Lumen
118,2225.43,N0,Wall
118,7.48308,N1,Wall
118,13.6908,N0,Lumen
118,1945.83,N1,Lumen
119,2225.43,N0,Wall
119,7.48285,N1,Wall
119,13.6845,N0,Lumen
119,1945.77,N1,Lumen
120,2225.43,N0,Wall
120,7.48262,N1,Wall
120,13.6783,N0,Lumen
120,1945.71,N1,Lumen
121,2225.43,N0,Wall
121,7.48239,N1,Wall
121,13.6722,N0,Lumen
121,1945.65,N1,Lumen
122,2225.43,N0,Wall
122,7.48217,N1,Wall
122,13.6662,N0,Lumen
122,1945.59,N1,Lumen
123,2225.43,N0,Wall
123,7.48196,N1,Wall
123,13.6604,N0,Lumen
123,1945.53,N1,Lumen
124,2225.43,N0,Wall
124,7.48174,N1,Wall
124,13.6546,N0,Lumen
124,1945.48,N1,Lumen
125,2225.43,N0,Wall
125,7.48153,N1,Wall
125,13.6489,N0,Lumen
125,1945.43,N1,Lumen
126,2225.43,N0,Wall
126,7.48133,N1,Wall
126,13.6434,N0,Lumen
126,1945.37,N1,Lumen
127,2225.43,N0,Wall
127,7.48113,N1,Wall
127,13.6379,N0,Lumen
127,1945.32,N1,Lumen
128,2225.43,N0,Wall
128,7.48093,N1,Wall
128,13.6326,N0,Lumen
128,1945.27,N1,Lumen
129,2225.44,N0,Wall
129,7.48073,N1,Wall
129,13.6273,N0,Lumen
129,1945.22,N1,Lumen
130,2225.44,N0,Wall
130,7.48054,N1,Wall
130,13.6221,N0,Lumen
130,1945.17,N1,Lumen
131,2225.44,N0,Wall
131,7.48035,N1,Wall
131,13.617,N0,Lumen
131,1945.12,N1,Lumen
132,2225.44,N0,Wall
132,7.48017,N1,Wall
132,13.612,N0,Lumen
132,1945.07,N1,Lumen
133,2225.44,N0,Wall
133,7.47998,N1,Wall
133,13.6071,N0,Lumen
133,1945.02,N1,Lumen
134,2225.44,N0,Wall
134,7.47981,N1,Wall
134,13.6023,N0,Lumen
134,1944.98,N1,Lumen
135,2225.44,N0,Wall
135,7.47963,N1,Wall
135,13.5975,N0,Lumen
135,1944.93,N1,Lumen
136,2225.44,N0,Wall
136,7.47945,N1,Wall
136,13.5929,N0,Lumen
136,1944.88,N1,Lumen
137,2225.44,N0,Wall
137,7.47928,N1,Wall
137,13.5883,N0,Lumen
137,1944.84,N1,Lumen
138,2225.44,N0,Wall
138,7.47911,N1,Wall
138,13.5838,N0,Lumen
138,1944.8,N1,Lumen
139,2225.44,N0,Wall
139,7.47895,N1,Wall
139,13.5793,N0,Lumen
139,1944.75,N1,Lumen
140,2225.44,N0,Wall
140,7.47879,N1,Wall
140,13.5749,N0,Lumen
140,1944.71,N1,Lumen
141,2225.44,N0,Wall
141,7.47862,N1,Wall
141,13.5706,N0,Lumen
141,1944.67,N1,Lumen
142,2225.44,N0,Wall
142,7.47847,N1,Wall
142,13.5664,N0,Lumen
142,1944.63,N1,Lumen
143,2225.44,N0,Wall
143,7.47831,N1,Wall
143,13.5622,N0,Lumen
143,1944.59,N1,Lumen
144,2225.44,N0,Wall
144,7.47816,N1,Wall
144,13.5581,N0,Lumen
144,1944.55,N1,Lumen
145,2225.44,N0,Wall
145,7.478,N1,Wall
145,13.5541,N0,Lumen
145,1944.51,N1,Lumen
146,2225.44,N0,Wall
146,7.47786,N1,Wall
146,13.5501,N0,Lumen
146,1944.47,N1,Lumen
147,2225.44,N0,Wall
147,7.47771,N1,Wall
147,13.5462,N0,Lumen
147,1944.43,N1,Lumen
148,2225.44,N0,Wall
148,7.47756,N1,Wall
148,13.5423,N0,Lumen
148,1944.39,N1,Lumen
149,2225.44,N0,Wall
149,7.47742,N1,Wall
149,13.5385,N0,Lumen
149,1944.36,N1,Lumen
150,2225.44,N0,Wall
150,7.47728,N1,Wall
150,13.5347,N0,Lumen
150,1944.32,N1,Lumen
151,2225.44,N0,Wall
151,7.47714,N1,Wall
151,13.531,N0,Lumen
151,1944.28,N1,Lumen
152,2225.44,N0,Wall
152,7.477,N1,Wall
152,13.5274,N0,Lumen
152,1944.25,N1,Lumen
153,2225.44,N0,Wall
153,7.47687,N1,Wall
153,13.5238,N0,Lumen
153,1944.21,N1,Lumen
154,2225.44,N0,Wall
154,7.47674,N1,Wall
154,13.5203,N0,Lumen
154,1944.18,N1,Lumen
155,2225.44,N0,Wall
155,7.47661,N1,Wall
155,13.5168,N0,Lumen
155,1944.14,N1,Lumen
156,2225.44,N0,Wall
156,7.47648,N1,Wall
156,13.5134,N0,Lumen
156,1944.11,N1,Lumen
157,2225.44,N0,Wall
157,7.47635,N1,Wall
157,13.51,N0,Lumen
157,1944.08,N1,Lumen
158,2225.44,N0,Wall
158,7.47622,N1,Wall
158,13.5066,N0,Lumen
158,1944.04,N1,Lumen
159,2225.44,N0,Wall
159,7.4761,N1,Wall
159,13.5033,N0,Lumen
159,1944.01,N1,Lumen
160,2225.44,N0,Wall
160,7.47598,N1,Wall
160,13.5001,N0,Lumen
160,1943.98,N1,Lumen
161,2225.44,N0,Wall
161,7.47585,N1,Wall
161,13.4969,N0,Lumen
161,1943.95,N1,Lumen
162,2225.44,N0,Wall
162,7.47573,N1,Wall
162,13.4937,N0,Lumen
162,1943.92,N1,Lumen
163,2225.44,N0,Wall
163,7.47562,N1,Wall
163,13.4906,N0,Lumen
163,1943.89,N1,Lumen
164,2225.44,N0,Wall
164,7.4755,N1,Wall
164,13.4876,N0,Lumen
164,1943.86,N1,Lumen
165,2225.44,N0,Wall
165,7.47539,N1,Wall
165,13.4845,N0,Lumen
165,1943.83,N1,Lumen
166,2225.44,N0,Wall
166,7.47527,N1,Wall
166,13.4815,N0,Lumen
166,1943.8,N1,Lumen
167,2225.44,N0,Wall
167,7.47516,N1,Wall
167,13.4786,N0,Lumen
167,1943.77,N1,Lumen
168,2225.44,N0,Wall
168,7.47505,N1,Wall
168,13.4757,N0,Lumen
168,1943.74,N1,Lumen
169,2225.44,N0,Wall
169,7.47494,N1,Wall
169,13.4728,N0,Lumen
169,1943.71,N1,Lumen
170,2225.44,N0,Wall
170,7.47483,N1,Wall
170,13.4699,N0,Lumen
170,1943.68,N1,Lumen
171,2225.44,N0,Wall
171,7.47473,N1,Wall
171,13.4671,N0,Lumen
171,1943.66,N1,Lumen
172,2225.44,N0,Wall
172,7.47462,N1,Wall
172,13.4644,N0,Lumen
172,1943.63,N1,Lumen
173,2225.44,N0,Wall
173,7.47452,N1,Wall
173,13.4616,N0,Lumen
173,1943.6,N1,Lumen
174,2225.44,N0,Wall
174,7.47442,N1,Wall
174,13.4589,N0,Lumen
174,1943.57,N1,Lumen
175,2225.44,N0,Wall
175,7.47432,N1,Wall
175,13.4563,N0,Lumen
175,1943.55,N1,Lumen
176,2225.44,N0,Wall
176,7.47422,N1,Wall
176,13.4536,N0,Lumen
176,1943.52,N1,Lumen
177,2225.44,N0,Wall
177,7.47412,N1,Wall
177,13.451,N0,Lumen
177,1943.5,N1,Lumen
178,2225.44,N0,Wall
178,7.47402,N1,Wall
178,13.4485,N0,Lumen
178,1943.47,N1,Lumen
179,2225.44,N0,Wall
179,7.47392,N1,Wall
179,13.4459,N0,Lumen
179,1943.45,N1,Lumen
180,2225.44,N0,Wall
180,7.47383,N1,Wall
180,13.4434,N0,Lumen
180,1943.42,N1,Lumen
181,2225.44,N0,Wall
181,7.47373,N1,Wall
181,13.441,N0,Lumen
181,1943.4,N1,Lumen
182,2225.44,N0,Wall
182,7.47364,N1,Wall
182,13.4385,N0,Lumen
182,1943.37,N1,Lumen
183,2225.44,N0,Wall
183,7.47355,N1,Wall
183,13.4361,N0,Lumen
183,1943.35,N1,Lumen
184,2225.44,N0,Wall
184,7.47346,N1,Wall
184,13.4337,N0,Lumen
184,1943.32,N1,Lumen
185,2225.44,N0,Wall
185,7.47337,N1,Wall
185,13.4314,N0,Lumen
185,1943.3,N1,Lumen
186,2225.44,N0,Wall
186,7.47328,N1,Wall
186,13.429,N0,Lumen
186,1943.28,N1,Lumen
187,2225.44,N0,Wall
187,7.47319,N1,Wall
187,13.4267,N0,Lumen
187,1943.26,N1,Lumen
188,2225.44,N0,Wall
188,7.4731,N1,Wall
188,13.4245,N0,Lumen
188,1943.23,N1,Lumen
189,2225.44,N0,Wall
189,7.47302,N1,Wall
189,13.4222,N0,Lumen
189,1943.21,N1,Lumen
190,2225.44,N0,Wall
190,7.47293,N1,Wall
190,13.42,N0,Lumen
190,1943.19,N1,Lumen
191,2225.44,N0,Wall
191,7.47285,N1,Wall
191,13.4178,N0,Lumen
191,1943.17,N1,Lumen
192,2225.44,N0,Wall
192,7.47276,N1,Wall
192,13.4156,N0,Lumen
192,1943.14,N1,Lumen
193,2225.44,N0,Wall
193,7.47268,N1,Wall
193,13.4135,N0,Lumen
193,1943.12,N1,Lumen
194,2225.44,N0,Wall
194,7.4726,N1,Wall
194,13.4113,N0,Lumen
194,1943.1,N1,Lumen
195,2225.44,N0,Wall
195,7.47252,N1,Wall
195,13.4092,N0,Lumen
195,1943.08,N1,Lumen
196,2225.44,N0,Wall
196,7.47244,N1,Wall
196,13.4071,N0,Lumen
196,1943.06,N1,Lumen
197,2225.44,N0,Wall
197,7.47236,N1,Wall
197,13.4051,N0,Lumen
197,1943.04,N1,Lumen
198,2225.44,N0,Wall
198,7.47228,N1,Wall
198,13.4031,N0,Lumen
198,1943.02,N1,Lumen
199,2225.44,N0,Wall
199,7.47221,N1,Wall
199,13.401,N0,Lumen
199,1943,N1,Lumen
0,2232.13,N0,Wall
0,1.67982e-322,N1,Wall
0,2232.13,N0,Lumen
0,1.67982e-322,N1,Lumen
1,2232.13,N0,Wall
1,1.67982e-322,N1,Wall
1,2132.85,N0,Lumen
1,2.2233e-322,N1,Lumen
2,2232.13,N0,Wall
2,1.67982e-322,N1,Wall
2,2035,N0,Lumen
2,2.42092e-322,N1,Lumen
3,2232.13,N0,Wall
3,3.65609e-322,N1,Wall
3,1939.16,N0,Lumen
3,7.36158e-322,N1,Lumen
4,2232.13,N0,Wall
4,5.84869e-161,N1,Wall
4,1846.06,N0,Lumen
4,1.30731e-160,N1,Lumen
5,1751.07,N0,Wall
5,538.247,N1,Wall
5,532.71,N0,Lumen
5,1414.33,N1,Lumen
6,1623.87,N0,Wall
6,680.94,N1,Wall
6,181.731,N0,Lumen
6,1796.14,N1,Lumen
7,1599.58,N0,Wall
7,708.212,N1,Wall
7,108.159,N0,Lumen
7,1869.57,N1,Lumen
8,1590.97,N0,Wall
8,717.878,N1,Wall
8,77.4723,N0,Lumen
8,1895.64,N1,Lumen
9,1587.39,N0,Wall
9,721.905,N1,Wall
9,60.7892,N0,Lumen
9,1906.5,N1,Lumen
10,1585.97,N0,Wall
10,723.497,N1,Wall
10,50.3727,N0,Lumen
10,1910.8,N1,Lumen
11,1585.64,N0,Wall
11,723.868,N1,Wall
11,43.2939,N0,Lumen
11,1911.8,N1,Lumen
12,1585.9,N0,Wall
12,723.578,N1,Wall
12,38.2016,N0,Lumen
12,1911.01,N1,Lumen
13,1586.48,N0,Wall
13,722.92,N1,Wall
13,34.3864,N0,Lumen
13,1909.24,N1,Lumen
14,1587.25,N0,Wall
14,722.061,N1,Wall
14,31.4395,N0,Lumen
14,1906.92,N1,Lumen
15,1588.1,N0,Wall
15,721.101,N1,Wall
15,29.1089,N0,Lumen
15,1904.33,N1,Lumen
