popsize,popid,Sin
1.19174e+07,N0,58.1
5.34674e+07,N1,58.1
1.17405e+07,N0,58.2
5.37563e+07,N1,58.2
1.15669e+07,N0,58.3
5.40425e+07,N1,58.3
1.13968e+07,N0,58.4
5.43261e+07,N1,58.4
1.12301e+07,N0,58.5
5.46071e+07,N1,58.5
1.10667e+07,N0,58.6
5.48855e+07,N1,58.6
1.09066e+07,N0,58.7
5.51615e+07,N1,58.7
1.07498e+07,N0,58.8
5.5435e+07,N1,58.8
1.05961e+07,N0,58.9
5.57061e+07,N1,58.9
1.04456e+07,N0,59
5.59749e+07,N1,59
1.02981e+07,N0,59.1
5.62413e+07,N1,59.1
1.01538e+07,N0,59.2
5.65054e+07,N1,59.2
1.00123e+07,N0,59.3
5.67672e+07,N1,59.3
9.87387e+06,N0,59.4
5.70269e+07,N1,59.4
9.73829e+06,N0,59.5
5.72844e+07,N1,59.5
9.60554e+06,N0,59.6
5.75397e+07,N1,59.6
9.47557e+06,N0,59.7
5.7793e+07,N1,59.7
9.34833e+06,N0,59.8
5.80443e+07,N1,59.8
9.22377e+06,N0,59.9
5.82936e+07,N1,59.9
9.10184e+06,N0,60
5.85409e+07,N1,60
8.98248e+06,N0,60.1
5.87863e+07,N1,60.1
8.86564e+06,N0,60.2
5.90298e+07,N1,60.2
8.75127e+06,N0,60.3
5.92715e+07,N1,60.3
8.63932e+06,N0,60.4
5.95115e+07,N1,60.4
8.52973e+06,N0,60.5
5.97496e+07,N1,60.5
8.42247e+06,N0,60.6
5.99861e+07,N1,60.6
8.31747e+06,N0,60.7
6.02209e+07,N1,60.7
8.21469e+06,N0,60.8
6.04541e+07,N1,60.8
8.11409e+06,N0,60.9
6.06856e+07,N1,60.9
8.0156e+06,N0,61
6.09156e+07,N1,61
7.91919e+06,N0,61.1
6.11441e+07,N1,61.1
7.82481e+06,N0,61.2
6.13712e+07,N1,61.2
7.7324e+06,N0,61.3
6.15967e+07,N1,61.3
7.64194e+06,N0,61.4
6.18209e+07,N1,61.4
7.55336e+06,N0,61.5
6.20436e+07,N1,61.5
7.46664e+06,N0,61.6
6.22651e+07,N1,61.6
7.38172e+06,N0,61.7
6.24852e+07,N1,61.7
7.29856e+06,N0,61.8
6.2704e+07,N1,61.8
7.21712e+06,N0,61.9
6.29216e+07,N1,61.9
7.13736e+06,N0,62
6.3138e+07,N1,62
7.05924e+06,N0,62.1
6.33531e+07,N1,62.1
6.98272e+06,N0,62.2
6.35671e+07,N1,62.2
6.90777e+06,N0,62.3
6.378e+07,N1,62.3
6.83434e+06,N0,62.4
6.39918e+07,N1,62.4
6.76239e+06,N0,62.5
6.42025e+07,N1,62.5
6.69191e+06,N0,62.6
6.44122e+07,N1,62.6
6.62283e+06,N0,62.7
6.46208e+07,N1,62.7
6.55515e+06,N0,62.8
6.48284e+07,N1,62.8
6.48881e+06,N0,62.9
6.50351e+07,N1,62.9
6.42379e+06,N0,63
6.52408e+07,N1,63
6.36005e+06,N0,63.1
6.54456e+07,N1,63.1
6.29757e+06,N0,63.2
6.56495e+07,N1,63.2
6.23632e+06,N0,63.3
6.58525e+07,N1,63.3
6.17625e+06,N0,63.4
6.60547e+07,N1,63.4
6.11736e+06,N0,63.5
6.6256e+07,N1,63.5
6.0596e+06,N0,63.6
6.64565e+07,N1,63.6
6.00295e+06,N0,63.7
6.66562e+07,N1,63.7
5.94738e+06,N0,63.8
6.68551e+07,N1,63.8
5.89287e+06,N0,63.9
6.70533e+07,N1,63.9
5.83939e+06,N0,64
6.72507e+07,N1,64
5.78692e+06,N0,64.1
6.74475e+07,N1,64.1
5.73543e+06,N0,64.2
6.76435e+07,N1,64.2
5.6849e+06,N0,64.3
6.78388e+07,N1,64.3
5.6353e+06,N0,64.4
6.80335e+07,N1,64.4
5.58662e+06,N0,64.5
6.82275e+07,N1,64.5
5.53883e+06,N0,64.6
6.84209e+07,N1,64.6
5.49191e+06,N0,64.7
6.86137e+07,N1,64.7
5.44584e+06,N0,64.8
6.88058e+07,N1,64.8
5.4006e+06,N0,64.9
6.89974e+07,N1,64.9
5.35618e+06,N0,65
6.91884e+07,N1,65
5.31254e+06,N0,65.1
6.93789e+07,N1,65.1
5.26968e+06,N0,65.2
6.95687e+07,N1,65.2
5.22757e+06,N0,65.3
6.97581e+07,N1,65.3
5.1862e+06,N0,65.4
6.99469e+07,N1,65.4
5.14555e+06,N0,65.5
7.01352e+07,N1,65.5
5.1056e+06,N0,65.6
7.03231e+07,N1,65.6
5.06634e+06,N0,65.7
7.05104e+07,N1,65.7
5.02775e+06,N0,65.8
7.06972e+07,N1,65.8
4.98982e+06,N0,65.9
7.08836e+07,N1,65.9
4.95253e+06,N0,66
7.10696e+07,N1,66
4.91587e+06,N0,66.1
7.12551e+07,N1,66.1
4.87982e+06,N0,66.2
7.14401e+07,N1,66.2
4.84436e+06,N0,66.3
7.16248e+07,N1,66.3
4.8095e+06,N0,66.4
7.1809e+07,N1,66.4
4.77521e+06,N0,66.5
7.19928e+07,N1,66.5
4.74147e+06,N0,66.6
7.21762e+07,N1,66.6
4.70829e+06,N0,66.7
7.23593e+07,N1,66.7
4.67564e+06,N0,66.8
7.25419e+07,N1,66.8
4.64351e+06,N0,66.9
7.27242e+07,N1,66.9
4.6119e+06,N0,67
7.29062e+07,N1,67
4.58078e+06,N0,67.1
7.30878e+07,N1,67.1
4.55016e+06,N0,67.2
7.3269e+07,N1,67.2
4.52002e+06,N0,67.3
7.34499e+07,N1,67.3
4.49034e+06,N0,67.4
7.36305e+07,N1,67.4
4.46113e+06,N0,67.5
7.38107e+07,N1,67.5
4.43236e+06,N0,67.6
7.39906e+07,N1,67.6
4.40404e+06,N0,67.7
7.41703e+07,N1,67.7
4.37615e+06,N0,67.8
7.43496e+07,N1,67.8
4.34867e+06,N0,67.9
7.45286e+07,N1,67.9
4.32161e+06,N0,68
7.47073e+07,N1,68
4.29496e+06,N0,68.1
7.48858e+07,N1,68.1
4.2687e+06,N0,68.2
7.5064e+07,N1,68.2
4.24283e+06,N0,68.3
7.52419e+07,N1,68.3
4.21734e+06,N0,68.4
7.54195e+07,N1,68.4
4.19222e+06,N0,68.5
7.55969e+07,N1,68.5
4.16746e+06,N0,68.6
7.5774e+07,N1,68.6
4.14307e+06,N0,68.7
7.59508e+07,N1,68.7
4.11902e+06,N0,68.8
7.61275e+07,N1,68.8
4.09532e+06,N0,68.9
7.63039e+07,N1,68.9
4.07195e+06,N0,69
7.648e+07,N1,69
4.04891e+06,N0,69.1
7.66559e+07,N1,69.1
4.0262e+06,N0,69.2
7.68316e+07,N1,69.2
4.0038e+06,N0,69.3
7.70071e+07,N1,69.3
3.98171e+06,N0,69.4
7.71823e+07,N1,69.4
3.95993e+06,N0,69.5
7.73574e+07,N1,69.5
3.93844e+06,N0,69.6
7.75322e+07,N1,69.6
3.91725e+06,N0,69.7
7.77068e+07,N1,69.7
3.89634e+06,N0,69.8
7.78812e+07,N1,69.8
3.87572e+06,N0,69.9
7.80555e+07,N1,69.9
3.85537e+06,N0,70
7.82295e+07,N1,70
3.8353e+06,N0,70.1
7.84034e+07,N1,70.1
3.81549e+06,N0,70.2
7.8577e+07,N1,70.2
3.79594e+06,N0,70.3
7.87505e+07,N1,70.3
3.77665e+06,N0,70.4
7.89238e+07,N1,70.4
3.75761e+06,N0,70.5
7.90969e+07,N1,70.5
3.73881e+06,N0,70.6
7.92699e+07,N1,70.6
3.72026e+06,N0,70.7
7.94427e+07,N1,70.7
3.70195e+06,N0,70.8
7.96153e+07,N1,70.8
3.68387e+06,N0,70.9
7.97877e+07,N1,70.9
3.66602e+06,N0,71
7.996e+07,N1,71
3.64839e+06,N0,71.1
8.01322e+07,N1,71.1
3.63099e+06,N0,71.2
8.03041e+07,N1,71.2
3.6138e+06,N0,71.3
8.0476e+07,N1,71.3
3.59682e+06,N0,71.4
8.06477e+07,N1,71.4
3.58006e+06,N0,71.5
8.08192e+07,N1,71.5
3.5635e+06,N0,71.6
8.09906e+07,N1,71.6
3.54714e+06,N0,71.7
8.11619e+07,N1,71.7
3.53099e+06,N0,71.8
8.1333e+07,N1,71.8
3.51502e+06,N0,71.9
8.1504e+07,N1,71.9
3.49925e+06,N0,72
8.16748e+07,N1,72
3.48367e+06,N0,72.1
8.18455e+07,N1,72.1
3.46827e+06,N0,72.2
8.20161e+07,N1,72.2
3.45306e+06,N0,72.3
8.21866e+07,N1,72.3
3.43802e+06,N0,72.4
8.23569e+07,N1,72.4
3.42317e+06,N0,72.5
8.25271e+07,N1,72.5
3.40848e+06,N0,72.6
8.26972e+07,N1,72.6
3.39396e+06,N0,72.7
8.28672e+07,N1,72.7
3.37962e+06,N0,72.8
8.30371e+07,N1,72.8
3.36543e+06,N0,72.9
8.32068e+07,N1,72.9
3.35141e+06,N0,73
8.33764e+07,N1,73
3.33755e+06,N0,73.1
8.3546e+07,N1,73.1
3.32384e+06,N0,73.2
8.37154e+07,N1,73.2
3.31029e+06,N0,73.3
8.38847e+07,N1,73.3
3.29689e+06,N0,73.4
8.40539e+07,N1,73.4
3.28364e+06,N0,73.5
8.4223e+07,N1,73.5
3.27054e+06,N0,73.6
8.4392e+07,N1,73.6
3.25758e+06,N0,73.7
8.45609e+07,N1,73.7
3.24476e+06,N0,73.8
8.47297e+07,N1,73.8
3.23209e+06,N0,73.9
8.48984e+07,N1,73.9
3.21955e+06,N0,74
8.5067e+07,N1,74
3.20714e+06,N0,74.1
8.52355e+07,N1,74.1
3.19487e+06,N0,74.2
8.54039e+07,N1,74.2
3.18273e+06,N0,74.3
8.55723e+07,N1,74.3
3.17072e+06,N0,74.4
8.57405e+07,N1,74.4
3.15884e+06,N0,74.5
8.59087e+07,N1,74.5
3.14708e+06,N0,74.6
8.60767e+07,N1,74.6
3.13545e+06,N0,74.7
8.62447e+07,N1,74.7
3.12394e+06,N0,74.8
8.64126e+07,N1,74.8
3.11255e+06,N0,74.9
8.65804e+07,N1,74.9
3.10127e+06,N0,75
8.67481e+07,N1,75
3.09012e+06,N0,75.1
8.69158e+07,N1,75.1
3.07907e+06,N0,75.2
8.70834e+07,N1,75.2
3.06814e+06,N0,75.3
8.72509e+07,N1,75.3
3.05732e+06,N0,75.4
8.74183e+07,N1,75.4
3.04661e+06,N0,75.5
8.75856e+07,N1,75.5
3.03601e+06,N0,75.6
8.77529e+07,N1,75.6
3.02552e+06,N0,75.7
8.79201e+07,N1,75.7
3.01512e+06,N0,75.8
8.80872e+07,N1,75.8
3.00484e+06,N0,75.9
8.82542e+07,N1,75.9
2.99465e+06,N0,76
8.84212e+07,N1,76
2.98456e+06,N0,76.1
8.85881e+07,N1,76.1
2.97458e+06,N0,76.2
8.8755e+07,N1,76.2
2.96469e+06,N0,76.3
8.89217e+07,N1,76.3
2.95489e+06,N0,76.4
8.90885e+07,N1,76.4
2.9452e+06,N0,76.5
8.92551e+07,N1,76.5
2.93559e+06,N0,76.6
8.94217e+07,N1,76.6
2.92608e+06,N0,76.7
8.95882e+07,N1,76.7
2.91665e+06,N0,76.8
8.97546e+07,N1,76.8
2.90732e+06,N0,76.9
8.9921e+07,N1,76.9
2.89808e+06,N0,77
9.00874e+07,N1,77
2.88892e+06,N0,77.1
9.02536e+07,N1,77.1
2.87985e+06,N0,77.2
9.04198e+07,N1,77.2
2.87086e+06,N0,77.3
9.0586e+07,N1,77.3
2.86196e+06,N0,77.4
9.07521e+07,N1,77.4
2.85313e+06,N0,77.5
9.09181e+07,N1,77.5
2.84439e+06,N0,77.6
9.10841e+07,N1,77.6
2.83573e+06,N0,77.7
9.125e+07,N1,77.7
2.82715e+06,N0,77.8
9.14159e+07,N1,77.8
2.81865e+06,N0,77.9
9.15817e+07,N1,77.9
2.81022e+06,N0,78
9.17475e+07,N1,78
2.80188e+06,N0,78.1
9.19132e+07,N1,78.1
2.7936e+06,N0,78.2
9.20789e+07,N1,78.2
2.7854e+06,N0,78.3
9.22445e+07,N1,78.3
2.77727e+06,N0,78.4
9.241e+07,N1,78.4
2.76922e+06,N0,78.5
9.25755e+07,N1,78.5
2.76123e+06,N0,78.6
9.2741e+07,N1,78.6
2.75332e+06,N0,78.7
9.29064e+07,N1,78.7
2.74547e+06,N0,78.8
9.30718e+07,N1,78.8
2.7377e+06,N0,78.9
9.32371e+07,N1,78.9
2.72999e+06,N0,79
9.34024e+07,N1,79
2.72235e+06,N0,79.1
9.35676e+07,N1,79.1
2.71477e+06,N0,79.2
9.37328e+07,N1,79.2
2.70726e+06,N0,79.3
9.38979e+07,N1,79.3
2.69981e+06,N0,79.4
9.4063e+07,N1,79.4
2.69243e+06,N0,79.5
9.4228e+07,N1,79.5
2.68511e+06,N0,79.6
9.4393e+07,N1,79.6
2.67785e+06,N0,79.7
9.4558e+07,N1,79.7
2.67065e+06,N0,79.8
9.47229e+07,N1,79.8
2.66351e+06,N0,79.9
9.48878e+07,N1,79.9
2.65644e+06,N0,80
9.50526e+07,N1,80
2.64942e+06,N0,80.1
9.52174e+07,N1,80.1
2.64246e+06,N0,80.2
9.53822e+07,N1,80.2
2.63555e+06,N0,80.3
9.55469e+07,N1,80.3
2.62871e+06,N0,80.4
9.57116e+07,N1,80.4
2.62192e+06,N0,80.5
9.58762e+07,N1,80.5
2.61518e+06,N0,80.6
9.60408e+07,N1,80.6
2.6085e+06,N0,80.7
9.62054e+07,N1,80.7
2.60187e+06,N0,80.8
9.63699e+07,N1,80.8
2.5953e+06,N0,80.9
9.65344e+07,N1,80.9
2.58878e+06,N0,81
9.66989e+07,N1,81
2.58231e+06,N0,81.1
9.68633e+07,N1,81.1
2.5759e+06,N0,81.2
9.70277e+07,N1,81.2
2.56953e+06,N0,81.3
9.7192e+07,N1,81.3
2.56322e+06,N0,81.4
9.73563e+07,N1,81.4
2.55695e+06,N0,81.5
9.75206e+07,N1,81.5
2.55073e+06,N0,81.6
9.76848e+07,N1,81.6
2.54457e+06,N0,81.7
9.7849e+07,N1,81.7
2.53845e+06,N0,81.8
9.80132e+07,N1,81.8
2.53237e+06,N0,81.9
9.81774e+07,N1,81.9
2.52635e+06,N0,82
9.83415e+07,N1,82
2.52037e+06,N0,82.1
9.85056e+07,N1,82.1
2.51444e+06,N0,82.2
9.86696e+07,N1,82.2
2.50855e+06,N0,82.3
9.88336e+07,N1,82.3
2.50271e+06,N0,82.4
9.89976e+07,N1,82.4
2.49691e+06,N0,82.5
9.91616e+07,N1,82.5
2.49116e+06,N0,82.6
9.93255e+07,N1,82.6
2.48545e+06,N0,82.7
9.94894e+07,N1,82.7
2.47978e+06,N0,82.8
9.96533e+07,N1,82.8
2.47415e+06,N0,82.9
9.98171e+07,N1,82.9
2.46857e+06,N0,83
9.99809e+07,N1,83
2.46303e+06,N0,83.1
1.00145e+08,N1,83.1
2.45753e+06,N0,83.2
1.00308e+08,N1,83.2
2.45207e+06,N0,83.3
1.00472e+08,N1,83.3
2.44665e+06,N0,83.4
1.00636e+08,N1,83.4
2.44127e+06,N0,83.5
1.008e+08,N1,83.5
2.43593e+06,N0,83.6
1.00963e+08,N1,83.6
2.43062e+06,N0,83.7
1.01127e+08,N1,83.7
2.42536e+06,N0,83.8
1.0129e+08,N1,83.8
2.42014e+06,N0,83.9
1.01454e+08,N1,83.9
2.41495e+06,N0,84
1.01617e+08,N1,84
2.4098e+06,N0,84.1
1.01781e+08,N1,84.1
2.40468e+06,N0,84.2
1.01944e+08,N1,84.2
2.39961e+06,N0,84.3
1.02108e+08,N1,84.3
2.39457e+06,N0,84.4
1.02271e+08,N1,84.4
2.38956e+06,N0,84.5
1.02435e+08,N1,84.5
2.38459e+06,N0,84.6
1.02598e+08,N1,84.6
2.37965e+06,N0,84.7
1.02762e+08,N1,84.7
2.37475e+06,N0,84.8
1.02925e+08,N1,84.8
2.36989e+06,N0,84.9
1.03088e+08,N1,84.9
2.36506e+06,N0,85
1.03252e+08,N1,85
2.36026e+06,N0,85.1
1.03415e+08,N1,85.1
2.35549e+06,N0,85.2
1.03578e+08,N1,85.2
2.35076e+06,N0,85.3
1.03741e+08,N1,85.3
2.34606e+06,N0,85.4
1.03904e+08,N1,85.4
2.34139e+06,N0,85.5
1.04068e+08,N1,85.5
2.33675e+06,N0,85.6
1.04231e+08,N1,85.6
2.33215e+06,N0,85.7
1.04394e+08,N1,85.7
2.32757e+06,N0,85.8
1.04557e+08,N1,85.8
2.32303e+06,N0,85.9
1.0472e+08,N1,85.9
2.31852e+06,N0,86
1.04883e+08,N1,86
2.31404e+06,N0,86.1
1.05046e+08,N1,86.1
2.30959e+06,N0,86.2
1.05209e+08,N1,86.2
2.30517e+06,N0,86.3
1.05372e+08,N1,86.3
2.30077e+06,N0,86.4
1.05535e+08,N1,86.4
2.29641e+06,N0,86.5
1.05698e+08,N1,86.5
2.29207e+06,N0,86.6
1.05861e+08,N1,86.6
2.28777e+06,N0,86.7
1.06024e+08,N1,86.7
2.28349e+06,N0,86.8
1.06187e+08,N1,86.8
2.27924e+06,N0,86.9
1.0635e+08,N1,86.9
2.27502e+06,N0,87
1.06513e+08,N1,87
2.27082e+06,N0,87.1
1.06676e+08,N1,87.1
2.26666e+06,N0,87.2
1.06839e+08,N1,87.2
2.26252e+06,N0,87.3
1.07001e+08,N1,87.3
2.2584e+06,N0,87.4
1.07164e+08,N1,87.4
2.25432e+06,N0,87.5
1.07327e+08,N1,87.5
2.25026e+06,N0,87.6
1.0749e+08,N1,87.6
2.24622e+06,N0,87.7
1.07652e+08,N1,87.7
2.24221e+06,N0,87.8
1.07815e+08,N1,87.8
2.23823e+06,N0,87.9
1.07978e+08,N1,87.9
2.23427e+06,N0,88
1.08141e+08,N1,88
2.23033e+06,N0,88.1
1.08303e+08,N1,88.1
2.22643e+06,N0,88.2
1.08466e+08,N1,88.2
2.22254e+06,N0,88.3
1.08629e+08,N1,88.3
2.21868e+06,N0,88.4
1.08791e+08,N1,88.4
2.21484e+06,N0,88.5
1.08954e+08,N1,88.5
2.21103e+06,N0,88.6
1.09116e+08,N1,88.6
2.20724e+06,N0,88.7
1.09279e+08,N1,88.7
2.20348e+06,N0,88.8
1.09442e+08,N1,88.8
2.19974e+06,N0,88.9
1.09604e+08,N1,88.9
2.19602e+06,N0,89
1.09767e+08,N1,89
2.19232e+06,N0,89.1
1.09929e+08,N1,89.1
2.18865e+06,N0,89.2
1.10092e+08,N1,89.2
2.18499e+06,N0,89.3
1.10254e+08,N1,89.3
2.18136e+06,N0,89.4
1.10417e+08,N1,89.4
2.17776e+06,N0,89.5
1.10579e+08,N1,89.5
2.17417e+06,N0,89.6
1.10742e+08,N1,89.6
2.17061e+06,N0,89.7
1.10904e+08,N1,89.7
2.16706e+06,N0,89.8
1.11066e+08,N1,89.8
2.16354e+06,N0,89.9
1.11229e+08,N1,89.9
2.16004e+06,N0,90
1.11391e+08,N1,90
2.15656e+06,N0,90.1
1.11554e+08,N1,90.1
2.1531e+06,N0,90.2
1.11716e+08,N1,90.2
2.14966e+06,N0,90.3
1.11878e+08,N1,90.3
2.14625e+06,N0,90.4
1.12041e+08,N1,90.4
2.14285e+06,N0,90.5
1.12203e+08,N1,90.5
2.13947e+06,N0,90.6
1.12365e+08,N1,90.6
2.13611e+06,N0,90.7
1.12527e+08,N1,90.7
2.13277e+06,N0,90.8
1.1269e+08,N1,90.8
2.12945e+06,N0,90.9
1.12852e+08,N1,90.9
2.12615e+06,N0,91
1.13014e+08,N1,91
2.12287e+06,N0,91.1
1.13176e+08,N1,91.1
2.11961e+06,N0,91.2
1.13339e+08,N1,91.2
2.11636e+06,N0,91.3
1.13501e+08,N1,91.3
2.11314e+06,N0,91.4
1.13663e+08,N1,91.4
2.10993e+06,N0,91.5
1.13825e+08,N1,91.5
2.10674e+06,N0,91.6
1.13987e+08,N1,91.6
2.10357e+06,N0,91.7
1.1415e+08,N1,91.7
2.10042e+06,N0,91.8
1.14312e+08,N1,91.8
2.09728e+06,N0,91.9
1.14474e+08,N1,91.9
2.09417e+06,N0,92
1.14636e+08,N1,92
2.09107e+06,N0,92.1
1.14798e+08,N1,92.1
2.08799e+06,N0,92.2
1.1496e+08,N1,92.2
2.08492e+06,N0,92.3
1.15122e+08,N1,92.3
2.08187e+06,N0,92.4
1.15284e+08,N1,92.4
2.07884e+06,N0,92.5
1.15446e+08,N1,92.5
2.07583e+06,N0,92.6
1.15608e+08,N1,92.6
2.07283e+06,N0,92.7
1.1577e+08,N1,92.7
2.06985e+06,N0,92.8
1.15933e+08,N1,92.8
2.06688e+06,N0,92.9
1.16095e+08,N1,92.9
2.06394e+06,N0,93
1.16257e+08,N1,93
2.061e+06,N0,93.1
1.16419e+08,N1,93.1
2.05809e+06,N0,93.2
1.16581e+08,N1,93.2
2.05519e+06,N0,93.3
1.16742e+08,N1,93.3
2.0523e+06,N0,93.4
1.16904e+08,N1,93.4
2.04943e+06,N0,93.5
1.17066e+08,N1,93.5
2.04658e+06,N0,93.6
1.17228e+08,N1,93.6
2.04374e+06,N0,93.7
1.1739e+08,N1,93.7
2.04092e+06,N0,93.8
1.17552e+08,N1,93.8
2.03811e+06,N0,93.9
1.17714e+08,N1,93.9
2.03532e+06,N0,94
1.17876e+08,N1,94
2.03254e+06,N0,94.1
1.18038e+08,N1,94.1
2.02978e+06,N0,94.2
1.182e+08,N1,94.2
2.02703e+06,N0,94.3
1.18362e+08,N1,94.3
2.0243e+06,N0,94.4
1.18523e+08,N1,94.4
2.02158e+06,N0,94.5
1.18685e+08,N1,94.5
2.01887e+06,N0,94.6
1.18847e+08,N1,94.6
2.01618e+06,N0,94.7
1.19009e+08,N1,94.7
2.0135e+06,N0,94.8
1.19171e+08,N1,94.8
2.01084e+06,N0,94.9
1.19333e+08,N1,94.9
2.00819e+06,N0,95
1.19494e+08,N1,95
2.00556e+06,N0,95.1
1.19656e+08,N1,95.1
2.00293e+06,N0,95.2
1.19818e+08,N1,95.2
2.00033e+06,N0,95.3
1.1998e+08,N1,95.3
1.99773e+06,N0,95.4
1.20142e+08,N1,95.4
1.99515e+06,N0,95.5
1.20303e+08,N1,95.5
1.99258e+06,N0,95.6
1.20465e+08,N1,95.6
1.99003e+06,N0,95.7
1.20627e+08,N1,95.7
1.98748e+06,N0,95.8
1.20789e+08,N1,95.8
1.98495e+06,N0,95.9
1.2095e+08,N1,95.9
1.98244e+06,N0,96
1.21112e+08,N1,96
1.97993e+06,N0,96.1
1.21274e+08,N1,96.1
1.97744e+06,N0,96.2
1.21435e+08,N1,96.2
1.97497e+06,N0,96.3
1.21597e+08,N1,96.3
1.9725e+06,N0,96.4
1.21759e+08,N1,96.4
1.97005e+06,N0,96.5
1.2192e+08,N1,96.5
1.9676e+06,N0,96.6
1.22082e+08,N1,96.6
1.96518e+06,N0,96.7
1.22244e+08,N1,96.7
1.96276e+06,N0,96.8
1.22405e+08,N1,96.8
1.96035e+06,N0,96.9
1.22567e+08,N1,96.9
1.95796e+06,N0,97
1.22729e+08,N1,97
1.95558e+06,N0,97.1
1.2289e+08,N1,97.1
1.95321e+06,N0,97.2
1.23052e+08,N1,97.2
1.95085e+06,N0,97.3
1.23213e+08,N1,97.3
1.9485e+06,N0,97.4
1.23375e+08,N1,97.4
1.94617e+06,N0,97.5
1.23537e+08,N1,97.5
1.94385e+06,N0,97.6
1.23698e+08,N1,97.6
1.94153e+06,N0,97.7
1.2386e+08,N1,97.7
1.93923e+06,N0,97.8
1.24021e+08,N1,97.8
1.93694e+06,N0,97.9
1.24183e+08,N1,97.9
1.93466e+06,N0,98
1.24344e+08,N1,98
1.9324e+06,N0,98.1
1.24506e+08,N1,98.1
1.93014e+06,N0,98.2
1.24667e+08,N1,98.2
1.92789e+06,N0,98.3
1.24829e+08,N1,98.3
1.92566e+06,N0,98.4
1.24991e+08,N1,98.4
1.92343e+06,N0,98.5
1.25152e+08,N1,98.5
1.92122e+06,N0,98.6
1.25314e+08,N1,98.6
1.91902e+06,N0,98.7
1.25475e+08,N1,98.7
1.91682e+06,N0,98.8
1.25637e+08,N1,98.8
1.91464e+06,N0,98.9
1.25798e+08,N1,98.9
1.91247e+06,N0,99
1.25959e+08,N1,99
1.91031e+06,N0,99.1
1.26121e+08,N1,99.1
1.90816e+06,N0,99.2
1.26282e+08,N1,99.2
1.90601e+06,N0,99.3
1.26444e+08,N1,99.3
1.90388e+06,N0,99.4
1.26605e+08,N1,99.4
1.90176e+06,N0,99.5
1.26767e+08,N1,99.5
1.89965e+06,N0,99.6
1.26928e+08,N1,99.6
1.89755e+06,N0,99.7
1.2709e+08,N1,99.7
1.89545e+06,N0,99.8
1.27251e+08,N1,99.8
1.89337e+06,N0,99.9
1.27412e+08,N1,99.9
1.8913e+06,N0,100
1.27574e+08,N1,100
1.88923e+06,N0,100.1
1.27735e+08,N1,100.1
1.88718e+06,N0,100.2
1.27897e+08,N1,100.2
1.88514e+06,N0,100.3
1.28058e+08,N1,100.3
1.8831e+06,N0,100.4
1.28219e+08,N1,100.4
1.88107e+06,N0,100.5
1.28381e+08,N1,100.5
1.87906e+06,N0,100.6
1.28542e+08,N1,100.6
1.87705e+06,N0,100.7
1.28704e+08,N1,100.7
1.87505e+06,N0,100.8
1.28865e+08,N1,100.8
1.87306e+06,N0,100.9
1.29026e+08,N1,100.9
1.87108e+06,N0,101
1.29188e+08,N1,101
1.86911e+06,N0,101.1
1.29349e+08,N1,101.1
1.86715e+06,N0,101.2
1.2951e+08,N1,101.2
1.86519e+06,N0,101.3
1.29672e+08,N1,101.3
1.86325e+06,N0,101.4
1.29833e+08,N1,101.4
1.86131e+06,N0,101.5
1.29994e+08,N1,101.5
1.85938e+06,N0,101.6
1.30156e+08,N1,101.6
1.85746e+06,N0,101.7
1.30317e+08,N1,101.7
1.85555e+06,N0,101.8
1.30478e+08,N1,101.8
1.85365e+06,N0,101.9
1.30639e+08,N1,101.9
1.85176e+06,N0,102
1.30801e+08,N1,102
1.84987e+06,N0,102.1
1.30962e+08,N1,102.1
1.84799e+06,N0,102.2
1.31123e+08,N1,102.2
1.84613e+06,N0,102.3
1.31285e+08,N1,102.3
1.84426e+06,N0,102.4
1.31446e+08,N1,102.4
1.84241e+06,N0,102.5
1.31607e+08,N1,102.5
1.84057e+06,N0,102.6
1.31768e+08,N1,102.6
1.83873e+06,N0,102.7
1.3193e+08,N1,102.7
1.8369e+06,N0,102.8
1.32091e+08,N1,102.8
1.83508e+06,N0,102.9
1.32252e+08,N1,102.9
1.83327e+06,N0,103
1.32413e+08,N1,103
1.83146e+06,N0,103.1
1.32574e+08,N1,103.1
1.82967e+06,N0,103.2
1.32736e+08,N1,103.2
1.82788e+06,N0,103.3
1.32897e+08,N1,103.3
1.82609e+06,N0,103.4
1.33058e+08,N1,103.4
1.82432e+06,N0,103.5
1.33219e+08,N1,103.5
1.82255e+06,N0,103.6
1.33381e+08,N1,103.6
1.82079e+06,N0,103.7
1.33542e+08,N1,103.7
1.81904e+06,N0,103.8
1.33703e+08,N1,103.8
1.8173e+06,N0,103.9
1.33864e+08,N1,103.9
1.81556e+06,N0,104
1.34025e+08,N1,104
1.81383e+06,N0,104.1
1.34186e+08,N1,104.1
1.81211e+06,N0,104.2
1.34348e+08,N1,104.2
1.81039e+06,N0,104.3
1.34509e+08,N1,104.3
1.80869e+06,N0,104.4
1.3467e+08,N1,104.4
1.80698e+06,N0,104.5
1.34831e+08,N1,104.5
1.80529e+06,N0,104.6
1.34992e+08,N1,104.6
1.8036e+06,N0,104.7
1.35153e+08,N1,104.7
1.80192e+06,N0,104.8
1.35315e+08,N1,104.8
1.80025e+06,N0,104.9
1.35476e+08,N1,104.9
1.79859e+06,N0,105
1.35637e+08,N1,105
1.79693e+06,N0,105.1
1.35798e+08,N1,105.1
1.79528e+06,N0,105.2
1.35959e+08,N1,105.2
1.79363e+06,N0,105.3
