pars1,popsize,population,location
22,714.688,N1,Wall
22,20.9939,N0,Lumen
22,1887.03,N1,Lumen
23,1594.47,N0,Wall
23,713.954,N1,Wall
23,20.4132,N0,Lumen
23,1885.05,N1,Lumen
24,1595.08,N0,Wall
24,713.27,N1,Wall
24,19.9055,N0,Lumen
24,1883.21,N1,Lumen
25,1595.64,N0,Wall
25,712.633,N1,Wall
25,19.459,N0,Lumen
25,1881.49,N1,Lumen
26,1596.17,N0,Wall
26,712.04,N1,Wall
26,19.064,N0,Lumen
26,1879.89,N1,Lumen
27,1596.66,N0,Wall
27,711.488,N1,Wall
27,18.7127,N0,Lumen
27,1878.4,N1,Lumen
28,1597.12,N0,Wall
28,710.974,N1,Wall
28,18.3986,N0,Lumen
28,1877.02,N1,Lumen
29,1597.55,N0,Wall
29,710.495,N1,Wall
29,18.1167,N0,Lumen
29,1875.73,N1,Lumen
30,1597.94,N0,Wall
30,710.049,N1,Wall
30,17.8624,N0,Lumen
30,1874.52,N1,Lumen
31,1598.32,N0,Wall
31,709.632,N1,Wall
31,17.6321,N0,Lumen
31,1873.4,N1,Lumen
32,1598.66,N0,Wall
32,709.242,N1,Wall
32,17.4228,N0,Lumen
32,1872.35,N1,Lumen
33,1598.99,N0,Wall
33,708.877,N1,Wall
33,17.2319,N0,Lumen
33,1871.36,N1,Lumen
34,1599.29,N0,Wall
34,708.535,N1,Wall
34,17.0571,N0,Lumen
34,1870.44,N1,Lumen
35,1599.58,N0,Wall
35,708.215,N1,Wall
35,16.8967,N0,Lumen
35,1869.58,N1,Lumen
36,1599.85,N0,Wall
36,707.913,N1,Wall
36,16.7489,N0,Lumen
36,1868.77,N1,Lumen
37,1600.1,N0,Wall
37,707.63,N1,Wall
37,16.6125,N0,Lumen
37,1868,N1,Lumen
38,1600.34,N0,Wall
38,707.363,N1,Wall
38,16.4862,N0,Lumen
38,1867.28,N1,Lumen
39,1600.56,N0,Wall
39,707.112,N1,Wall
39,16.369,N0,Lumen
39,1866.61,N1,Lumen
40,1600.77,N0,Wall
40,706.874,N1,Wall
40,16.2599,N0,Lumen
40,1865.96,N1,Lumen
41,1600.97,N0,Wall
41,706.649,N1,Wall
41,16.1583,N0,Lumen
41,1865.36,N1,Lumen
42,1601.16,N0,Wall
42,706.436,N1,Wall
42,16.0633,N0,Lumen
42,1864.79,N1,Lumen
43,1601.34,N0,Wall
43,706.235,N1,Wall
43,15.9743,N0,Lumen
43,1864.24,N1,Lumen
44,1601.51,N0,Wall
44,706.044,N1,Wall
44,15.8909,N0,Lumen
44,1863.73,N1,Lumen
45,1601.67,N0,Wall
45,705.862,N1,Wall
45,15.8125,N0,Lumen
45,1863.24,N1,Lumen
46,1601.83,N0,Wall
46,705.689,N1,Wall
46,15.7388,N0,Lumen
46,1862.77,N1,Lumen
47,1601.97,N0,Wall
47,705.525,N1,Wall
47,15.6692,N0,Lumen
47,1862.33,N1,Lumen
48,1602.11,N0,Wall
48,705.368,N1,Wall
48,15.6035,N0,Lumen
48,1861.91,N1,Lumen
49,1602.25,N0,Wall
49,705.218,N1,Wall
49,15.5414,N0,Lumen
49,1861.5,N1,Lumen
50,1602.37,N0,Wall
50,705.076,N1,Wall
50,15.4826,N0,Lumen
50,1861.12,N1,Lumen
51,1602.49,N0,Wall
51,704.939,N1,Wall
51,15.4269,N0,Lumen
51,1860.75,N1,Lumen
52,1602.61,N0,Wall
52,704.809,N1,Wall
52,15.374,N0,Lumen
52,1860.4,N1,Lumen
53,1602.72,N0,Wall
53,704.684,N1,Wall
53,15.3236,N0,Lumen
53,1860.06,N1,Lumen
54,1602.83,N0,Wall
54,704.564,N1,Wall
54,15.2758,N0,Lumen
54,1859.74,N1,Lumen
55,1602.93,N0,Wall
55,704.449,N1,Wall
55,15.2301,N0,Lumen
55,1859.43,N1,Lumen
56,1603.03,N0,Wall
56,704.339,N1,Wall
56,15.1866,N0,Lumen
56,1859.13,N1,Lumen
57,1603.12,N0,Wall
57,704.234,N1,Wall
57,15.1451,N0,Lumen
57,1858.85,N1,Lumen
58,1603.21,N0,Wall
58,704.132,N1,Wall
58,15.1054,N0,Lumen
58,1858.58,N1,Lumen
59,1603.3,N0,Wall
59,704.034,N1,Wall
59,15.0674,N0,Lumen
59,1858.31,N1,Lumen
60,1603.38,N0,Wall
60,703.94,N1,Wall
60,15.0311,N0,Lumen
60,1858.06,N1,Lumen
61,1603.46,N0,Wall
61,703.85,N1,Wall
61,14.9962,N0,Lumen
61,1857.82,N1,Lumen
62,1603.54,N0,Wall
62,703.762,N1,Wall
62,14.9628,N0,Lumen
62,1857.58,N1,Lumen
63,1603.62,N0,Wall
63,703.678,N1,Wall
63,14.9307,N0,Lumen
63,1857.35,N1,Lumen
64,1603.69,N0,Wall
64,703.597,N1,Wall
64,14.8999,N0,Lumen
64,1857.13,N1,Lumen
65,1603.76,N0,Wall
65,703.519,N1,Wall
65,14.8703,N0,Lumen
65,1856.92,N1,Lumen
66,1603.83,N0,Wall
66,703.443,N1,Wall
66,14.8418,N0,Lumen
66,1856.72,N1,Lumen
67,1603.89,N0,Wall
67,703.37,N1,Wall
67,14.8143,N0,Lumen
67,1856.52,N1,Lumen
68,1603.95,N0,Wall
68,703.299,N1,Wall
68,14.7879,N0,Lumen
68,1856.33,N1,Lumen
69,1604.02,N0,Wall
69,703.23,N1,Wall
69,14.7624,N0,Lumen
69,1856.15,N1,Lumen
70,1604.07,N0,Wall
70,703.164,N1,Wall
70,14.7379,N0,Lumen
70,1855.97,N1,Lumen
71,1604.13,N0,Wall
71,703.1,N1,Wall
71,14.7141,N0,Lumen
71,1855.79,N1,Lumen
72,1604.19,N0,Wall
72,703.038,N1,Wall
72,14.6912,N0,Lumen
72,1855.63,N1,Lumen
73,1604.24,N0,Wall
73,702.977,N1,Wall
73,14.6691,N0,Lumen
73,1855.46,N1,Lumen
74,1604.29,N0,Wall
74,702.919,N1,Wall
74,14.6477,N0,Lumen
74,1855.31,N1,Lumen
75,1604.34,N0,Wall
75,702.862,N1,Wall
75,14.627,N0,Lumen
75,1855.15,N1,Lumen
76,1604.39,N0,Wall
76,702.807,N1,Wall
76,14.6069,N0,Lumen
76,1855.01,N1,Lumen
77,1604.44,N0,Wall
77,702.753,N1,Wall
77,14.5875,N0,Lumen
77,1854.86,N1,Lumen
78,1604.49,N0,Wall
78,702.701,N1,Wall
78,14.5687,N0,Lumen
78,1854.72,N1,Lumen
79,1604.53,N0,Wall
79,702.651,N1,Wall
79,14.5505,N0,Lumen
79,1854.59,N1,Lumen
80,1604.58,N0,Wall
80,702.602,N1,Wall
80,14.5328,N0,Lumen
80,1854.45,N1,Lumen
81,1604.62,N0,Wall
81,702.554,N1,Wall
81,14.5156,N0,Lumen
81,1854.32,N1,Lumen
82,1604.66,N0,Wall
82,702.507,N1,Wall
82,14.499,N0,Lumen
82,1854.2,N1,Lumen
83,1604.7,N0,Wall
83,702.462,N1,Wall
83,14.4828,N0,Lumen
83,1854.08,N1,Lumen
84,1604.74,N0,Wall
84,702.418,N1,Wall
84,14.4671,N0,Lumen
84,1853.96,N1,Lumen
85,1604.78,N0,Wall
85,702.375,N1,Wall
85,14.4518,N0,Lumen
85,1853.84,N1,Lumen
86,1604.81,N0,Wall
86,702.333,N1,Wall
86,14.437,N0,Lumen
86,1853.73,N1,Lumen
87,1604.85,N0,Wall
87,702.293,N1,Wall
87,14.4225,N0,Lumen
87,1853.62,N1,Lumen
88,1604.89,N0,Wall
88,702.253,N1,Wall
88,14.4085,N0,Lumen
88,1853.51,N1,Lumen
89,1604.92,N0,Wall
89,702.214,N1,Wall
89,14.3948,N0,Lumen
89,1853.41,N1,Lumen
90,1604.95,N0,Wall
90,702.176,N1,Wall
90,14.3815,N0,Lumen
90,1853.31,N1,Lumen
91,1604.99,N0,Wall
91,702.14,N1,Wall
91,14.3686,N0,Lumen
91,1853.21,N1,Lumen
92,1605.02,N0,Wall
92,702.104,N1,Wall
92,14.3559,N0,Lumen
92,1853.11,N1,Lumen
93,1605.05,N0,Wall
93,702.068,N1,Wall
93,14.3436,N0,Lumen
93,1853.02,N1,Lumen
94,1605.08,N0,Wall
94,702.034,N1,Wall
94,14.3316,N0,Lumen
94,1852.92,N1,Lumen
95,1605.11,N0,Wall
95,702.001,N1,Wall
95,14.3199,N0,Lumen
95,1852.83,N1,Lumen
96,1605.14,N0,Wall
96,701.968,N1,Wall
96,14.3085,N0,Lumen
96,1852.75,N1,Lumen
97,1605.17,N0,Wall
97,701.936,N1,Wall
97,14.2973,N0,Lumen
97,1852.66,N1,Lumen
98,1605.2,N0,Wall
98,701.904,N1,Wall
98,14.2865,N0,Lumen
98,1852.57,N1,Lumen
99,1605.22,N0,Wall
99,701.874,N1,Wall
99,14.2758,N0,Lumen
99,1852.49,N1,Lumen
100,1605.25,N0,Wall
100,701.844,N1,Wall
100,14.2655,N0,Lumen
100,1852.41,N1,Lumen
101,1605.28,N0,Wall
101,701.815,N1,Wall
101,14.2553,N0,Lumen
101,1852.33,N1,Lumen
102,1605.3,N0,Wall
102,701.786,N1,Wall
102,14.2454,N0,Lumen
102,1852.26,N1,Lumen
103,1605.33,N0,Wall
103,701.758,N1,Wall
103,14.2357,N0,Lumen
103,1852.18,N1,Lumen
104,1605.35,N0,Wall
104,701.73,N1,Wall
104,14.2263,N0,Lumen
104,1852.11,N1,Lumen
105,1605.38,N0,Wall
105,701.703,N1,Wall
105,14.217,N0,Lumen
105,1852.03,N1,Lumen
106,1605.4,N0,Wall
106,701.677,N1,Wall
106,14.208,N0,Lumen
106,1851.96,N1,Lumen
107,1605.42,N0,Wall
107,701.651,N1,Wall
107,14.1991,N0,Lumen
107,1851.89,N1,Lumen
108,1605.44,N0,Wall
108,701.626,N1,Wall
108,14.1905,N0,Lumen
108,1851.82,N1,Lumen
109,1605.47,N0,Wall
109,701.601,N1,Wall
109,14.182,N0,Lumen
109,1851.76,N1,Lumen
110,1605.49,N0,Wall
110,701.577,N1,Wall
110,14.1737,N0,Lumen
110,1851.69,N1,Lumen
111,1605.51,N0,Wall
111,701.553,N1,Wall
111,14.1655,N0,Lumen
111,1851.63,N1,Lumen
112,1605.53,N0,Wall
112,701.53,N1,Wall
112,14.1576,N0,Lumen
112,1851.56,N1,Lumen
113,1605.55,N0,Wall
113,701.507,N1,Wall
113,14.1498,N0,Lumen
113,1851.5,N1,Lumen
114,1605.57,N0,Wall
114,701.484,N1,Wall
114,14.1421,N0,Lumen
114,1851.44,N1,Lumen
115,1605.59,N0,Wall
115,701.462,N1,Wall
115,14.1346,N0,Lumen
115,1851.38,N1,Lumen
116,1605.61,N0,Wall
116,701.44,N1,Wall
116,14.1273,N0,Lumen
116,1851.32,N1,Lumen
117,1605.63,N0,Wall
117,701.419,N1,Wall
117,14.12,N0,Lumen
117,1851.27,N1,Lumen
118,1605.65,N0,Wall
118,701.398,N1,Wall
118,14.113,N0,Lumen
118,1851.21,N1,Lumen
119,1605.67,N0,Wall
119,701.378,N1,Wall
119,14.1061,N0,Lumen
119,1851.16,N1,Lumen
120,1605.68,N0,Wall
120,701.358,N1,Wall
120,14.0993,N0,Lumen
120,1851.1,N1,Lumen
121,1605.7,N0,Wall
121,701.338,N1,Wall
121,14.0926,N0,Lumen
121,1851.05,N1,Lumen
122,1605.72,N0,Wall
122,701.319,N1,Wall
122,14.086,N0,Lumen
122,1851,N1,Lumen
123,1605.73,N0,Wall
123,701.3,N1,Wall
123,14.0796,N0,Lumen
123,1850.94,N1,Lumen
124,1605.75,N0,Wall
124,701.281,N1,Wall
124,14.0733,N0,Lumen
124,1850.89,N1,Lumen
125,1605.77,N0,Wall
125,701.262,N1,Wall
125,14.0671,N0,Lumen
125,1850.84,N1,Lumen
126,1605.78,N0,Wall
126,701.244,N1,Wall
126,14.061,N0,Lumen
126,1850.8,N1,Lumen
127,1605.8,N0,Wall
127,701.226,N1,Wall
127,14.055,N0,Lumen
127,1850.75,N1,Lumen
128,1605.82,N0,Wall
128,701.209,N1,Wall
128,14.0492,N0,Lumen
128,1850.7,N1,Lumen
129,1605.83,N0,Wall
129,701.192,N1,Wall
129,14.0434,N0,Lumen
129,1850.65,N1,Lumen
130,1605.85,N0,Wall
130,701.175,N1,Wall
130,14.0377,N0,Lumen
130,1850.61,N1,Lumen
131,1605.86,N0,Wall
131,701.158,N1,Wall
131,14.0322,N0,Lumen
131,1850.56,N1,Lumen
132,1605.88,N0,Wall
132,701.142,N1,Wall
132,14.0267,N0,Lumen
132,1850.52,N1,Lumen
133,1605.89,N0,Wall
133,701.126,N1,Wall
133,14.0213,N0,Lumen
133,1850.48,N1,Lumen
134,1605.9,N0,Wall
134,701.11,N1,Wall
134,14.016,N0,Lumen
134,1850.43,N1,Lumen
135,1605.92,N0,Wall
135,701.094,N1,Wall
135,14.0108,N0,Lumen
135,1850.39,N1,Lumen
136,1605.93,N0,Wall
136,701.079,N1,Wall
136,14.0057,N0,Lumen
136,1850.35,N1,Lumen
137,1605.94,N0,Wall
137,701.064,N1,Wall
137,14.0007,N0,Lumen
137,1850.31,N1,Lumen
138,1605.96,N0,Wall
138,701.049,N1,Wall
138,13.9957,N0,Lumen
138,1850.27,N1,Lumen
139,1605.97,N0,Wall
139,701.034,N1,Wall
139,13.9908,N0,Lumen
139,1850.23,N1,Lumen
140,1605.98,N0,Wall
140,701.02,N1,Wall
140,13.986,N0,Lumen
140,1850.19,N1,Lumen
141,1606,N0,Wall
141,701.006,N1,Wall
141,13.9813,N0,Lumen
141,1850.15,N1,Lumen
142,1606.01,N0,Wall
142,700.992,N1,Wall
142,13.9767,N0,Lumen
142,1850.12,N1,Lumen
143,1606.02,N0,Wall
143,700.978,N1,Wall
143,13.9721,N0,Lumen
143,1850.08,N1,Lumen
144,1606.03,N0,Wall
144,700.964,N1,Wall
144,13.9676,N0,Lumen
144,1850.04,N1,Lumen
145,1606.05,N0,Wall
145,700.951,N1,Wall
145,13.9632,N0,Lumen
145,1850.01,N1,Lumen
146,1606.06,N0,Wall
146,700.938,N1,Wall
146,13.9588,N0,Lumen
146,1849.97,N1,Lumen
147,1606.07,N0,Wall
147,700.925,N1,Wall
147,13.9545,N0,Lumen
147,1849.94,N1,Lumen
148,1606.08,N0,Wall
148,700.912,N1,Wall
148,13.9503,N0,Lumen
148,1849.9,N1,Lumen
149,1606.09,N0,Wall
149,700.899,N1,Wall
149,13.9461,N0,Lumen
149,1849.87,N1,Lumen
150,1606.1,N0,Wall
150,700.887,N1,Wall
150,13.942,N0,Lumen
150,1849.83,N1,Lumen
151,1606.11,N0,Wall
151,700.875,N1,Wall
151,13.9379,N0,Lumen
151,1849.8,N1,Lumen
152,1606.12,N0,Wall
152,700.863,N1,Wall
152,13.934,N0,Lumen
152,1849.77,N1,Lumen
153,1606.13,N0,Wall
153,700.851,N1,Wall
153,13.93,N0,Lumen
153,1849.74,N1,Lumen
154,1606.15,N0,Wall
154,700.839,N1,Wall
154,13.9261,N0,Lumen
154,1849.7,N1,Lumen
155,1606.16,N0,Wall
155,700.827,N1,Wall
155,13.9223,N0,Lumen
155,1849.67,N1,Lumen
156,1606.17,N0,Wall
156,700.816,N1,Wall
156,13.9186,N0,Lumen
156,1849.64,N1,Lumen
157,1606.18,N0,Wall
157,700.805,N1,Wall
157,13.9148,N0,Lumen
157,1849.61,N1,Lumen
158,1606.19,N0,Wall
158,700.793,N1,Wall
158,13.9112,N0,Lumen
158,1849.58,N1,Lumen
159,1606.2,N0,Wall
159,700.782,N1,Wall
159,13.9076,N0,Lumen
159,1849.55,N1,Lumen
160,1606.2,N0,Wall
160,700.772,N1,Wall
160,13.904,N0,Lumen
160,1849.52,N1,Lumen
161,1606.21,N0,Wall
161,700.761,N1,Wall
161,13.9005,N0,Lumen
161,1849.49,N1,Lumen
162,1606.22,N0,Wall
162,700.75,N1,Wall
162,13.897,N0,Lumen
162,1849.47,N1,Lumen
163,1606.23,N0,Wall
163,700.74,N1,Wall
163,13.8936,N0,Lumen
163,1849.44,N1,Lumen
164,1606.24,N0,Wall
164,700.73,N1,Wall
164,13.8902,N0,Lumen
164,1849.41,N1,Lumen
165,1606.25,N0,Wall
165,700.719,N1,Wall
165,13.8869,N0,Lumen
165,1849.38,N1,Lumen
166,1606.26,N0,Wall
166,700.709,N1,Wall
166,13.8836,N0,Lumen
166,1849.36,N1,Lumen
167,1606.27,N0,Wall
167,700.7,N1,Wall
167,13.8804,N0,Lumen
167,1849.33,N1,Lumen
168,1606.28,N0,Wall
168,700.69,N1,Wall
168,13.8772,N0,Lumen
168,1849.3,N1,Lumen
169,1606.29,N0,Wall
169,700.68,N1,Wall
169,13.874,N0,Lumen
169,1849.28,N1,Lumen
170,1606.29,N0,Wall
170,700.671,N1,Wall
170,13.8709,N0,Lumen
170,1849.25,N1,Lumen
171,1606.3,N0,Wall
171,700.661,N1,Wall
171,13.8679,N0,Lumen
171,1849.23,N1,Lumen
172,1606.31,N0,Wall
172,700.652,N1,Wall
172,13.8648,N0,Lumen
172,1849.2,N1,Lumen
173,1606.32,N0,Wall
173,700.643,N1,Wall
173,13.8618,N0,Lumen
173,1849.18,N1,Lumen
174,1606.33,N0,Wall
174,700.634,N1,Wall
174,13.8589,N0,Lumen
174,1849.15,N1,Lumen
175,1606.34,N0,Wall
175,700.625,N1,Wall
175,13.8559,N0,Lumen
175,1849.13,N1,Lumen
176,1606.34,N0,Wall
176,700.616,N1,Wall
176,13.8531,N0,Lumen
176,1849.1,N1,Lumen
177,1606.35,N0,Wall
177,700.607,N1,Wall
177,13.8502,N0,Lumen
177,1849.08,N1,Lumen
178,1606.36,N0,Wall
178,700.598,N1,Wall
178,13.8474,N0,Lumen
178,1849.06,N1,Lumen
179,1606.37,N0,Wall
179,700.59,N1,Wall
179,13.8446,N0,Lumen
179,1849.03,N1,Lumen
180,1606.37,N0,Wall
180,700.581,N1,Wall
180,13.8419,N0,Lumen
180,1849.01,N1,Lumen
181,1606.38,N0,Wall
181,700.573,N1,Wall
181,13.8391,N0,Lumen
181,1848.99,N1,Lumen
182,1606.39,N0,Wall
182,700.565,N1,Wall
182,13.8365,N0,Lumen
182,1848.97,N1,Lumen
183,1606.4,N0,Wall
183,700.557,N1,Wall
183,13.8338,N0,Lumen
183,1848.94,N1,Lumen
184,1606.4,N0,Wall
184,700.549,N1,Wall
184,13.8312,N0,Lumen
184,1848.92,N1,Lumen
185,1606.41,N0,Wall
185,700.541,N1,Wall
185,13.8286,N0,Lumen
185,1848.9,N1,Lumen
186,1606.42,N0,Wall
186,700.533,N1,Wall
186,13.8261,N0,Lumen
186,1848.88,N1,Lumen
187,1606.42,N0,Wall
187,700.525,N1,Wall
187,13.8235,N0,Lumen
187,1848.86,N1,Lumen
188,1606.43,N0,Wall
188,700.517,N1,Wall
188,13.821,N0,Lumen
188,1848.84,N1,Lumen
189,1606.44,N0,Wall
189,700.51,N1,Wall
189,13.8186,N0,Lumen
189,1848.82,N1,Lumen
190,1606.44,N0,Wall
190,700.502,N1,Wall
190,13.8161,N0,Lumen
190,1848.8,N1,Lumen
191,1606.45,N0,Wall
191,700.495,N1,Wall
191,13.8137,N0,Lumen
191,1848.78,N1,Lumen
192,1606.46,N0,Wall
192,700.487,N1,Wall
192,13.8113,N0,Lumen
192,1848.76,N1,Lumen
193,1606.46,N0,Wall
193,700.48,N1,Wall
193,13.809,N0,Lumen
193,1848.74,N1,Lumen
194,1606.47,N0,Wall
194,700.473,N1,Wall
194,13.8066,N0,Lumen
194,1848.72,N1,Lumen
195,1606.48,N0,Wall
195,700.466,N1,Wall
195,13.8043,N0,Lumen
195,1848.7,N1,Lumen
196,1606.48,N0,Wall
196,700.459,N1,Wall
196,13.802,N0,Lumen
196,1848.68,N1,Lumen
197,1606.49,N0,Wall
197,700.452,N1,Wall
197,13.7998,N0,Lumen
197,1848.66,N1,Lumen
198,1606.5,N0,Wall
198,700.445,N1,Wall
198,13.7975,N0,Lumen
198,1848.64,N1,Lumen
199,1606.5,N0,Wall
199,700.438,N1,Wall
199,13.7953,N0,Lumen
199,1848.62,N1,Lumen
