pars,popsize,population,DXDT
43,6.32122e+07,N1,3.84737e-06
44,1.71285e+06,N0,1.18715e-07
44,6.48419e+07,N1,3.94936e-06
45,1.6848e+06,N0,1.16677e-07
45,6.64693e+07,N1,4.04779e-06
46,1.65887e+06,N0,-1.14189e-07
46,6.80946e+07,N1,-4.12019e-06
47,1.63482e+06,N0,1.12515e-07
47,6.9718e+07,N1,4.21866e-06
48,1.61247e+06,N0,-1.10318e-07
48,7.13398e+07,N1,-4.285e-06
49,1.59164e+06,N0,-1.09721e-07
49,7.29601e+07,N1,-4.41686e-06
50,1.57217e+06,N0,-1.08048e-07
50,7.45791e+07,N1,-4.50485e-06
51,1.55394e+06,N0,-1.06375e-07
51,7.61969e+07,N1,-4.58254e-06
52,1.53684e+06,N0,1.0572e-07
52,7.78136e+07,N1,4.70334e-06
53,1.52076e+06,N0,-1.0425e-07
53,7.94293e+07,N1,-4.78292e-06
54,1.50561e+06,N0,1.02998e-07
54,8.1044e+07,N1,4.87347e-06
55,1.49132e+06,N0,-1.02053e-07
55,8.2658e+07,N1,-4.96882e-06
56,1.47781e+06,N0,-1.0131e-07
56,8.42711e+07,N1,-5.07807e-06
57,1.46503e+06,N0,9.97825e-08
57,8.58836e+07,N1,5.13536e-06
58,1.45291e+06,N0,9.93168e-08
58,8.74954e+07,N1,5.25753e-06
59,1.4414e+06,N0,9.84292e-08
59,8.91067e+07,N1,5.34463e-06
60,1.43047e+06,N0,9.74687e-08
60,9.07173e+07,N1,5.42766e-06
61,1.42006e+06,N0,-9.72068e-08
61,9.23275e+07,N1,-5.54981e-06
62,1.41015e+06,N0,9.64501e-08
62,9.39371e+07,N1,5.64539e-06
63,1.40069e+06,N0,-9.58389e-08
63,9.55464e+07,N1,-5.74594e-06
64,1.39166e+06,N0,9.51986e-08
64,9.71552e+07,N1,5.83715e-06
65,1.38302e+06,N0,-9.3889e-08
65,9.87636e+07,N1,-5.88899e-06
66,1.37476e+06,N0,9.40345e-08
66,1.00372e+08,N1,6.02947e-06
67,1.36685e+06,N0,9.33942e-08
67,1.01979e+08,N1,6.11824e-06
68,1.35926e+06,N0,9.22009e-08
68,1.03587e+08,N1,6.17572e-06
69,1.35198e+06,N0,-9.23756e-08
69,1.05194e+08,N1,-6.30919e-06
70,1.34499e+06,N0,9.14151e-08
70,1.06801e+08,N1,6.38133e-06
71,1.33827e+06,N0,9.08622e-08
71,1.08407e+08,N1,6.46588e-06
72,1.33181e+06,N0,-9.08913e-08
72,1.10014e+08,N1,-6.59822e-06
73,1.32559e+06,N0,9.07748e-08
73,1.1162e+08,N1,6.71655e-06
74,1.3196e+06,N0,8.91741e-08
74,1.13225e+08,N1,6.72159e-06
75,1.31383e+06,N0,8.93779e-08
75,1.14831e+08,N1,6.86108e-06
76,1.30826e+06,N0,-8.88831e-08
76,1.16437e+08,N1,-6.94755e-06
77,1.30288e+06,N0,-8.84465e-08
77,1.18042e+08,N1,-7.04822e-06
78,1.29769e+06,N0,-8.82428e-08
78,1.19647e+08,N1,-7.14097e-06
79,1.29267e+06,N0,8.78936e-08
79,1.21252e+08,N1,7.2447e-06
80,1.28782e+06,N0,-8.74861e-08
80,1.22856e+08,N1,-7.33201e-06
81,1.28313e+06,N0,-8.67003e-08
81,1.24461e+08,N1,-7.38414e-06
82,1.27859e+06,N0,-8.61182e-08
82,1.26065e+08,N1,-7.46336e-06
83,1.27419e+06,N0,-8.65548e-08
83,1.2767e+08,N1,-7.60768e-06
84,1.26993e+06,N0,8.63511e-08
84,1.29274e+08,N1,7.7165e-06
85,1.2658e+06,N0,-8.58272e-08
85,1.30878e+08,N1,-7.78827e-06
86,1.26179e+06,N0,8.55653e-08
86,1.32482e+08,N1,7.89773e-06
87,1.2579e+06,N0,-8.52451e-08
87,1.34086e+08,N1,-7.9817e-06
88,1.25413e+06,N0,8.50123e-08
88,1.35689e+08,N1,8.10259e-06
89,1.25047e+06,N0,8.49541e-08
89,1.37293e+08,N1,8.19619e-06
90,1.2469e+06,N0,8.42265e-08
90,1.38896e+08,N1,8.26007e-06
91,1.24344e+06,N0,-8.42265e-08
91,1.405e+08,N1,-8.34378e-06
92,1.24008e+06,N0,-8.39354e-08
92,1.42103e+08,N1,-8.44686e-06
93,1.2368e+06,N0,-8.3819e-08
93,1.43706e+08,N1,-8.5489e-06
94,1.23362e+06,N0,-8.37026e-08
94,1.45309e+08,N1,-8.64727e-06
95,1.23052e+06,N0,-8.32952e-08
95,1.46912e+08,N1,-8.73255e-06
96,1.2275e+06,N0,-8.33243e-08
96,1.48515e+08,N1,-8.84084e-06
97,1.22456e+06,N0,8.29459e-08
97,1.50118e+08,N1,8.93854e-06
98,1.22169e+06,N0,-8.27131e-08
98,1.51721e+08,N1,-9.00397e-06
99,1.21889e+06,N0,8.25676e-08
99,1.53324e+08,N1,9.12984e-06
