t,popsize,population,resource input
57.7464,40.2769,N1,50
57.7652,2244.12,N0,50
57.7652,40.3252,N1,50
57.7839,2249.74,N0,50
57.7839,40.3736,N1,50
57.8026,2255.36,N0,50
57.8026,40.422,N1,50
57.8213,2260.99,N0,50
57.8213,40.4704,N1,50
57.84,2266.63,N0,50
57.84,40.5189,N1,50
57.8587,2272.28,N0,50
57.8587,40.5673,N1,50
57.8773,2277.94,N0,50
57.8773,40.6158,N1,50
57.896,2283.62,N0,50
57.896,40.6643,N1,50
57.9146,2289.29,N0,50
57.9146,40.7128,N1,50
57.9332,2294.98,N0,50
57.9332,40.7613,N1,50
57.9518,2300.68,N0,50
57.9518,40.8099,N1,50
57.9704,2306.39,N0,50
57.9704,40.8584,N1,50
57.989,2312.11,N0,50
57.989,40.907,N1,50
58.0075,2317.83,N0,50
58.0075,40.9556,N1,50
58.0261,2323.57,N0,50
58.0261,41.0042,N1,50
58.0446,2329.31,N0,50
58.0446,41.0528,N1,50
58.0631,2335.07,N0,50
58.0631,41.1015,N1,50
58.0816,2340.83,N0,50
58.0816,41.1502,N1,50
58.1,2346.61,N0,50
58.1,41.1988,N1,50
58.1185,2352.39,N0,50
58.1185,41.2475,N1,50
58.1369,2358.18,N0,50
58.1369,41.2963,N1,50
58.1554,2363.99,N0,50
58.1554,41.345,N1,50
58.1738,2369.8,N0,50
58.1738,41.3938,N1,50
58.1922,2375.62,N0,50
58.1922,41.4425,N1,50
58.2106,2381.45,N0,50
58.2106,41.4913,N1,50
58.2289,2387.29,N0,50
58.2289,41.5401,N1,50
58.2473,2393.14,N0,50
58.2473,41.5889,N1,50
58.2656,2399,N0,50
58.2656,41.6378,N1,50
58.284,2404.87,N0,50
58.284,41.6866,N1,50
58.3023,2410.75,N0,50
58.3023,41.7355,N1,50
58.3206,2416.64,N0,50
58.3206,41.7844,N1,50
58.3388,2422.53,N0,50
58.3388,41.8333,N1,50
58.3571,2428.44,N0,50
58.3571,41.8823,N1,50
58.3754,2434.36,N0,50
58.3754,41.9312,N1,50
58.3936,2440.29,N0,50
58.3936,41.9802,N1,50
58.4118,2446.22,N0,50
58.4118,42.0292,N1,50
58.43,2452.17,N0,50
58.43,42.0782,N1,50
58.4482,2458.12,N0,50
58.4482,42.1272,N1,50
58.4664,2464.09,N0,50
58.4664,42.1762,N1,50
58.4845,2470.06,N0,50
58.4845,42.2253,N1,50
58.5027,2476.05,N0,50
58.5027,42.2743,N1,50
58.5208,2482.04,N0,50
58.5208,42.3234,N1,50
58.5389,2488.05,N0,50
58.5389,42.3725,N1,50
58.557,2494.06,N0,50
58.557,42.4216,N1,50
58.5751,2500.08,N0,50
58.5751,42.4708,N1,50
58.5932,2506.11,N0,50
58.5932,42.5199,N1,50
58.6113,2512.16,N0,50
58.6113,42.5691,N1,50
58.6293,2518.21,N0,50
58.6293,42.6183,N1,50
58.6473,2524.27,N0,50
58.6473,42.6675,N1,50
58.6654,2530.34,N0,50
58.6654,42.7167,N1,50
58.6834,2536.42,N0,50
58.6834,42.766,N1,50
58.7013,2542.51,N0,50
58.7013,42.8152,N1,50
58.7193,2548.62,N0,50
58.7193,42.8645,N1,50
58.7373,2554.73,N0,50
58.7373,42.9138,N1,50
58.7552,2560.85,N0,50
58.7552,42.9631,N1,50
58.7732,2566.98,N0,50
58.7732,43.0124,N1,50
58.7911,2573.12,N0,50
58.7911,43.0618,N1,50
58.809,2579.27,N0,50
58.809,43.1112,N1,50
58.8269,2585.42,N0,50
58.8269,43.1605,N1,50
58.8447,2591.59,N0,50
58.8447,43.2099,N1,50
58.8626,2597.77,N0,50
58.8626,43.2593,N1,50
58.8804,2603.96,N0,50
58.8804,43.3088,N1,50
58.8983,2610.16,N0,50
58.8983,43.3582,N1,50
58.9161,2616.37,N0,50
58.9161,43.4077,N1,50
58.9339,2622.59,N0,50
58.9339,43.4572,N1,50
58.9517,2628.82,N0,50
58.9517,43.5067,N1,50
58.9694,2635.05,N0,50
58.9694,43.5562,N1,50
59.0049,2647.56,N0,50
59.0049,43.6553,N1,50
59.0581,2666.39,N0,50
59.0581,43.8041,N1,50
59.1111,2685.31,N0,50
59.1111,43.953,N1,50
59.164,2704.32,N0,50
59.164,44.102,N1,50
59.2168,2723.42,N0,50
59.2168,44.2513,N1,50
59.2519,2736.21,N0,50
59.2519,44.3508,N1,50
59.3045,2755.46,N0,50
59.3045,44.5003,N1,50
59.357,2774.8,N0,50
59.357,44.65,N1,50
59.4093,2794.23,N0,50
59.4093,44.7997,N1,50
59.4615,2813.75,N0,50
59.4615,44.9497,N1,50
59.5136,2833.36,N0,50
59.5136,45.0998,N1,50
59.5655,2853.06,N0,50
59.5655,45.25,N1,50
59.6001,2866.25,N0,50
59.6001,45.3503,N1,50
59.6519,2886.1,N0,50
59.6519,45.5008,N1,50
59.7035,2906.04,N0,50
59.7035,45.6514,N1,50
59.7551,2926.08,N0,50
59.7551,45.8022,N1,50
59.8065,2946.21,N0,50
59.8065,45.9532,N1,50
59.8578,2966.43,N0,50
59.8578,46.1043,N1,50
59.9089,2986.75,N0,50
59.9089,46.2556,N1,50
59.96,3007.15,N0,50
59.96,46.407,N1,50
60.011,3027.65,N0,50
60.011,46.5585,N1,50
60.0618,3048.24,N0,50
60.0618,46.7103,N1,50
60.1125,3068.93,N0,50
60.1125,46.8621,N1,50
60.1631,3089.71,N0,50
60.1631,47.0141,N1,50
60.2136,3110.58,N0,50
60.2136,47.1663,N1,50
60.264,3131.54,N0,50
60.264,47.3186,N1,50
60.3142,3152.6,N0,50
60.3142,47.4711,N1,50
60.3644,3173.76,N0,50
60.3644,47.6237,N1,50
60.4144,3195,N0,50
60.4144,47.7765,N1,50
60.4644,3216.35,N0,50
60.4644,47.9294,N1,50
60.5142,3237.78,N0,50
60.5142,48.0824,N1,50
60.5639,3259.32,N0,50
60.5639,48.2356,N1,50
60.6135,3280.94,N0,50
60.6135,48.389,N1,50
60.663,3302.67,N0,50
60.663,48.5425,N1,50
60.7123,3324.49,N0,50
60.7123,48.6962,N1,50
60.7616,3346.4,N0,50
60.7616,48.85,N1,50
60.8108,3368.41,N0,50
60.8108,49.0039,N1,50
60.8598,3390.52,N0,50
60.8598,49.158,N1,50
60.9088,3412.72,N0,50
60.9088,49.3123,N1,50
60.9576,3435.02,N0,50
60.9576,49.4667,N1,50
61.0064,3457.42,N0,50
61.0064,49.6212,N1,50
61.055,3479.91,N0,50
61.055,49.7759,N1,50
61.1035,3502.5,N0,50
61.1035,49.9308,N1,50
61.152,3525.19,N0,50
61.152,50.0857,N1,50
61.2003,3547.98,N0,50
61.2003,50.2409,N1,50
61.2645,3578.52,N0,50
61.2645,50.4479,N1,50
61.3126,3601.53,N0,50
61.3126,50.6034,N1,50
61.3606,3624.65,N0,50
61.3606,50.759,N1,50
61.4085,3647.86,N0,50
61.4085,50.9148,N1,50
61.4562,3671.17,N0,50
61.4562,51.0707,N1,50
61.5039,3694.58,N0,50
61.5039,51.2268,N1,50
61.5515,3718.09,N0,50
61.5515,51.383,N1,50
61.6148,3749.59,N0,50
61.6148,51.5915,N1,50
61.6621,3773.34,N0,50
61.6621,51.748,N1,50
61.7093,3797.18,N0,50
61.7093,51.9047,N1,50
61.7565,3821.12,N0,50
61.7565,52.0615,N1,50
61.8035,3845.16,N0,50
61.8035,52.2185,N1,50
61.8505,3869.31,N0,50
61.8505,52.3756,N1,50
61.9129,3901.66,N0,50
61.9129,52.5853,N1,50
61.9596,3926.04,N0,50
61.9596,52.7428,N1,50
62.0062,3950.52,N0,50
62.0062,52.9004,N1,50
62.0527,3975.1,N0,50
62.0527,53.0581,N1,50
62.1146,4008.04,N0,50
62.1146,53.2687,N1,50
62.1609,4032.86,N0,50
62.1609,53.4267,N1,50
62.2071,4057.78,N0,50
62.2071,53.585,N1,50
62.2532,4082.8,N0,50
62.2532,53.7433,N1,50
62.3146,4116.33,N0,50
62.3146,53.9547,N1,50
62.3604,4141.59,N0,50
62.3604,54.1134,N1,50
62.4062,4166.96,N0,50
62.4062,54.2722,N1,50
62.4519,4192.43,N0,50
62.4519,54.4312,N1,50
62.5127,4226.56,N0,50
62.5127,54.6434,N1,50
62.5582,4252.27,N0,50
62.5582,54.8027,N1,50
62.6036,4278.09,N0,50
62.6036,54.9622,N1,50
62.664,4312.67,N0,50
62.664,55.175,N1,50
62.7092,4338.73,N0,50
62.7092,55.3348,N1,50
62.7543,4364.9,N0,50
62.7543,55.4947,N1,50
62.8143,4399.95,N0,50
62.8143,55.7081,N1,50
62.8591,4426.36,N0,50
62.8591,55.8684,N1,50
62.9039,4452.88,N0,50
62.9039,56.0288,N1,50
62.9635,4488.4,N0,50
62.9635,56.2428,N1,50
63.0081,4515.16,N0,50
63.0081,56.4036,N1,50
63.0526,4542.03,N0,50
63.0526,56.5644,N1,50
63.1118,4578.02,N0,50
63.1118,56.7791,N1,50
63.1561,4605.14,N0,50
63.1561,56.9403,N1,50
63.2003,4632.36,N0,50
63.2003,57.1016,N1,50
63.2591,4668.83,N0,50
63.2591,57.3169,N1,50
63.3031,4696.3,N0,50
63.3031,57.4786,N1,50
63.3616,4733.11,N0,50
63.3616,57.6943,N1,50
63.4054,4760.83,N0,50
63.4054,57.8563,N1,50
63.4637,4797.97,N0,50
63.4637,58.0725,N1,50
63.5073,4825.95,N0,50
63.5073,58.2348,N1,50
63.5508,4854.03,N0,50
63.5508,58.3972,N1,50
63.6087,4891.65,N0,50
63.6087,58.614,N1,50
63.6521,4919.99,N0,50
63.6521,58.7768,N1,50
63.7097,4957.95,N0,50
63.7097,58.994,N1,50
63.7528,4986.55,N0,50
63.7528,59.1571,N1,50
63.8102,5024.85,N0,50
63.8102,59.3747,N1,50
63.8531,5053.7,N0,50
63.8531,59.5381,N1,50
63.9103,5092.34,N0,50
63.9103,59.7562,N1,50
63.953,5121.46,N0,50
63.953,59.9199,N1,50
64.0099,5160.44,N0,50
64.0099,60.1384,N1,50
64.0525,5189.81,N0,50
64.0525,60.3025,N1,50
64.1091,5229.14,N0,50
64.1091,60.5214,N1,50
64.1515,5258.77,N0,50
64.1515,60.6858,N1,50
64.2078,5298.45,N0,50
64.2078,60.9051,N1,50
64.25,5328.34,N0,50
64.25,61.0698,N1,50
64.3061,5368.37,N0,50
64.3061,61.2896,N1,50
64.3621,5408.6,N0,50
64.3621,61.5096,N1,50
64.404,5438.9,N0,50
64.404,61.6748,N1,50
64.4598,5479.48,N0,50
64.4598,61.8952,N1,50
64.5015,5510.04,N0,50
64.5015,62.0607,N1,50
64.557,5550.98,N0,50
64.557,62.2815,N1,50
64.6124,5592.11,N0,50
64.6124,62.5026,N1,50
64.6538,5623.09,N0,50
64.6538,62.6686,N1,50
64.7089,5664.58,N0,50
64.7089,62.8901,N1,50
64.7502,5695.83,N0,50
64.7502,63.0564,N1,50
64.8051,5737.68,N0,50
64.8051,63.2784,N1,50
64.8599,5779.73,N0,50
64.8599,63.5005,N1,50
64.9008,5811.4,N0,50
64.9008,63.6673,N1,50
64.9554,5853.81,N0,50
64.9554,63.8899,N1,50
65.0098,5896.42,N0,50
65.0098,64.1127,N1,50
65.0505,5928.52,N0,50
65.0505,64.28,N1,50
65.1046,5971.49,N0,50
65.1046,64.5033,N1,50
65.1587,6014.67,N0,50
65.1587,64.7267,N1,50
65.2126,6058.06,N0,50
65.2126,64.9504,N1,50
65.2529,6090.74,N0,50
65.2529,65.1184,N1,50
65.3066,6134.5,N0,50
65.3066,65.3425,N1,50
65.3602,6178.46,N0,50
65.3602,65.5669,N1,50
65.4003,6211.57,N0,50
65.4003,65.7353,N1,50
65.4536,6255.91,N0,50
65.4536,65.9601,N1,50
65.5068,6300.45,N0,50
65.5068,66.1851,N1,50
65.5599,6345.2,N0,50
65.5599,66.4103,N1,50
65.6128,6390.16,N0,50
65.6128,66.6358,N1,50
65.6525,6424.02,N0,50
65.6525,66.805,N1,50
65.7052,6469.36,N0,50
65.7052,67.0309,N1,50
65.7578,6514.91,N0,50
65.7578,67.257,N1,50
65.8103,6560.67,N0,50
65.8103,67.4834,N1,50
65.8627,6606.64,N0,50
65.8627,67.71,N1,50
65.9019,6641.26,N0,50
65.9019,67.88,N1,50
65.9541,6687.61,N0,50
65.9541,68.107,N1,50
66.0061,6734.18,N0,50
66.0061,68.3343,N1,50
66.058,6780.96,N0,50
66.058,68.5617,N1,50
66.1098,6827.96,N0,50
66.1098,68.7894,N1,50
66.1615,6875.17,N0,50
66.1615,69.0173,N1,50
66.2002,6910.72,N0,50
66.2002,69.1884,N1,50
66.2516,6958.32,N0,50
66.2516,69.4167,N1,50
66.303,7006.13,N0,50
66.303,69.6452,N1,50
66.3542,7054.16,N0,50
66.3542,69.874,N1,50
66.4054,7102.41,N0,50
66.4054,70.103,N1,50
66.4564,7150.88,N0,50
66.4564,70.3322,N1,50
66.5073,7199.57,N0,50
66.5073,70.5617,N1,50
66.558,7248.48,N0,50
66.558,70.7914,N1,50
66.6087,7297.61,N0,50
66.6087,71.0213,N1,50
66.6592,7346.96,N0,50
66.6592,71.2514,N1,50
66.7097,7396.53,N0,50
66.7097,71.4818,N1,50
66.76,7446.33,N0,50
66.76,71.7124,N1,50
66.8102,7496.35,N0,50
66.8102,71.9432,N1,50
66.8603,7546.59,N0,50
66.8603,72.1743,N1,50
66.9103,7597.06,N0,50
66.9103,72.4055,N1,50
66.9602,7647.75,N0,50
66.9602,72.637,N1,50
67.0099,7698.66,N0,50
67.0099,72.8688,N1,50
67.0596,7749.8,N0,50
67.0596,73.1007,N1,50
67.1091,7801.17,N0,50
67.1091,73.3329,N1,50
67.1586,7852.77,N0,50
67.1586,73.5653,N1,50
67.2079,7904.59,N0,50
67.2079,73.7979,N1,50
67.2571,7956.64,N0,50
67.2571,74.0308,N1,50
67.3062,8008.91,N0,50
67.3062,74.2639,N1,50
67.3552,8061.42,N0,50
67.3552,74.4972,N1,50
67.4041,8114.15,N0,50
67.4041,74.7307,N1,50
67.4529,8167.11,N0,50
67.4529,74.9644,N1,50
67.5016,8220.31,N0,50
67.5016,75.1984,N1,50
67.5502,8273.73,N0,50
67.5502,75.4326,N1,50
67.6108,8340.83,N0,50
67.6108,75.7256,N1,50
67.6591,8394.78,N0,50
67.6591,75.9603,N1,50
67.7074,8448.95,N0,50
67.7074,76.1953,N1,50
67.7555,8503.36,N0,50
67.7555,76.4304,N1,50
67.8036,8558,N0,50
67.8036,76.6657,N1,50
67.8515,8612.88,N0,50
67.8515,76.9013,N1,50
67.9113,8681.8,N0,50
67.9113,77.1961,N1,50
67.959,8737.21,N0,50
67.959,77.4322,N1,50
68.0066,8792.84,N0,50
68.0066,77.6685,N1,50
68.0541,8848.72,N0,50
68.0541,77.905,N1,50
68.1015,8904.83,N0,50
68.1015,78.1417,N1,50
68.1606,8975.3,N0,50
68.1606,78.438,N1,50
68.2078,9031.94,N0,50
68.2078,78.6752,N1,50
68.2549,9088.82,N0,50
68.2549,78.9126,N1,50
68.3019,9145.94,N0,50
68.3019,79.1503,N1,50
68.3605,9217.67,N0,50
68.3605,79.4477,N1,50
68.4072,9275.33,N0,50
68.4072,79.6859,N1,50
68.4539,9333.23,N0,50
68.4539,79.9242,N1,50
68.5005,9391.36,N0,50
68.5005,80.1628,N1,50
68.5586,9464.37,N0,50
68.5586,80.4614,N1,50
68.6049,9523.05,N0,50
68.6049,80.7005,N1,50
68.6512,9581.98,N0,50
68.6512,80.9398,N1,50
68.7089,9655.97,N0,50
68.7089,81.2392,N1,50
68.7549,9715.44,N0,50
68.7549,81.479,N1,50
68.8009,9775.15,N0,50
68.8009,81.719,N1,50
68.8582,9850.13,N0,50
68.8582,82.0193,N1,50
68.9039,9910.4,N0,50
68.9039,82.2598,N1,50
68.961,9986.07,N0,50
68.961,82.5607,N1,50
69.0065,10046.9,N0,50
69.0065,82.8017,N1,50
69.0519,10107.9,N0,50
69.0519,83.0428,N1,50
69.1086,10184.6,N0,50
69.1086,83.3446,N1,50
69.1539,10246.2,N0,50
69.1539,83.5863,N1,50
69.2103,10323.6,N0,50
69.2103,83.8887,N1,50
69.2553,10385.8,N0,50
69.2553,84.1308,N1,50
69.3003,10448.2,N0,50
69.3003,84.3732,N1,50
69.3563,10526.6,N0,50
69.3563,84.6764,N1,50
69.4011,10589.6,N0,50
69.4011,84.9193,N1,50
69.4569,10668.7,N0,50
69.4569,85.2231,N1,50
69.5014,10732.2,N0,50
69.5014,85.4665,N1,50
69.557,10812,N0,50
69.557,85.7709,N1,50
69.6013,10876.1,N0,50
69.6013,86.0147,N1,50
69.6566,10956.6,N0,50
69.6566,86.3197,N1,50
69.7008,11021.3,N0,50
69.7008,86.564,N1,50
69.7558,11102.5,N0,50
69.7558,86.8696,N1,50
69.8108,11184.2,N0,50
69.8108,87.1756,N1,50
69.8546,11249.7,N0,50
69.8546,87.4206,N1,50
69.9093,11332.1,N0,50
69.9093,87.7272,N1,50
69.953,11398.2,N0,50
69.953,87.9727,N1,50
70.0074,11481.3,N0,50
70.0074,88.2798,N1,50
70.0509,11548,N0,50
70.0509,88.5258,N1,50
70.1051,11631.8,N0,50
70.1051,88.8335,N1,50
70.1592,11716,N0,50
70.1592,89.1416,N1,50
70.2024,11783.6,N0,50
70.2024,89.3882,N1,50
70.2562,11868.6,N0,50
70.2562,89.6969,N1,50
70.31,11953.9,N0,50
70.31,90.0059,N1,50
70.3528,12022.4,N0,50
70.3528,90.2533,N1,50
70.4063,12108.5,N0,50
70.4063,90.5628,N1,50
70.4597,12195,N0,50
70.4597,90.8727,N1,50
70.5023,12264.4,N0,50
70.5023,91.1209,N1,50
70.5555,12351.7,N0,50
70.5555,91.4313,N1,50
70.6085,12439.3,N0,50
70.6085,91.7421,N1,50
70.6508,12509.7,N0,50
70.6508,91.991,N1,50
70.7036,12598,N0,50
70.7036,92.3024,N1,50
70.7563,12686.8,N0,50
70.7563,92.614,N1,50
70.8088,12776,N0,50
70.8088,92.9261,N1,50
70.8508,12847.7,N0,50
70.8508,93.1759,N1,50
70.9031,12937.6,N0,50
70.9031,93.4885,N1,50
70.9553,13028,N0,50
70.9553,93.8014,N1,50
71.0074,13118.8,N0,50
71.0074,94.1146,N1,50
71.0593,13210,N0,50
71.0593,94.4282,N1,50
71.1008,13283.3,N0,50
71.1008,94.6792,N1,50
71.1526,13375.2,N0,50
71.1526,94.9934,N1,50
71.2042,13467.6,N0,50
71.2042,95.3078,N1,50
71.2557,13560.4,N0,50
71.2557,95.6226,N1,50
71.3071,13653.7,N0,50
71.3071,95.9376,N1,50
71.3584,13747.4,N0,50
71.3584,96.253,N1,50
71.4095,13841.5,N0,50
71.4095,96.5687,N1,50
71.4504,13917,N0,50
71.4504,96.8215,N1,50
71.5013,14011.9,N0,50
71.5013,97.1378,N1,50
71.5522,14107.2,N0,50
71.5522,97.4544,N1,50
71.6029,14202.9,N0,50
71.6029,97.7713,N1,50
71.6535,14299.1,N0,50
71.6535,98.0885,N1,50
71.704,14395.7,N0,50
71.704,98.4061,N1,50
71.7544,14492.7,N0,50
71.7544,98.7239,N1,50
71.8047,14590.2,N0,50
71.8047,99.0421,N1,50
71.8548,14688.1,N0,50
71.8548,99.3605,N1,50
71.9049,14786.4,N0,50
71.9049,99.6793,N1,50
71.9548,14885.2,N0,50
71.9548,99.9984,N1,50
72.0046,14984.4,N0,50
72.0046,100.318,N1,50
72.0543,15084.1,N0,50
72.0543,100.638,N1,50
72.1039,15184.2,N0,50
72.1039,100.958,N1,50
72.1534,15284.7,N0,50
72.1534,101.278,N1,50
72.2028,15385.7,N0,50
72.2028,101.599,N1,50
72.2521,15487.1,N0,50
72.2521,101.92,N1,50
72.3013,15589,N0,50
72.3013,102.241,N1,50
72.3503,15691.3,N0,50
72.3503,102.562,N1,50
72.4091,15814.6,N0,50
72.4091,102.949,N1,50
72.4579,15917.9,N0,50
72.4579,103.271,N1,50
72.5066,16021.7,N0,50
72.5066,103.594,N1,50
72.5553,16125.9,N0,50
72.5553,103.916,N1,50
72.6038,16230.5,N0,50
72.6038,104.24,N1,50
72.6522,16335.6,N0,50
72.6522,104.563,N1,50
72.7005,16441.2,N0,50
72.7005,104.887,N1,50
72.7583,16568.4,N0,50
72.7583,105.276,N1,50
72.8064,16675,N0,50
72.8064,105.6,N1,50
72.8544,16782,N0,50
72.8544,105.925,N1,50
72.9023,16889.5,N0,50
72.9023,106.25,N1,50
72.95,16997.4,N0,50
72.95,106.576,N1,50
73.0072,17127.5,N0,50
73.0072,106.967,N1,50
73.0548,17236.4,N0,50
73.0548,107.293,N1,50
73.1022,17345.8,N0,50
73.1022,107.619,N1,50
73.159,17477.7,N0,50
73.159,108.011,N1,50
73.2063,17588.1,N0,50
73.2063,108.338,N1,50
73.2534,17699,N0,50
73.2534,108.665,N1,50
73.3004,17810.3,N0,50
73.3004,108.993,N1,50
73.3567,17944.6,N0,50
73.3567,109.387,N1,50
73.4036,18056.9,N0,50
73.4036,109.715,N1,50
73.4503,18169.8,N0,50
73.4503,110.043,N1,50
73.5062,18305.8,N0,50
73.5062,110.438,N1,50
73.5527,18419.6,N0,50
73.5527,110.767,N1,50
73.6084,18556.9,N0,50
73.6084,111.163,N1,50
73.6547,18671.8,N0,50
73.6547,111.493,N1,50
73.7009,18787.2,N0,50
73.7009,111.823,N1,50
73.7562,18926.3,N0,50
73.7562,112.22,N1,50
73.8022,19042.7,N0,50
73.8022,112.551,N1,50
73.8573,19183,N0,50
73.8573,112.948,N1,50
73.9031,19300.5,N0,50
73.9031,113.28,N1,50
73.9579,19442.1,N0,50
73.9579,113.678,N1,50
74.0035,19560.6,N0,50
74.0035,114.01,N1,50
74.0581,19703.5,N0,50
74.0581,114.409,N1,50
74.1035,19823.1,N0,50
74.1035,114.742,N1,50
74.1578,19967.2,N0,50
74.1578,115.142,N1,50
74.203,20087.9,N0,50
74.203,115.475,N1,50
74.2571,20233.3,N0,50
74.2571,115.876,N1,50
74.3021,20355,N0,50
74.3021,116.21,N1,50
74.356,20501.7,N0,50
74.356,116.611,N1,50
74.4007,20624.5,N0,50
74.4007,116.946,N1,50
74.4544,20772.5,N0,50
74.4544,117.348,N1,50
74.5079,20921.2,N0,50
74.5079,117.751,N1,50
74.5524,21045.7,N0,50
74.5524,118.087,N1,50
74.6056,21195.7,N0,50
74.6056,118.49,N1,50
74.6588,21346.4,N0,50
74.6588,118.894,N1,50
74.703,21472.5,N0,50
74.703,119.23,N1,50
74.7559,21624.5,N0,50
74.7559,119.635,N1,50
74.8087,21777.3,N0,50
74.8087,120.04,N1,50
74.8526,21905.1,N0,50
74.8526,120.378,N1,50
74.9051,22059.2,N0,50
74.9051,120.783,N1,50
74.9576,22213.9,N0,50
74.9576,121.19,N1,50
75.0012,22343.5,N0,50
75.0012,121.528,N1,50
75.0534,22499.6,N0,50
75.0534,121.935,N1,50
75.1055,22656.4,N0,50
75.1055,122.342,N1,50
75.1575,22813.9,N0,50
75.1575,122.75,N1,50
75.2007,22945.8,N0,50
75.2007,123.09,N1,50
75.2525,23104.7,N0,50
75.2525,123.499,N1,50
75.3041,23264.3,N0,50
75.3041,123.908,N1,50
75.3556,23424.7,N0,50
75.3556,124.317,N1,50
75.407,23585.8,N0,50
75.407,124.727,N1,50
75.4583,23747.6,N0,50
75.4583,125.137,N1,50
75.501,23883,N0,50
75.501,125.479,N1,50
75.552,24046.2,N0,50
75.552,125.89,N1,50
75.603,24210.1,N0,50
75.603,126.301,N1,50
75.6538,24374.8,N0,50
75.6538,126.713,N1,50
75.7046,24540.2,N0,50
75.7046,127.125,N1,50
75.7552,24706.4,N0,50
75.7552,127.538,N1,50
75.8057,24873.3,N0,50
75.8057,127.95,N1,50
75.8561,25040.9,N0,50
75.8561,128.364,N1,50
75.9064,25209.3,N0,50
75.9064,128.778,N1,50
75.9565,25378.5,N0,50
75.9565,129.192,N1,50
76.0066,25548.4,N0,50
76.0066,129.606,N1,50
76.0565,25719.1,N0,50
76.0565,130.021,N1,50
76.1063,25890.5,N0,50
76.1063,130.437,N1,50
76.1561,26062.7,N0,50
76.1561,130.853,N1,50
76.2057,26235.7,N0,50
76.2057,131.269,N1,50
76.2552,26409.4,N0,50
76.2552,131.685,N1,50
76.3046,26583.9,N0,50
76.3046,132.102,N1,50
76.3539,26759.1,N0,50
76.3539,132.52,N1,50
76.403,26935.2,N0,50
76.403,132.938,N1,50
76.4521,27112,N0,50
76.4521,133.356,N1,50
76.5011,27289.5,N0,50
76.5011,133.774,N1,50
76.5581,27497.7,N0,50
76.5581,134.263,N1,50
76.6068,27676.9,N0,50
76.6068,134.683,N1,50
76.6554,27856.9,N0,50
76.6554,135.103,N1,50
76.7039,28037.7,N0,50
76.7039,135.523,N1,50
76.7524,28219.3,N0,50
76.7524,135.944,N1,50
76.8007,28401.7,N0,50
76.8007,136.365,N1,50
76.8569,28615.4,N0,50
76.8569,136.857,N1,50
76.905,28799.5,N0,50
76.905,137.279,N1,50
76.953,28984.3,N0,50
76.953,137.701,N1,50
77.0009,29170,N0,50
77.0009,138.124,N1,50
77.0566,29387.5,N0,50
77.0566,138.617,N1,50
77.1043,29574.9,N0,50
77.1043,139.041,N1,50
77.1519,29763,N0,50
77.1519,139.465,N1,50
77.2072,29983.6,N0,50
77.2072,139.96,N1,50
77.2546,30173.4,N0,50
77.2546,140.385,N1,50
77.3018,30364.1,N0,50
77.3018,140.81,N1,50
77.3568,30587.6,N0,50
77.3568,141.307,N1,50
77.4039,30780,N0,50
77.4039,141.733,N1,50
77.4508,30973.2,N0,50
77.4508,142.16,N1,50
77.5055,31199.7,N0,50
77.5055,142.658,N1,50
77.5522,31394.7,N0,50
77.5522,143.085,N1,50
77.6066,31623.1,N0,50
77.6066,143.584,N1,50
77.6531,31819.9,N0,50
77.6531,144.013,N1,50
77.7073,32050.4,N0,50
77.7073,144.513,N1,50
77.7536,32248.9,N0,50
77.7536,144.942,N1,50
77.8075,32481.5,N0,50
77.8075,145.443,N1,50
77.8536,32681.8,N0,50
77.8536,145.873,N1,50
77.9073,32916.5,N0,50
77.9073,146.375,N1,50
77.9532,33118.6,N0,50
77.9532,146.805,N1,50
78.0066,33355.4,N0,50
78.0066,147.308,N1,50
78.0523,33559.2,N0,50
78.0523,147.74,N1,50
78.1055,33798.1,N0,50
78.1055,148.244,N1,50
78.151,34003.7,N0,50
78.151,148.677,N1,50
78.204,34244.7,N0,50
78.204,149.182,N1,50
78.2568,34486.8,N0,50
78.2568,149.687,N1,50
78.302,34695.2,N0,50
78.302,150.121,N1,50
78.3546,34939.5,N0,50
78.3546,150.627,N1,50
78.4071,35184.8,N0,50
78.4071,151.134,N1,50
78.452,35396,N0,50
78.452,151.569,N1,50
78.5043,35643.5,N0,50
78.5043,152.077,N1,50
78.5564,35892.2,N0,50
78.5564,152.586,N1,50
78.601,36106.3,N0,50
78.601,153.022,N1,50
78.653,36357,N0,50
78.653,153.531,N1,50
78.7048,36609,N0,50
78.7048,154.041,N1,50
78.7565,36862.1,N0,50
78.7565,154.552,N1,50
78.8007,37080,N0,50
78.8007,154.99,N1,50
78.8521,37335.3,N0,50
78.8521,155.501,N1,50
78.9035,37591.7,N0,50
78.9035,156.013,N1,50
78.9547,37849.4,N0,50
78.9547,156.526,N1,50
79.0058,38108.2,N0,50
79.0058,157.039,N1,50
79.0568,38368.1,N0,50
79.0568,157.553,N1,50
79.1004,38591.9,N0,50
79.1004,157.993,N1,50
79.1512,38854.1,N0,50
79.1512,158.508,N1,50
79.2019,39117.4,N0,50
79.2019,159.023,N1,50
79.2525,39382,N0,50
79.2525,159.538,N1,50
79.3029,39647.7,N0,50
79.3029,160.054,N1,50
79.3532,39914.6,N0,50
79.3532,160.571,N1,50
79.4035,40182.8,N0,50
79.4035,161.088,N1,50
79.4536,40452.1,N0,50
79.4536,161.605,N1,50
