pars,popsize,population,DXDT
32,1.45716e+06,N0,1.00727e-07
32,5.86396e+07,N1,3.56252e-06
33,1.45607e+06,N0,1.00554e-07
33,5.86405e+07,N1,3.55707e-06
34,1.45505e+06,N0,-1.00579e-07
34,5.86414e+07,N1,-3.55921e-06
35,1.45408e+06,N0,1.0025e-07
35,5.86422e+07,N1,3.55057e-06
36,1.45316e+06,N0,1.00154e-07
36,5.8643e+07,N1,3.55058e-06
37,1.45229e+06,N0,-1.0015e-07
37,5.86437e+07,N1,-3.55151e-06
38,1.45146e+06,N0,-9.95315e-08
38,5.86444e+07,N1,-3.52904e-06
39,1.45067e+06,N0,-1.0017e-07
39,5.86451e+07,N1,-3.55747e-06
40,1.44991e+06,N0,1.00172e-07
40,5.86457e+07,N1,3.55833e-06
41,1.44919e+06,N0,-1.00143e-07
41,5.86463e+07,N1,-3.55915e-06
42,1.44851e+06,N0,-9.99953e-08
42,5.86469e+07,N1,-3.55534e-06
43,1.44785e+06,N0,1.00272e-07
43,5.86474e+07,N1,3.56805e-06
44,1.44722e+06,N0,9.97825e-08
44,5.8648e+07,N1,3.55537e-06
45,1.44662e+06,N0,-9.93205e-08
45,5.86485e+07,N1,-3.53807e-06
46,1.44604e+06,N0,-1.00514e-07
46,5.8649e+07,N1,-3.58028e-06
47,1.44549e+06,N0,9.97206e-08
47,5.86494e+07,N1,3.55503e-06
48,1.44496e+06,N0,1.00395e-07
48,5.86499e+07,N1,3.58094e-06
49,1.44445e+06,N0,9.98552e-08
49,5.86503e+07,N1,3.56232e-06
50,1.44396e+06,N0,9.97734e-08
50,5.86507e+07,N1,3.56003e-06
51,1.44348e+06,N0,9.95442e-08
51,5.86511e+07,N1,3.55251e-06
52,1.44303e+06,N0,-9.94769e-08
52,5.86515e+07,N1,-3.54987e-06
53,1.44259e+06,N0,-9.95315e-08
53,5.86519e+07,N1,-3.5556e-06
54,1.44216e+06,N0,9.97115e-08
54,5.86522e+07,N1,3.56166e-06
55,1.44175e+06,N0,-1.00537e-07
55,5.86526e+07,N1,-3.59365e-06
56,1.44136e+06,N0,9.92623e-08
56,5.86529e+07,N1,3.54852e-06
57,1.44097e+06,N0,9.93496e-08
57,5.86532e+07,N1,3.55463e-06
58,1.44061e+06,N0,-9.95806e-08
58,5.86536e+07,N1,-3.56248e-06
59,1.44025e+06,N0,9.97697e-08
59,5.86539e+07,N1,3.56988e-06
60,1.4399e+06,N0,-9.92532e-08
60,5.86542e+07,N1,-3.55104e-06
61,1.43957e+06,N0,-9.94496e-08
61,5.86544e+07,N1,-3.56002e-06
62,1.43924e+06,N0,9.92495e-08
62,5.86547e+07,N1,3.55304e-06
63,1.43893e+06,N0,9.91058e-08
63,5.8655e+07,N1,3.5498e-06
64,1.43862e+06,N0,9.93059e-08
64,5.86552e+07,N1,3.56058e-06
65,1.43832e+06,N0,-9.89276e-08
65,5.86555e+07,N1,-3.54498e-06
66,1.43804e+06,N0,9.95296e-08
66,5.86557e+07,N1,3.5673e-06
67,1.43776e+06,N0,9.92204e-08
67,5.8656e+07,N1,3.55542e-06
68,1.43749e+06,N0,-9.93005e-08
68,5.86562e+07,N1,-3.55914e-06
69,1.43722e+06,N0,-9.93514e-08
69,5.86564e+07,N1,-3.56258e-06
70,1.43696e+06,N0,9.89185e-08
70,5.86566e+07,N1,3.54661e-06
71,1.43671e+06,N0,9.98461e-08
71,5.86568e+07,N1,3.57894e-06
72,1.43647e+06,N0,-9.84746e-08
72,5.86571e+07,N1,-3.53176e-06
73,1.43623e+06,N0,-9.86493e-08
73,5.86573e+07,N1,-3.53709e-06
74,1.436e+06,N0,9.84855e-08
74,5.86574e+07,N1,3.53673e-06
75,1.43578e+06,N0,9.9275e-08
75,5.86576e+07,N1,3.56241e-06
76,1.43556e+06,N0,-9.88312e-08
76,5.86578e+07,N1,-3.54719e-06
77,1.43535e+06,N0,-9.89603e-08
77,5.8658e+07,N1,-3.55044e-06
78,1.43514e+06,N0,-9.86875e-08
78,5.86582e+07,N1,-3.54262e-06
79,1.43494e+06,N0,-9.86638e-08
79,5.86583e+07,N1,-3.54398e-06
80,1.43474e+06,N0,9.9064e-08
80,5.86585e+07,N1,3.55549e-06
81,1.43454e+06,N0,9.89421e-08
81,5.86587e+07,N1,3.55267e-06
82,1.43436e+06,N0,9.92459e-08
82,5.86588e+07,N1,3.56455e-06
83,1.43417e+06,N0,9.8762e-08
83,5.8659e+07,N1,3.54936e-06
84,1.43399e+06,N0,-9.89403e-08
84,5.86591e+07,N1,-3.55158e-06
85,1.43382e+06,N0,-9.86693e-08
85,5.86593e+07,N1,-3.54684e-06
86,1.43364e+06,N0,9.90422e-08
86,5.86594e+07,N1,3.55834e-06
87,1.43348e+06,N0,9.8622e-08
87,5.86596e+07,N1,3.54439e-06
88,1.43331e+06,N0,-9.87402e-08
88,5.86597e+07,N1,-3.55107e-06
89,1.43315e+06,N0,9.88293e-08
89,5.86599e+07,N1,3.55752e-06
90,1.43299e+06,N0,-9.88202e-08
90,5.866e+07,N1,-3.55431e-06
91,1.43284e+06,N0,9.8571e-08
91,5.86601e+07,N1,3.54609e-06
92,1.43269e+06,N0,-9.83728e-08
92,5.86602e+07,N1,-3.53433e-06
93,1.43254e+06,N0,9.85328e-08
93,5.86604e+07,N1,3.54398e-06
94,1.4324e+06,N0,9.91186e-08
94,5.86605e+07,N1,3.56636e-06
95,1.43226e+06,N0,-9.88039e-08
95,5.86606e+07,N1,-3.55126e-06
96,1.43212e+06,N0,-9.85419e-08
96,5.86607e+07,N1,-3.54504e-06
97,1.43198e+06,N0,9.88111e-08
97,5.86608e+07,N1,3.55511e-06
98,1.43185e+06,N0,9.92641e-08
98,5.8661e+07,N1,3.57545e-06
99,1.43172e+06,N0,-9.91076e-08
99,5.86611e+07,N1,-3.56578e-06
100,1.43159e+06,N0,9.8813e-08
100,5.86612e+07,N1,3.5579e-06
101,1.43146e+06,N0,-9.90567e-08
101,5.86613e+07,N1,-3.56598e-06
102,1.43134e+06,N0,-9.88475e-08
102,5.86614e+07,N1,-3.55716e-06
103,1.43122e+06,N0,9.82182e-08
103,5.86615e+07,N1,3.53892e-06
104,1.4311e+06,N0,-9.85583e-08
104,5.86616e+07,N1,-3.55318e-06
105,1.43098e+06,N0,-9.84455e-08
105,5.86617e+07,N1,-3.54728e-06
106,1.43087e+06,N0,9.85237e-08
106,5.86618e+07,N1,3.54802e-06
107,1.43076e+06,N0,9.89803e-08
107,5.86619e+07,N1,3.56453e-06
108,1.43065e+06,N0,-9.83582e-08
108,5.8662e+07,N1,-3.54455e-06
109,1.43054e+06,N0,9.88239e-08
109,5.86621e+07,N1,3.55939e-06
110,1.43043e+06,N0,9.836e-08
110,5.86622e+07,N1,3.54523e-06
111,1.43033e+06,N0,-9.85547e-08
111,5.86622e+07,N1,-3.55166e-06
112,1.43023e+06,N0,-9.85128e-08
112,5.86623e+07,N1,-3.54659e-06
113,1.43013e+06,N0,9.88912e-08
113,5.86624e+07,N1,3.56672e-06
114,1.43003e+06,N0,-9.85674e-08
114,5.86625e+07,N1,-3.55099e-06
115,1.42993e+06,N0,9.85056e-08
115,5.86626e+07,N1,3.55291e-06
116,1.42983e+06,N0,9.8451e-08
116,5.86627e+07,N1,3.54764e-06
117,1.42974e+06,N0,9.81181e-08
117,5.86627e+07,N1,3.5349e-06
118,1.42965e+06,N0,-9.85365e-08
118,5.86628e+07,N1,-3.55505e-06
119,1.42956e+06,N0,9.83655e-08
119,5.86629e+07,N1,3.54611e-06
120,1.42947e+06,N0,-9.80635e-08
120,5.8663e+07,N1,-3.53566e-06
121,1.42938e+06,N0,-9.86402e-08
121,5.8663e+07,N1,-3.55558e-06
122,1.42929e+06,N0,9.8813e-08
122,5.86631e+07,N1,3.56739e-06
123,1.42921e+06,N0,9.83437e-08
123,5.86632e+07,N1,3.54436e-06
124,1.42912e+06,N0,-9.87038e-08
124,5.86633e+07,N1,-3.56016e-06
125,1.42904e+06,N0,9.82782e-08
125,5.86633e+07,N1,3.54232e-06
126,1.42896e+06,N0,-9.88166e-08
126,5.86634e+07,N1,-3.56369e-06
127,1.42888e+06,N0,-9.89457e-08
127,5.86635e+07,N1,-3.56858e-06
128,1.4288e+06,N0,9.83673e-08
128,5.86635e+07,N1,3.54575e-06
129,1.42872e+06,N0,-9.80726e-08
129,5.86636e+07,N1,-3.53692e-06
130,1.42865e+06,N0,-9.81072e-08
130,5.86637e+07,N1,-3.53786e-06
131,1.42857e+06,N0,9.89821e-08
131,5.86637e+07,N1,3.57184e-06
132,1.4285e+06,N0,-9.82818e-08
132,5.86638e+07,N1,-3.54732e-06
133,1.42842e+06,N0,-9.84855e-08
133,5.86639e+07,N1,-3.55386e-06
134,1.42835e+06,N0,9.79144e-08
134,5.86639e+07,N1,3.53465e-06
135,1.42828e+06,N0,-9.83237e-08
135,5.8664e+07,N1,-3.54929e-06
136,1.42821e+06,N0,-9.86165e-08
136,5.8664e+07,N1,-3.55932e-06
137,1.42814e+06,N0,-9.8722e-08
137,5.86641e+07,N1,-3.56278e-06
138,1.42807e+06,N0,-9.80453e-08
138,5.86641e+07,N1,-3.5382e-06
139,1.42801e+06,N0,-9.86602e-08
139,5.86642e+07,N1,-3.56147e-06
140,1.42794e+06,N0,-9.84128e-08
140,5.86643e+07,N1,-3.55018e-06
141,1.42788e+06,N0,9.84328e-08
141,5.86643e+07,N1,3.55448e-06
142,1.42781e+06,N0,9.84328e-08
142,5.86644e+07,N1,3.55055e-06
143,1.42775e+06,N0,-9.84655e-08
143,5.86644e+07,N1,-3.55426e-06
144,1.42769e+06,N0,9.84564e-08
144,5.86645e+07,N1,3.55403e-06
145,1.42762e+06,N0,9.83855e-08
145,5.86645e+07,N1,3.55304e-06
146,1.42756e+06,N0,-9.86802e-08
146,5.86646e+07,N1,-3.56247e-06
147,1.4275e+06,N0,-9.85692e-08
147,5.86646e+07,N1,-3.55803e-06
148,1.42744e+06,N0,9.85219e-08
148,5.86647e+07,N1,3.55942e-06
149,1.42739e+06,N0,9.88421e-08
149,5.86647e+07,N1,3.57063e-06
150,1.42733e+06,N0,-9.84037e-08
150,5.86648e+07,N1,-3.55393e-06
151,1.42727e+06,N0,-9.838e-08
151,5.86648e+07,N1,-3.54842e-06
152,1.42721e+06,N0,9.84965e-08
152,5.86649e+07,N1,3.55599e-06
153,1.42716e+06,N0,9.85619e-08
153,5.86649e+07,N1,3.55716e-06
154,1.4271e+06,N0,-9.84037e-08
154,5.8665e+07,N1,-3.55307e-06
155,1.42705e+06,N0,9.8622e-08
155,5.8665e+07,N1,3.5629e-06
156,1.427e+06,N0,-9.74742e-08
156,5.86651e+07,N1,-3.52092e-06
157,1.42694e+06,N0,-9.80363e-08
157,5.86651e+07,N1,-3.5451e-06
158,1.42689e+06,N0,9.85237e-08
158,5.86651e+07,N1,3.55955e-06
159,1.42684e+06,N0,-9.74778e-08
159,5.86652e+07,N1,-3.52221e-06
160,1.42679e+06,N0,-9.88512e-08
160,5.86652e+07,N1,-3.56709e-06
161,1.42674e+06,N0,-9.81727e-08
161,5.86653e+07,N1,-3.54579e-06
162,1.42669e+06,N0,9.81981e-08
162,5.86653e+07,N1,3.545e-06
163,1.42664e+06,N0,9.82363e-08
163,5.86654e+07,N1,3.54804e-06
164,1.42659e+06,N0,9.824e-08
164,5.86654e+07,N1,3.55031e-06
165,1.42655e+06,N0,9.87675e-08
165,5.86654e+07,N1,3.56932e-06
166,1.4265e+06,N0,-9.89094e-08
166,5.86655e+07,N1,-3.57491e-06
167,1.42645e+06,N0,9.83291e-08
167,5.86655e+07,N1,3.55197e-06
168,1.42641e+06,N0,-9.84546e-08
168,5.86656e+07,N1,-3.55602e-06
169,1.42636e+06,N0,-9.88694e-08
169,5.86656e+07,N1,-3.57048e-06
170,1.42631e+06,N0,-9.87857e-08
170,5.86656e+07,N1,-3.56974e-06
171,1.42627e+06,N0,9.80908e-08
171,5.86657e+07,N1,3.54435e-06
172,1.42623e+06,N0,-9.82636e-08
172,5.86657e+07,N1,-3.55018e-06
173,1.42618e+06,N0,9.81981e-08
173,5.86657e+07,N1,3.54691e-06
174,1.42614e+06,N0,-9.84164e-08
174,5.86658e+07,N1,-3.55907e-06
175,1.4261e+06,N0,-9.82818e-08
175,5.86658e+07,N1,-3.55022e-06
176,1.42606e+06,N0,9.76215e-08
176,5.86659e+07,N1,3.53087e-06
177,1.42601e+06,N0,9.79999e-08
177,5.86659e+07,N1,3.542e-06
178,1.42597e+06,N0,-9.83418e-08
178,5.86659e+07,N1,-3.55418e-06
179,1.42593e+06,N0,-9.83746e-08
179,5.8666e+07,N1,-3.55253e-06
180,1.42589e+06,N0,-9.88912e-08
180,5.8666e+07,N1,-3.57417e-06
181,1.42585e+06,N0,-9.83928e-08
181,5.8666e+07,N1,-3.55512e-06
182,1.42581e+06,N0,-9.7818e-08
182,5.86661e+07,N1,-3.53544e-06
183,1.42577e+06,N0,9.84273e-08
183,5.86661e+07,N1,3.55993e-06
184,1.42574e+06,N0,-9.79508e-08
184,5.86661e+07,N1,-3.54156e-06
185,1.4257e+06,N0,9.83237e-08
185,5.86662e+07,N1,3.55526e-06
186,1.42566e+06,N0,9.85237e-08
186,5.86662e+07,N1,3.56363e-06
187,1.42562e+06,N0,9.79398e-08
187,5.86662e+07,N1,3.53889e-06
188,1.42559e+06,N0,9.84091e-08
188,5.86662e+07,N1,3.55678e-06
189,1.42555e+06,N0,9.87584e-08
189,5.86663e+07,N1,3.57011e-06
190,1.42551e+06,N0,9.80217e-08
190,5.86663e+07,N1,3.54418e-06
191,1.42548e+06,N0,-9.87766e-08
191,5.86663e+07,N1,-3.56878e-06
192,1.42544e+06,N0,-9.76615e-08
192,5.86664e+07,N1,-3.53341e-06
193,1.42541e+06,N0,9.86547e-08
193,5.86664e+07,N1,3.56509e-06
194,1.42537e+06,N0,-9.83146e-08
194,5.86664e+07,N1,-3.55375e-06
195,1.42534e+06,N0,-9.8431e-08
195,5.86665e+07,N1,-3.5562e-06
196,1.4253e+06,N0,9.8009e-08
196,5.86665e+07,N1,3.5434e-06
197,1.42527e+06,N0,-9.82454e-08
197,5.86665e+07,N1,-3.54927e-06
198,1.42524e+06,N0,-9.85183e-08
198,5.86665e+07,N1,-3.56066e-06
199,1.4252e+06,N0,-9.82673e-08
199,5.86666e+07,N1,-3.55163e-06
200,1.42517e+06,N0,9.82418e-08
200,5.86666e+07,N1,3.55218e-06
201,1.42514e+06,N0,9.78416e-08
201,5.86666e+07,N1,3.53839e-06
202,1.42511e+06,N0,-9.80672e-08
202,5.86667e+07,N1,-3.54783e-06
203,1.42507e+06,N0,-9.78398e-08
203,5.86667e+07,N1,-3.53936e-06
204,1.42504e+06,N0,-9.82127e-08
204,5.86667e+07,N1,-3.55246e-06
205,1.42501e+06,N0,-9.82982e-08
205,5.86667e+07,N1,-3.55221e-06
206,1.42498e+06,N0,9.83946e-08
206,5.86668e+07,N1,3.55716e-06
207,1.42495e+06,N0,-9.81672e-08
207,5.86668e+07,N1,-3.54961e-06
208,1.42492e+06,N0,-9.82218e-08
208,5.86668e+07,N1,-3.55384e-06
209,1.42489e+06,N0,9.80126e-08
209,5.86668e+07,N1,3.546e-06
210,1.42486e+06,N0,-9.80453e-08
210,5.86669e+07,N1,-3.54778e-06
211,1.42483e+06,N0,-9.82018e-08
211,5.86669e+07,N1,-3.55169e-06
212,1.4248e+06,N0,-9.83291e-08
212,5.86669e+07,N1,-3.55526e-06
213,1.42477e+06,N0,9.85474e-08
213,5.86669e+07,N1,3.56581e-06
214,1.42475e+06,N0,9.83564e-08
214,5.8667e+07,N1,3.55745e-06
215,1.42472e+06,N0,9.84401e-08
215,5.8667e+07,N1,3.56159e-06
216,1.42469e+06,N0,-9.83346e-08
216,5.8667e+07,N1,-3.55422e-06
217,1.42466e+06,N0,9.80635e-08
217,5.8667e+07,N1,3.54931e-06
218,1.42463e+06,N0,9.84892e-08
218,5.86671e+07,N1,3.56417e-06
219,1.42461e+06,N0,9.80635e-08
219,5.86671e+07,N1,3.54789e-06
220,1.42458e+06,N0,9.82855e-08
220,5.86671e+07,N1,3.5552e-06
221,1.42455e+06,N0,9.80381e-08
221,5.86671e+07,N1,3.55056e-06
222,1.42453e+06,N0,-9.81872e-08
222,5.86671e+07,N1,-3.5525e-06
223,1.4245e+06,N0,-9.82891e-08
223,5.86672e+07,N1,-3.55313e-06
224,1.42447e+06,N0,-9.80235e-08
224,5.86672e+07,N1,-3.54826e-06
225,1.42445e+06,N0,9.83164e-08
225,5.86672e+07,N1,3.55559e-06
226,1.42442e+06,N0,9.80472e-08
226,5.86672e+07,N1,3.55039e-06
227,1.4244e+06,N0,9.80472e-08
227,5.86673e+07,N1,3.54632e-06
228,1.42437e+06,N0,-9.834e-08
228,5.86673e+07,N1,-3.55371e-06
229,1.42435e+06,N0,9.79835e-08
229,5.86673e+07,N1,3.54644e-06
230,1.42432e+06,N0,9.83309e-08
230,5.86673e+07,N1,3.55544e-06
231,1.4243e+06,N0,-9.79599e-08
231,5.86673e+07,N1,-3.54479e-06
232,1.42427e+06,N0,-9.8662e-08
232,5.86674e+07,N1,-3.57079e-06
233,1.42425e+06,N0,9.77907e-08
233,5.86674e+07,N1,3.5394e-06
234,1.42422e+06,N0,9.86602e-08
234,5.86674e+07,N1,3.56964e-06
235,1.4242e+06,N0,9.79962e-08
235,5.86674e+07,N1,3.54847e-06
236,1.42418e+06,N0,-9.90258e-08
236,5.86674e+07,N1,-3.58188e-06
237,1.42415e+06,N0,9.78253e-08
237,5.86675e+07,N1,3.53827e-06
238,1.42413e+06,N0,-9.84546e-08
238,5.86675e+07,N1,-3.56122e-06
239,1.42411e+06,N0,-9.82818e-08
239,5.86675e+07,N1,-3.55955e-06
240,1.42409e+06,N0,9.83364e-08
240,5.86675e+07,N1,3.56138e-06
241,1.42406e+06,N0,-9.84528e-08
241,5.86675e+07,N1,-3.56627e-06
242,1.42404e+06,N0,-9.8189e-08
242,5.86676e+07,N1,-3.55336e-06
243,1.42402e+06,N0,9.7767e-08
243,5.86676e+07,N1,3.53967e-06
244,1.424e+06,N0,9.83855e-08
244,5.86676e+07,N1,3.56242e-06
245,1.42397e+06,N0,9.82527e-08
245,5.86676e+07,N1,3.55299e-06
246,1.42395e+06,N0,9.81672e-08
246,5.86676e+07,N1,3.55054e-06
247,1.42393e+06,N0,9.81127e-08
247,5.86676e+07,N1,3.55228e-06
248,1.42391e+06,N0,-9.82764e-08
248,5.86677e+07,N1,-3.55608e-06
249,1.42389e+06,N0,-9.85128e-08
249,5.86677e+07,N1,-3.57039e-06
250,1.42387e+06,N0,9.81381e-08
250,5.86677e+07,N1,3.55347e-06
251,1.42385e+06,N0,-9.80963e-08
251,5.86677e+07,N1,-3.55141e-06
252,1.42383e+06,N0,9.78671e-08
252,5.86677e+07,N1,3.54087e-06
253,1.42381e+06,N0,-9.81217e-08
253,5.86678e+07,N1,-3.55345e-06
254,1.42379e+06,N0,-9.79635e-08
254,5.86678e+07,N1,-3.54745e-06
255,1.42377e+06,N0,-9.81854e-08
255,5.86678e+07,N1,-3.55627e-06
256,1.42375e+06,N0,-9.83164e-08
256,5.86678e+07,N1,-3.55921e-06
257,1.42373e+06,N0,9.836e-08
257,5.86678e+07,N1,3.55846e-06
258,1.42371e+06,N0,-9.80926e-08
258,5.86678e+07,N1,-3.55362e-06
259,1.42369e+06,N0,9.81327e-08
259,5.86679e+07,N1,3.55308e-06
260,1.42367e+06,N0,9.80453e-08
260,5.86679e+07,N1,3.54745e-06
261,1.42365e+06,N0,9.80162e-08
261,5.86679e+07,N1,3.54748e-06
262,1.42363e+06,N0,9.81927e-08
262,5.86679e+07,N1,3.55583e-06
263,1.42361e+06,N0,9.824e-08
263,5.86679e+07,N1,3.55596e-06
264,1.42359e+06,N0,9.82618e-08
264,5.86679e+07,N1,3.55736e-06
265,1.42357e+06,N0,9.80472e-08
265,5.86679e+07,N1,3.55e-06
266,1.42355e+06,N0,-9.78689e-08
266,5.8668e+07,N1,-3.54769e-06
267,1.42353e+06,N0,-9.80908e-08
267,5.8668e+07,N1,-3.54934e-06
268,1.42352e+06,N0,9.82964e-08
268,5.8668e+07,N1,3.55724e-06
269,1.4235e+06,N0,-9.8702e-08
269,5.8668e+07,N1,-3.57357e-06
270,1.42348e+06,N0,-9.82072e-08
270,5.8668e+07,N1,-3.55337e-06
271,1.42346e+06,N0,-9.79981e-08
271,5.8668e+07,N1,-3.5462e-06
272,1.42344e+06,N0,-9.80344e-08
272,5.86681e+07,N1,-3.55044e-06
273,1.42343e+06,N0,-9.79708e-08
273,5.86681e+07,N1,-3.54615e-06
274,1.42341e+06,N0,9.78835e-08
274,5.86681e+07,N1,3.54542e-06
275,1.42339e+06,N0,-9.74524e-08
275,5.86681e+07,N1,-3.53079e-06
276,1.42338e+06,N0,9.77288e-08
276,5.86681e+07,N1,3.53874e-06
277,1.42336e+06,N0,-9.80763e-08
277,5.86681e+07,N1,-3.55038e-06
278,1.42334e+06,N0,-9.8129e-08
278,5.86681e+07,N1,-3.55247e-06
279,1.42332e+06,N0,-9.81599e-08
279,5.86682e+07,N1,-3.5556e-06
280,1.42331e+06,N0,-9.84164e-08
280,5.86682e+07,N1,-3.56577e-06
281,1.42329e+06,N0,9.73214e-08
281,5.86682e+07,N1,3.52404e-06
282,1.42327e+06,N0,9.84928e-08
282,5.86682e+07,N1,3.5679e-06
283,1.42326e+06,N0,9.75269e-08
283,5.86682e+07,N1,3.53069e-06
284,1.42324e+06,N0,9.82163e-08
284,5.86682e+07,N1,3.55645e-06
285,1.42323e+06,N0,-9.82091e-08
285,5.86682e+07,N1,-3.55557e-06
286,1.42321e+06,N0,-9.80799e-08
286,5.86683e+07,N1,-3.55427e-06
287,1.42319e+06,N0,-9.79362e-08
287,5.86683e+07,N1,-3.54574e-06
288,1.42318e+06,N0,-9.81599e-08
288,5.86683e+07,N1,-3.55131e-06
289,1.42316e+06,N0,9.78489e-08
289,5.86683e+07,N1,3.5451e-06
290,1.42315e+06,N0,-9.76106e-08
290,5.86683e+07,N1,-3.53538e-06
291,1.42313e+06,N0,9.80253e-08
291,5.86683e+07,N1,3.55121e-06
292,1.42312e+06,N0,9.836e-08
292,5.86683e+07,N1,3.5609e-06
293,1.4231e+06,N0,9.77234e-08
293,5.86683e+07,N1,3.5375e-06
294,1.42308e+06,N0,9.75997e-08
294,5.86684e+07,N1,3.53195e-06
295,1.42307e+06,N0,9.83473e-08
295,5.86684e+07,N1,3.56234e-06
296,1.42305e+06,N0,9.77216e-08
296,5.86684e+07,N1,3.54167e-06
297,1.42304e+06,N0,9.87584e-08
297,5.86684e+07,N1,3.57932e-06
298,1.42302e+06,N0,9.81345e-08
298,5.86684e+07,N1,3.5543e-06
299,1.42301e+06,N0,-9.86529e-08
299,5.86684e+07,N1,-3.5731e-06
