pars,popsize,population,DXDT
63,1.51652e+07,N0,-7.51461e-08
63,0,N1,-9.95461e-07
64,1.51644e+07,N0,-6.91507e-08
64,0,N1,-9.97733e-07
65,1.51636e+07,N0,-8.17527e-08
65,0,N1,-9.85196e-07
66,1.51629e+07,N0,-7.58155e-08
66,0,N1,-9.89931e-07
67,1.51621e+07,N0,-7.90169e-08
67,0,N1,-9.88164e-07
68,1.51614e+07,N0,-7.84348e-08
68,0,N1,-9.84178e-07
69,1.51607e+07,N0,-6.69679e-08
69,0,N1,-9.99606e-07
70,1.516e+07,N0,-7.86677e-08
70,0,N1,-9.87669e-07
71,1.51594e+07,N0,-8.3819e-08
71,0,N1,-9.85687e-07
72,1.51587e+07,N0,-6.8394e-08
72,0,N1,-9.97592e-07
73,1.51581e+07,N0,-6.47269e-08
73,0,N1,-9.95789e-07
74,1.51575e+07,N0,-7.56409e-08
74,0,N1,-9.95881e-07
75,1.51569e+07,N0,-7.15081e-08
75,0,N1,-9.96931e-07
76,1.51564e+07,N0,-7.48259e-08
76,0,N1,-9.92373e-07
77,1.51558e+07,N0,-8.11997e-08
77,0,N1,-9.84747e-07
78,1.51552e+07,N0,-6.63858e-08
78,0,N1,-9.98418e-07
79,1.51547e+07,N0,-7.42148e-08
79,0,N1,-9.9408e-07
80,1.51542e+07,N0,-7.35454e-08
80,0,N1,-9.92263e-07
81,1.51537e+07,N0,-7.82602e-08
81,0,N1,-9.90563e-07
82,1.51532e+07,N0,-7.47968e-08
82,0,N1,-9.86746e-07
83,1.51527e+07,N0,-6.90634e-08
83,0,N1,-9.94096e-07
84,1.51523e+07,N0,-7.52916e-08
84,0,N1,-9.96508e-07
85,1.51518e+07,N0,-6.86268e-08
85,0,N1,-9.86461e-07
86,1.51514e+07,N0,-6.89761e-08
86,0,N1,-9.91604e-07
87,1.51509e+07,N0,-7.35454e-08
87,0,N1,-9.95118e-07
88,1.51505e+07,N0,-8.34989e-08
88,0,N1,-9.86494e-07
89,1.51501e+07,N0,-8.41974e-08
89,0,N1,-9.88342e-07
90,1.51497e+07,N0,-6.07397e-08
90,0,N1,-9.99431e-07
91,1.51493e+07,N0,-7.61647e-08
91,0,N1,-9.90355e-07
92,1.51489e+07,N0,-6.55709e-08
92,0,N1,-9.93558e-07
93,1.51485e+07,N0,-7.65722e-08
93,0,N1,-9.92902e-07
94,1.51481e+07,N0,-7.56409e-08
94,0,N1,-9.89221e-07
95,1.51478e+07,N0,-7.03149e-08
95,0,N1,-9.88065e-07
96,1.51474e+07,N0,-6.01285e-08
96,0,N1,-9.97512e-07
97,1.51471e+07,N0,-6.76955e-08
97,0,N1,-9.96171e-07
98,1.51467e+07,N0,-7.48259e-08
98,0,N1,-9.9461e-07
99,1.51464e+07,N0,-6.23986e-08
99,0,N1,-9.99717e-07
100,1.51461e+07,N0,-7.80856e-08
100,0,N1,-9.86734e-07
101,1.51458e+07,N0,-7.24685e-08
101,0,N1,-9.90796e-07
102,1.51454e+07,N0,-6.15837e-08
102,0,N1,-9.99472e-07
103,1.51451e+07,N0,-6.95873e-08
103,0,N1,-9.88532e-07
104,1.51448e+07,N0,-8.184e-08
104,0,N1,-9.85967e-07
105,1.51445e+07,N0,-7.34581e-08
105,0,N1,-9.85481e-07
106,1.51442e+07,N0,-7.60774e-08
106,0,N1,-9.9161e-07
107,1.5144e+07,N0,-7.2585e-08
107,0,N1,-9.91216e-07
108,1.51437e+07,N0,-7.30215e-08
108,0,N1,-9.86628e-07
109,1.51434e+07,N0,-6.77537e-08
109,0,N1,-9.93241e-07
110,1.51431e+07,N0,-6.71134e-08
110,0,N1,-9.93758e-07
111,1.51429e+07,N0,-6.27188e-08
111,0,N1,-9.9368e-07
112,1.51426e+07,N0,-7.27596e-08
112,0,N1,-9.9347e-07
113,1.51424e+07,N0,-6.45523e-08
113,0,N1,-9.96261e-07
114,1.51421e+07,N0,-7.55826e-08
114,0,N1,-9.86507e-07
115,1.51419e+07,N0,-6.30098e-08
115,0,N1,-9.98868e-07
116,1.51416e+07,N0,-7.16827e-08
116,0,N1,-9.93279e-07
117,1.51414e+07,N0,-6.92089e-08
117,0,N1,-9.91411e-07
118,1.51412e+07,N0,-6.79865e-08
118,0,N1,-9.9386e-07
119,1.51409e+07,N0,-7.78527e-08
119,0,N1,-9.89525e-07
120,1.51407e+07,N0,-7.13044e-08
120,0,N1,-9.96347e-07
121,1.51405e+07,N0,-6.4203e-08
121,0,N1,-9.98203e-07
122,1.51403e+07,N0,-7.27014e-08
122,0,N1,-9.89384e-07
123,1.514e+07,N0,-7.567e-08
123,0,N1,-9.8968e-07
124,1.51398e+07,N0,-7.31961e-08
124,0,N1,-9.85841e-07
125,1.51396e+07,N0,-6.6153e-08
125,0,N1,-9.95474e-07
126,1.51394e+07,N0,-7.17409e-08
126,0,N1,-9.94711e-07
127,1.51392e+07,N0,-7.05477e-08
127,0,N1,-9.96742e-07
128,1.5139e+07,N0,-7.01111e-08
128,0,N1,-9.99123e-07
129,1.51388e+07,N0,-8.22183e-08
129,0,N1,-9.85567e-07
130,1.51386e+07,N0,-7.01402e-08
130,0,N1,-9.89658e-07
131,1.51384e+07,N0,-7.61356e-08
131,0,N1,-9.92339e-07
132,1.51383e+07,N0,-6.5309e-08
132,0,N1,-9.98817e-07
133,1.51381e+07,N0,-7.63393e-08
133,0,N1,-9.87091e-07
134,1.51379e+07,N0,-6.91798e-08
134,0,N1,-9.90672e-07
135,1.51377e+07,N0,-7.52916e-08
135,0,N1,-9.92442e-07
136,1.51375e+07,N0,-6.41448e-08
136,0,N1,-9.97941e-07
137,1.51374e+07,N0,-7.08969e-08
137,0,N1,-9.9036e-07
138,1.51372e+07,N0,-6.66478e-08
138,0,N1,-9.96054e-07
139,1.5137e+07,N0,-5.90808e-08
139,0,N1,-9.96618e-07
140,1.51369e+07,N0,-7.58155e-08
140,0,N1,-9.86594e-07
141,1.51367e+07,N0,-6.85104e-08
141,0,N1,-9.88558e-07
142,1.51365e+07,N0,-7.30215e-08
142,0,N1,-9.87398e-07
143,1.51364e+07,N0,-7.44476e-08
143,0,N1,-9.87905e-07
144,1.51362e+07,N0,-6.7259e-08
144,0,N1,-9.95402e-07
145,1.51361e+07,N0,-6.4465e-08
145,0,N1,-9.96834e-07
146,1.51359e+07,N0,-6.7259e-08
146,0,N1,-9.97493e-07
147,1.51358e+07,N0,-6.39702e-08
147,0,N1,-9.99869e-07
148,1.51356e+07,N0,-8.19273e-08
148,0,N1,-9.85563e-07
149,1.51355e+07,N0,-6.50762e-08
149,0,N1,-9.96137e-07
150,1.51353e+07,N0,-6.87432e-08
150,0,N1,-9.97399e-07
151,1.51352e+07,N0,-7.59028e-08
151,0,N1,-9.94531e-07
152,1.51351e+07,N0,-6.34464e-08
152,0,N1,-9.92805e-07
153,1.51349e+07,N0,-6.92089e-08
153,0,N1,-9.97262e-07
154,1.51348e+07,N0,-7.20611e-08
154,0,N1,-9.92296e-07
155,1.51347e+07,N0,-7.12753e-08
155,0,N1,-9.93854e-07
156,1.51345e+07,N0,-6.28643e-08
156,0,N1,-9.99021e-07
157,1.51344e+07,N0,-7.06641e-08
157,0,N1,-9.9781e-07
158,1.51343e+07,N0,-7.21484e-08
158,0,N1,-9.97085e-07
159,1.51341e+07,N0,-7.28178e-08
159,0,N1,-9.86395e-07
160,1.5134e+07,N0,-6.19621e-08
160,0,N1,-9.99237e-07
161,1.51339e+07,N0,-6.35337e-08
161,0,N1,-9.96904e-07
162,1.51338e+07,N0,-7.37491e-08
162,0,N1,-9.8913e-07
163,1.51336e+07,N0,-6.90634e-08
163,0,N1,-9.90918e-07
164,1.51335e+07,N0,-7.43312e-08
164,0,N1,-9.867e-07
165,1.51334e+07,N0,-6.94126e-08
165,0,N1,-9.93458e-07
166,1.51333e+07,N0,-6.06233e-08
166,0,N1,-9.98657e-07
167,1.51332e+07,N0,-6.53963e-08
167,0,N1,-9.92849e-07
168,1.51331e+07,N0,-6.42322e-08
168,0,N1,-9.95644e-07
169,1.51329e+07,N0,-7.19738e-08
169,0,N1,-9.86439e-07
170,1.51328e+07,N0,-7.33708e-08
170,0,N1,-9.95822e-07
171,1.51327e+07,N0,-6.75791e-08
171,0,N1,-9.94795e-07
172,1.51326e+07,N0,-7.29051e-08
172,0,N1,-9.90725e-07
173,1.51325e+07,N0,-5.76256e-08
173,0,N1,-9.99949e-07
174,1.51324e+07,N0,-6.60366e-08
174,0,N1,-9.98515e-07
175,1.51323e+07,N0,-7.51752e-08
175,0,N1,-9.85595e-07
176,1.51322e+07,N0,-7.38364e-08
176,0,N1,-9.89061e-07
177,1.51321e+07,N0,-6.71425e-08
177,0,N1,-9.9576e-07
178,1.5132e+07,N0,-6.8685e-08
178,0,N1,-9.98891e-07
179,1.51319e+07,N0,-7.07223e-08
179,0,N1,-9.94711e-07
180,1.51318e+07,N0,-6.88597e-08
180,0,N1,-9.9343e-07
181,1.51317e+07,N0,-6.10307e-08
181,0,N1,-9.98027e-07
182,1.51316e+07,N0,-6.19912e-08
182,0,N1,-9.97847e-07
183,1.51315e+07,N0,-6.39993e-08
183,0,N1,-9.94321e-07
184,1.51314e+07,N0,-6.89179e-08
184,0,N1,-9.8823e-07
185,1.51313e+07,N0,-6.56e-08
185,0,N1,-9.96391e-07
186,1.51312e+07,N0,-7.44476e-08
186,0,N1,-9.95106e-07
187,1.51311e+07,N0,-7.5117e-08
187,0,N1,-9.89244e-07
188,1.5131e+07,N0,-7.31961e-08
188,0,N1,-9.91491e-07
189,1.51309e+07,N0,-7.05477e-08
189,0,N1,-9.88691e-07
190,1.51309e+07,N0,-7.63102e-08
190,0,N1,-9.86823e-07
191,1.51308e+07,N0,-7.33125e-08
191,0,N1,-9.87218e-07
192,1.51307e+07,N0,-7.12462e-08
192,0,N1,-9.97567e-07
193,1.51306e+07,N0,-7.37491e-08
193,0,N1,-9.86749e-07
194,1.51305e+07,N0,-6.8103e-08
194,0,N1,-9.9313e-07
195,1.51304e+07,N0,-6.44359e-08
195,0,N1,-9.9881e-07
196,1.51303e+07,N0,-6.92089e-08
196,0,N1,-9.92331e-07
197,1.51303e+07,N0,-6.94999e-08
197,0,N1,-9.90942e-07
198,1.51302e+07,N0,-6.5309e-08
198,0,N1,-9.94428e-07
199,1.51301e+07,N0,-7.36036e-08
199,0,N1,-9.9044e-07
200,1.513e+07,N0,-7.50879e-08
200,0,N1,-9.90081e-07
201,1.51299e+07,N0,-6.54836e-08
201,0,N1,-9.94121e-07
202,1.51299e+07,N0,-6.51926e-08
202,0,N1,-9.96726e-07
203,1.51298e+07,N0,-7.71834e-08
203,0,N1,-9.88672e-07
204,1.51297e+07,N0,-6.33881e-08
204,0,N1,-9.95359e-07
205,1.51296e+07,N0,-7.88714e-08
205,0,N1,-9.87047e-07
206,1.51296e+07,N0,-7.30215e-08
206,0,N1,-9.90459e-07
207,1.51295e+07,N0,-7.09842e-08
207,0,N1,-9.91818e-07
208,1.51294e+07,N0,-7.3167e-08
208,0,N1,-9.93832e-07
209,1.51293e+07,N0,-6.44941e-08
209,0,N1,-9.97487e-07
210,1.51293e+07,N0,-7.61356e-08
210,0,N1,-9.91937e-07
211,1.51292e+07,N0,-6.88015e-08
211,0,N1,-9.90967e-07
212,1.51291e+07,N0,-7.4564e-08
212,0,N1,-9.87581e-07
213,1.51291e+07,N0,-6.61821e-08
213,0,N1,-9.91067e-07
214,1.5129e+07,N0,-6.71716e-08
214,0,N1,-9.89318e-07
215,1.51289e+07,N0,-6.35046e-08
215,0,N1,-9.98987e-07
216,1.51288e+07,N0,-7.46513e-08
216,0,N1,-9.88142e-07
217,1.51288e+07,N0,-6.62985e-08
217,0,N1,-9.94257e-07
218,1.51287e+07,N0,-6.46978e-08
218,0,N1,-9.98699e-07
219,1.51286e+07,N0,-5.8586e-08
219,0,N1,-9.9658e-07
220,1.51286e+07,N0,-6.49015e-08
220,0,N1,-9.96065e-07
221,1.51285e+07,N0,-7.58446e-08
221,0,N1,-9.88543e-07
222,1.51284e+07,N0,-6.86559e-08
222,0,N1,-9.92585e-07
223,1.51284e+07,N0,-6.69679e-08
223,0,N1,-9.9833e-07
224,1.51283e+07,N0,-7.06641e-08
224,0,N1,-9.92023e-07
225,1.51283e+07,N0,-6.53381e-08
225,0,N1,-9.90492e-07
226,1.51282e+07,N0,-7.39237e-08
226,0,N1,-9.87729e-07
227,1.51281e+07,N0,-7.25558e-08
227,0,N1,-9.9277e-07
228,1.51281e+07,N0,-7.39819e-08
228,0,N1,-9.87019e-07
229,1.5128e+07,N0,-6.13509e-08
229,0,N1,-9.98941e-07
230,1.51279e+07,N0,-6.65314e-08
230,0,N1,-9.93679e-07
231,1.51279e+07,N0,-6.79865e-08
231,0,N1,-9.92686e-07
232,1.51278e+07,N0,-6.88888e-08
232,0,N1,-9.98413e-07
233,1.51278e+07,N0,-7.41857e-08
233,0,N1,-9.89676e-07
234,1.51277e+07,N0,-7.177e-08
234,0,N1,-9.91005e-07
235,1.51277e+07,N0,-7.16827e-08
235,0,N1,-9.95593e-07
236,1.51276e+07,N0,-8.34407e-08
236,0,N1,-9.87614e-07
237,1.51275e+07,N0,-6.97619e-08
237,0,N1,-9.95615e-07
238,1.51275e+07,N0,-7.67759e-08
238,0,N1,-9.87421e-07
239,1.51274e+07,N0,-6.90343e-08
239,0,N1,-9.90758e-07
240,1.51274e+07,N0,-7.89005e-08
240,0,N1,-9.87849e-07
241,1.51273e+07,N0,-6.24859e-08
241,0,N1,-9.95284e-07
242,1.51273e+07,N0,-7.50297e-08
242,0,N1,-9.9593e-07
243,1.51272e+07,N0,-6.37083e-08
243,0,N1,-9.95066e-07
244,1.51272e+07,N0,-7.38946e-08
244,0,N1,-9.9036e-07
245,1.51271e+07,N0,-7.16245e-08
245,0,N1,-9.89007e-07
246,1.51271e+07,N0,-6.3359e-08
246,0,N1,-9.99272e-07
247,1.5127e+07,N0,-7.05768e-08
247,0,N1,-9.91422e-07
248,1.51269e+07,N0,-7.57864e-08
248,0,N1,-9.88743e-07
249,1.51269e+07,N0,-7.13044e-08
249,0,N1,-9.90678e-07
250,1.51268e+07,N0,-6.78701e-08
250,0,N1,-9.94347e-07
251,1.51268e+07,N0,-8.56235e-08
251,0,N1,-9.86679e-07
252,1.51267e+07,N0,-6.60948e-08
252,0,N1,-9.97992e-07
253,1.51267e+07,N0,-6.61239e-08
253,0,N1,-9.99816e-07
254,1.51266e+07,N0,-6.65314e-08
254,0,N1,-9.93675e-07
255,1.51266e+07,N0,-5.87024e-08
255,0,N1,-9.97901e-07
256,1.51265e+07,N0,-7.68923e-08
256,0,N1,-9.86101e-07
257,1.51265e+07,N0,-7.08096e-08
257,0,N1,-9.90318e-07
258,1.51265e+07,N0,-7.76199e-08
258,0,N1,-9.91687e-07
259,1.51264e+07,N0,-6.17583e-08
259,0,N1,-9.96337e-07
260,1.51264e+07,N0,-6.39702e-08
260,0,N1,-9.97419e-07
261,1.51263e+07,N0,-6.58038e-08
261,0,N1,-9.95031e-07
262,1.51263e+07,N0,-6.07106e-08
262,0,N1,-9.95751e-07
263,1.51262e+07,N0,-6.90925e-08
263,0,N1,-9.92417e-07
264,1.51262e+07,N0,-6.65605e-08
264,0,N1,-9.94185e-07
265,1.51261e+07,N0,-6.3912e-08
265,0,N1,-9.96825e-07
266,1.51261e+07,N0,-7.18283e-08
266,0,N1,-9.90588e-07
267,1.5126e+07,N0,-6.99656e-08
267,0,N1,-9.93026e-07
268,1.5126e+07,N0,-8.47504e-08
268,0,N1,-9.88118e-07
269,1.51259e+07,N0,-7.75326e-08
269,0,N1,-9.89765e-07
270,1.51259e+07,N0,-7.21193e-08
270,0,N1,-9.91657e-07
271,1.51259e+07,N0,-6.34464e-08
271,0,N1,-9.95541e-07
272,1.51258e+07,N0,-5.87897e-08
272,0,N1,-9.9709e-07
273,1.51258e+07,N0,-6.27479e-08
273,0,N1,-9.91125e-07
274,1.51257e+07,N0,-6.47851e-08
274,0,N1,-9.93253e-07
275,1.51257e+07,N0,-6.77537e-08
275,0,N1,-9.98237e-07
276,1.51257e+07,N0,-6.98201e-08
276,0,N1,-9.93199e-07
277,1.51256e+07,N0,-6.7259e-08
277,0,N1,-9.92816e-07
278,1.51256e+07,N0,-6.5309e-08
278,0,N1,-9.94022e-07
279,1.51255e+07,N0,-5.9692e-08
279,0,N1,-9.97019e-07
280,1.51255e+07,N0,-5.67525e-08
280,0,N1,-9.99515e-07
281,1.51254e+07,N0,-6.90925e-08
281,0,N1,-9.91876e-07
282,1.51254e+07,N0,-6.25732e-08
282,0,N1,-9.90013e-07
283,1.51254e+07,N0,-7.59901e-08
283,0,N1,-9.87197e-07
284,1.51253e+07,N0,-7.20029e-08
284,0,N1,-9.95486e-07
285,1.51253e+07,N0,-6.51053e-08
285,0,N1,-9.96967e-07
286,1.51252e+07,N0,-7.20902e-08
286,0,N1,-9.86608e-07
287,1.51252e+07,N0,-7.45349e-08
287,0,N1,-9.93352e-07
288,1.51252e+07,N0,-6.19621e-08
288,0,N1,-9.96233e-07
289,1.51251e+07,N0,-6.85104e-08
289,0,N1,-9.95673e-07
290,1.51251e+07,N0,-6.57164e-08
290,0,N1,-9.98432e-07
291,1.51251e+07,N0,-6.56e-08
291,0,N1,-9.92575e-07
292,1.5125e+07,N0,-6.46687e-08
292,0,N1,-9.98463e-07
293,1.5125e+07,N0,-6.23404e-08
293,0,N1,-9.94756e-07
294,1.51249e+07,N0,-7.48551e-08
294,0,N1,-9.9167e-07
295,1.51249e+07,N0,-7.53498e-08
295,0,N1,-9.89159e-07
296,1.51249e+07,N0,-6.98201e-08
296,0,N1,-9.87801e-07
297,1.51248e+07,N0,-6.755e-08
297,0,N1,-9.95295e-07
298,1.51248e+07,N0,-6.97619e-08
298,0,N1,-9.95415e-07
299,1.51248e+07,N0,-7.13626e-08
299,0,N1,-9.93579e-07
