N0,N1,Sin,c
10037.3,1.64368e+08,122,1e-07
10037,1.65968e+08,123,1e-07
10036.6,1.67568e+08,124,1e-07
10036.3,1.69168e+08,125,1e-07
10035.9,1.70768e+08,126,1e-07
10035.6,1.72368e+08,127,1e-07
10035.2,1.73968e+08,128,1e-07
10034.9,1.75568e+08,129,1e-07
10034.6,1.77168e+08,130,1e-07
10034.3,1.78768e+08,131,1e-07
10034,1.80368e+08,132,1e-07
10033.7,1.81968e+08,133,1e-07
10033.4,1.83568e+08,134,1e-07
10033.1,1.85168e+08,135,1e-07
10032.8,1.86768e+08,136,1e-07
10032.5,1.88368e+08,137,1e-07
10032.3,1.89968e+08,138,1e-07
10032,1.91568e+08,139,1e-07
10031.7,1.93168e+08,140,1e-07
10031.5,1.94768e+08,141,1e-07
10031.2,1.96368e+08,142,1e-07
10031,1.97968e+08,143,1e-07
10030.7,1.99568e+08,144,1e-07
10030.5,2.01168e+08,145,1e-07
10030.2,2.02768e+08,146,1e-07
10030,2.04368e+08,147,1e-07
10029.8,2.05968e+08,148,1e-07
10029.5,2.07568e+08,149,1e-07
10029.3,2.09168e+08,150,1e-07
3.97949e-05,1.49364e-15,10,3.16228e-08
0.000147615,1.19395e-28,11,3.16228e-08
33.9384,9.654e-24,12,3.16228e-08
972240,1.95423e-18,13,3.16228e-08
3.67645e+06,3.80279,14,3.16228e-08
921868,899697,15,3.16228e-08
871499,1.15417e+06,16,3.16228e-08
620923,1.21896e+06,17,3.16228e-08
458067,1.50479e+06,18,3.16228e-08
292282,1.83862e+06,19,3.16228e-08
155383,2.25358e+06,20,3.16228e-08
77808.2,3.16918e+06,21,3.16228e-08
54394,4.55575e+06,22,3.16228e-08
46176.8,6.08012e+06,23,3.16228e-08
42235.8,7.64372e+06,24,3.16228e-08
39954.8,9.22261e+06,25,3.16228e-08
38474.5,1.08089e+07,26,3.16228e-08
37438.2,1.23993e+07,27,3.16228e-08
36673.1,1.39922e+07,28,3.16228e-08
36085.3,1.55867e+07,29,3.16228e-08
35619.7,1.71824e+07,30,3.16228e-08
35241.9,1.87789e+07,31,3.16228e-08
34929.2,2.0376e+07,32,3.16228e-08
34666.2,2.19736e+07,33,3.16228e-08
34441.9,2.35715e+07,34,3.16228e-08
34248.4,2.51697e+07,35,3.16228e-08
34079.7,2.67681e+07,36,3.16228e-08
33931.3,2.83667e+07,37,3.16228e-08
33799.8,2.99655e+07,38,3.16228e-08
33682.5,3.15644e+07,39,3.16228e-08
33577.2,3.31634e+07,40,3.16228e-08
33482.1,3.47626e+07,41,3.16228e-08
33395.8,3.63618e+07,42,3.16228e-08
33317.2,3.7961e+07,43,3.16228e-08
33245.3,3.95604e+07,44,3.16228e-08
33179.2,4.11597e+07,45,3.16228e-08
33118.3,4.27592e+07,46,3.16228e-08
33061.9,4.43586e+07,47,3.16228e-08
33009.7,4.59582e+07,48,3.16228e-08
32961.1,4.75577e+07,49,3.16228e-08
32915.8,4.91573e+07,50,3.16228e-08
32873.5,5.07569e+07,51,3.16228e-08
32833.8,5.23565e+07,52,3.16228e-08
32796.6,5.39562e+07,53,3.16228e-08
32761.6,5.55559e+07,54,3.16228e-08
32728.7,5.71555e+07,55,3.16228e-08
32697.6,5.87553e+07,56,3.16228e-08
32668.1,6.0355e+07,57,3.16228e-08
32640.3,6.19547e+07,58,3.16228e-08
32613.9,6.35545e+07,59,3.16228e-08
32588.8,6.51542e+07,60,3.16228e-08
32565,6.6754e+07,61,3.16228e-08
32542.3,6.83538e+07,62,3.16228e-08
32520.7,6.99536e+07,63,3.16228e-08
32500.1,7.15534e+07,64,3.16228e-08
32480.4,7.31532e+07,65,3.16228e-08
32461.6,7.47531e+07,66,3.16228e-08
32443.5,7.63529e+07,67,3.16228e-08
32426.3,7.79527e+07,68,3.16228e-08
32409.7,7.95526e+07,69,3.16228e-08
32393.8,8.11524e+07,70,3.16228e-08
32378.6,8.27523e+07,71,3.16228e-08
32363.9,8.43522e+07,72,3.16228e-08
32349.8,8.5952e+07,73,3.16228e-08
32336.2,8.75519e+07,74,3.16228e-08
32323.1,8.91518e+07,75,3.16228e-08
32310.5,9.07517e+07,76,3.16228e-08
32298.4,9.23515e+07,77,3.16228e-08
32286.6,9.39514e+07,78,3.16228e-08
32275.3,9.55513e+07,79,3.16228e-08
32264.3,9.71512e+07,80,3.16228e-08
32253.7,9.87511e+07,81,3.16228e-08
32243.5,1.00351e+08,82,3.16228e-08
32233.6,1.01951e+08,83,3.16228e-08
32223.9,1.03551e+08,84,3.16228e-08
32214.6,1.05151e+08,85,3.16228e-08
32205.6,1.06751e+08,86,3.16228e-08
32196.8,1.08351e+08,87,3.16228e-08
32188.3,1.09951e+08,88,3.16228e-08
32180.1,1.1155e+08,89,3.16228e-08
32172.1,1.1315e+08,90,3.16228e-08
32164.3,1.1475e+08,91,3.16228e-08
32156.7,1.1635e+08,92,3.16228e-08
32149.4,1.1795e+08,93,3.16228e-08
32142.2,1.1955e+08,94,3.16228e-08
32135.2,1.2115e+08,95,3.16228e-08
32128.4,1.2275e+08,96,3.16228e-08
32121.8,1.2435e+08,97,3.16228e-08
32115.4,1.2595e+08,98,3.16228e-08
32109.1,1.2755e+08,99,3.16228e-08
32103,1.2915e+08,100,3.16228e-08
32097,1.3075e+08,101,3.16228e-08
32091.2,1.3235e+08,102,3.16228e-08
32085.6,1.3395e+08,103,3.16228e-08
32080,1.3555e+08,104,3.16228e-08
32074.6,1.37149e+08,105,3.16228e-08
32069.3,1.38749e+08,106,3.16228e-08
32064.2,1.40349e+08,107,3.16228e-08
32059.1,1.41949e+08,108,3.16228e-08
32054.2,1.43549e+08,109,3.16228e-08
32049.4,1.45149e+08,110,3.16228e-08
32044.7,1.46749e+08,111,3.16228e-08
32040.1,1.48349e+08,112,3.16228e-08
32035.5,1.49949e+08,113,3.16228e-08
32031.1,1.51549e+08,114,3.16228e-08
32026.8,1.53149e+08,115,3.16228e-08
32022.6,1.54749e+08,116,3.16228e-08
32018.4,1.56349e+08,117,3.16228e-08
32014.4,1.57949e+08,118,3.16228e-08
32010.4,1.59549e+08,119,3.16228e-08
32006.5,1.61149e+08,120,3.16228e-08
32002.7,1.62749e+08,121,3.16228e-08
31999,1.64349e+08,122,3.16228e-08
31995.3,1.65949e+08,123,3.16228e-08
31991.7,1.67549e+08,124,3.16228e-08
31988.2,1.69149e+08,125,3.16228e-08
31984.7,1.70749e+08,126,3.16228e-08
31981.3,1.72349e+08,127,3.16228e-08
31978,1.73949e+08,128,3.16228e-08
31974.7,1.75549e+08,129,3.16228e-08
31971.5,1.77149e+08,130,3.16228e-08
31968.3,1.78748e+08,131,3.16228e-08
31965.2,1.80348e+08,132,3.16228e-08
31962.2,1.81948e+08,133,3.16228e-08
31959.2,1.83548e+08,134,3.16228e-08
31956.3,1.85148e+08,135,3.16228e-08
31953.4,1.86748e+08,136,3.16228e-08
31950.5,1.88348e+08,137,3.16228e-08
31947.7,1.89948e+08,138,3.16228e-08
31945,1.91548e+08,139,3.16228e-08
31942.3,1.93148e+08,140,3.16228e-08
31939.7,1.94748e+08,141,3.16228e-08
31937.1,1.96348e+08,142,3.16228e-08
31934.5,1.97948e+08,143,3.16228e-08
31932,1.99548e+08,144,3.16228e-08
31929.5,2.01148e+08,145,3.16228e-08
31927,2.02748e+08,146,3.16228e-08
31924.6,2.04348e+08,147,3.16228e-08
31922.3,2.05948e+08,148,3.16228e-08
31919.9,2.07548e+08,149,3.16228e-08
31917.6,2.09148e+08,150,3.16228e-08
4.01901e-05,1.54466e-15,10,1e-08
0.000153328,1.5738e-28,11,1e-08
33.9507,9.59974e-24,12,1e-08
972240,2.81819e-19,13,1e-08
3.67646e+06,3.8592e-13,14,1e-08
5.2766e+06,7.93896e-07,15,1e-08
6.87659e+06,1.7037,16,1e-08
5.94775e+06,1.39495e+06,17,1e-08
3.2115e+06,2.74351e+06,18,1e-08
2.52114e+06,3.56461e+06,19,1e-08
1.89769e+06,4.34279e+06,20,1e-08
1.35008e+06,5.09994e+06,21,1e-08
890171,5.89563e+06,22,1e-08
553268,6.84462e+06,23,1e-08
361314,8.04826e+06,24,1e-08
268095,9.44874e+06,25,1e-08
220336,1.09447e+07,26,1e-08
192773,1.24841e+07,27,1e-08
175180,1.40451e+07,28,1e-08
163077,1.56183e+07,29,1e-08
154278,1.71987e+07,30,1e-08
147607,1.87838e+07,31,1e-08
142382,2.03721e+07,32,1e-08
138182,2.19627e+07,33,1e-08
134735,2.3555e+07,34,1e-08
131855,2.51486e+07,35,1e-08
129415,2.67431e+07,36,1e-08
127320,2.83384e+07,37,1e-08
125503,2.99343e+07,38,1e-08
123911,3.15307e+07,39,1e-08
122507,3.31276e+07,40,1e-08
121257,3.47248e+07,41,1e-08
120139,3.63223e+07,42,1e-08
119132,3.792e+07,43,1e-08
118221,3.9518e+07,44,1e-08
117393,4.11161e+07,45,1e-08
116637,4.27144e+07,46,1e-08
115943,4.43128e+07,47,1e-08
115305,4.59114e+07,48,1e-08
114716,4.75101e+07,49,1e-08
114171,4.91088e+07,50,1e-08
113664,5.07077e+07,51,1e-08
113193,5.23066e+07,52,1e-08
112753,5.39057e+07,53,1e-08
112341,5.55047e+07,54,1e-08
111955,5.71039e+07,55,1e-08
111593,5.8703e+07,56,1e-08
111251,6.03023e+07,57,1e-08
110930,6.19015e+07,58,1e-08
110626,6.35009e+07,59,1e-08
110338,6.51002e+07,60,1e-08
110066,6.66996e+07,61,1e-08
109808,6.8299e+07,62,1e-08
109562,6.98985e+07,63,1e-08
109329,7.14979e+07,64,1e-08
109106,7.30974e+07,65,1e-08
108894,7.4697e+07,66,1e-08
108692,7.62965e+07,67,1e-08
108499,7.78961e+07,68,1e-08
108314,7.94956e+07,69,1e-08
108137,8.10952e+07,70,1e-08
107967,8.26949e+07,71,1e-08
107804,8.42945e+07,72,1e-08
107648,8.58941e+07,73,1e-08
107498,8.74938e+07,74,1e-08
107354,8.90935e+07,75,1e-08
107215,9.06932e+07,76,1e-08
107081,9.22929e+07,77,1e-08
106952,9.38926e+07,78,1e-08
106828,9.54923e+07,79,1e-08
106708,9.7092e+07,80,1e-08
106592,9.86918e+07,81,1e-08
106481,1.00292e+08,82,1e-08
106372,1.01891e+08,83,1e-08
106268,1.03491e+08,84,1e-08
106167,1.05091e+08,85,1e-08
106069,1.06691e+08,86,1e-08
105974,1.0829e+08,87,1e-08
105882,1.0989e+08,88,1e-08
105793,1.1149e+08,89,1e-08
105706,1.1309e+08,90,1e-08
105622,1.1469e+08,91,1e-08
105541,1.16289e+08,92,1e-08
105461,1.17889e+08,93,1e-08
105384,1.19489e+08,94,1e-08
105310,1.21089e+08,95,1e-08
105237,1.22689e+08,96,1e-08
105166,1.24289e+08,97,1e-08
105097,1.25888e+08,98,1e-08
105030,1.27488e+08,99,1e-08
104965,1.29088e+08,100,1e-08
104901,1.30688e+08,101,1e-08
104839,1.32288e+08,102,1e-08
104778,1.33888e+08,103,1e-08
104719,1.35488e+08,104,1e-08
104662,1.37087e+08,105,1e-08
104605,1.38687e+08,106,1e-08
104551,1.40287e+08,107,1e-08
104497,1.41887e+08,108,1e-08
104445,1.43487e+08,109,1e-08
104394,1.45087e+08,110,1e-08
104344,1.46687e+08,111,1e-08
104295,1.48287e+08,112,1e-08
104247,1.49886e+08,113,1e-08
104200,1.51486e+08,114,1e-08
104155,1.53086e+08,115,1e-08
104110,1.54686e+08,116,1e-08
104066,1.56286e+08,117,1e-08
104023,1.57886e+08,118,1e-08
103981,1.59486e+08,119,1e-08
103940,1.61086e+08,120,1e-08
103900,1.62686e+08,121,1e-08
103861,1.64286e+08,122,1e-08
103822,1.65886e+08,123,1e-08
103784,1.67485e+08,124,1e-08
103747,1.69085e+08,125,1e-08
103711,1.70685e+08,126,1e-08
103675,1.72285e+08,127,1e-08
103640,1.73885e+08,128,1e-08
103606,1.75485e+08,129,1e-08
103572,1.77085e+08,130,1e-08
103539,1.78685e+08,131,1e-08
103506,1.80285e+08,132,1e-08
103474,1.81885e+08,133,1e-08
103443,1.83485e+08,134,1e-08
103412,1.85085e+08,135,1e-08
103382,1.86685e+08,136,1e-08
103352,1.88284e+08,137,1e-08
103323,1.89884e+08,138,1e-08
103295,1.91484e+08,139,1e-08
103266,1.93084e+08,140,1e-08
103239,1.94684e+08,141,1e-08
103212,1.96284e+08,142,1e-08
103185,1.97884e+08,143,1e-08
103158,1.99484e+08,144,1e-08
103132,2.01084e+08,145,1e-08
103107,2.02684e+08,146,1e-08
103082,2.04284e+08,147,1e-08
103057,2.05884e+08,148,1e-08
103033,2.07484e+08,149,1e-08
103009,2.09084e+08,150,1e-08
4.02017e-05,1.54615e-15,10,3.16228e-09
0.000152882,1.54058e-28,11,3.16228e-09
33.9721,9.50726e-24,12,3.16228e-09
972240,1.52764e-19,13,3.16228e-09
3.67646e+06,3.00968e-17,14,3.16228e-09
5.2766e+06,3.47623e-15,15,3.16228e-09
6.8766e+06,1.4956e-11,16,3.16228e-09
8.4766e+06,5.41128e-08,17,3.16228e-09
1.00766e+07,1.83248e-05,18,3.16228e-09
1.16766e+07,4.82632e-05,19,3.16228e-09
1.32766e+07,6.73166e-05,20,3.16228e-09
1.48766e+07,0.00693913,21,3.16228e-09
1.64766e+07,0.732758,22,3.16228e-09
1.80765e+07,78.3943,23,3.16228e-09
1.96655e+07,8178.89,24,3.16228e-09
2.02903e+07,740151,25,3.16228e-09
1.21505e+07,7.50377e+06,26,3.16228e-09
8.51228e+06,1.07302e+07,27,3.16228e-09
6.69127e+06,1.28685e+07,28,3.16228e-09
5.19506e+06,1.48117e+07,29,3.16228e-09
3.94401e+06,1.66307e+07,30,3.16228e-09
2.95665e+06,1.83563e+07,31,3.16228e-09
2.23785e+06,2.00196e+07,32,3.16228e-09
1.74872e+06,2.16483e+07,33,3.16228e-09
1.42379e+06,2.32607e+07,34,3.16228e-09
1.20456e+06,2.4866e+07,35,3.16228e-09
1.05149e+06,2.64681e+07,36,3.16228e-09
940518,2.80689e+07,37,3.16228e-09
857203,2.96691e+07,38,3.16228e-09
792739,3.12689e+07,39,3.16228e-09
741569,3.28686e+07,40,3.16228e-09
700065,3.44683e+07,41,3.16228e-09
665780,3.60679e+07,42,3.16228e-09
637015,3.76676e+07,43,3.16228e-09
612555,3.92673e+07,44,3.16228e-09
591513,4.0867e+07,45,3.16228e-09
573229,4.24667e+07,46,3.16228e-09
557197,4.40664e+07,47,3.16228e-09
543031,4.56662e+07,48,3.16228e-09
530425,4.72659e+07,49,3.16228e-09
519137,4.88657e+07,50,3.16228e-09
508971,5.04655e+07,51,3.16228e-09
499769,5.20653e+07,52,3.16228e-09
491401,5.36652e+07,53,3.16228e-09
483759,5.5265e+07,54,3.16228e-09
476753,5.68649e+07,55,3.16228e-09
470307,5.84647e+07,56,3.16228e-09
464356,6.00646e+07,57,3.16228e-09
458847,6.16645e+07,58,3.16228e-09
453731,6.32643e+07,59,3.16228e-09
448968,6.48642e+07,60,3.16228e-09
444523,6.64641e+07,61,3.16228e-09
440366,6.8064e+07,62,3.16228e-09
436469,6.96639e+07,63,3.16228e-09
432808,7.12639e+07,64,3.16228e-09
429363,7.28638e+07,65,3.16228e-09
426116,7.44637e+07,66,3.16228e-09
423049,7.60636e+07,67,3.16228e-09
420149,7.76635e+07,68,3.16228e-09
417401,7.92635e+07,69,3.16228e-09
414795,8.08634e+07,70,3.16228e-09
412320,8.24633e+07,71,3.16228e-09
409965,8.40633e+07,72,3.16228e-09
407723,8.56632e+07,73,3.16228e-09
405586,8.72632e+07,74,3.16228e-09
403546,8.88631e+07,75,3.16228e-09
401597,9.04631e+07,76,3.16228e-09
399733,9.2063e+07,77,3.16228e-09
397949,9.3663e+07,78,3.16228e-09
396239,9.52629e+07,79,3.16228e-09
394599,9.68629e+07,80,3.16228e-09
393025,9.84628e+07,81,3.16228e-09
391513,1.00063e+08,82,3.16228e-09
390059,1.01663e+08,83,3.16228e-09
388660,1.03263e+08,84,3.16228e-09
387314,1.04863e+08,85,3.16228e-09
386016,1.06463e+08,86,3.16228e-09
384765,1.08063e+08,87,3.16228e-09
383558,1.09663e+08,88,3.16228e-09
382392,1.11263e+08,89,3.16228e-09
381266,1.12863e+08,90,3.16228e-09
380178,1.14463e+08,91,3.16228e-09
379126,1.16062e+08,92,3.16228e-09
378108,1.17662e+08,93,3.16228e-09
377122,1.19262e+08,94,3.16228e-09
376167,1.20862e+08,95,3.16228e-09
375241,1.22462e+08,96,3.16228e-09
374344,1.24062e+08,97,3.16228e-09
373473,1.25662e+08,98,3.16228e-09
372629,1.27262e+08,99,3.16228e-09
371808,1.28862e+08,100,3.16228e-09
371012,1.30462e+08,101,3.16228e-09
370237,1.32062e+08,102,3.16228e-09
369485,1.33662e+08,103,3.16228e-09
368753,1.35262e+08,104,3.16228e-09
368041,1.36862e+08,105,3.16228e-09
367347,1.38462e+08,106,3.16228e-09
366673,1.40062e+08,107,3.16228e-09
366015,1.41662e+08,108,3.16228e-09
365375,1.43262e+08,109,3.16228e-09
364751,1.44862e+08,110,3.16228e-09
364142,1.46462e+08,111,3.16228e-09
363549,1.48062e+08,112,3.16228e-09
362970,1.49662e+08,113,3.16228e-09
362405,1.51262e+08,114,3.16228e-09
361854,1.52862e+08,115,3.16228e-09
361315,1.54462e+08,116,3.16228e-09
360790,1.56062e+08,117,3.16228e-09
360276,1.57662e+08,118,3.16228e-09
359774,1.59262e+08,119,3.16228e-09
359283,1.60862e+08,120,3.16228e-09
358803,1.62462e+08,121,3.16228e-09
358334,1.64062e+08,122,3.16228e-09
357875,1.65662e+08,123,3.16228e-09
357426,1.67262e+08,124,3.16228e-09
356987,1.68862e+08,125,3.16228e-09
356556,1.70462e+08,126,3.16228e-09
356135,1.72062e+08,127,3.16228e-09
355723,1.73662e+08,128,3.16228e-09
355318,1.75262e+08,129,3.16228e-09
354923,1.76862e+08,130,3.16228e-09
354535,1.78462e+08,131,3.16228e-09
354154,1.80062e+08,132,3.16228e-09
353781,1.81662e+08,133,3.16228e-09
353416,1.83262e+08,134,3.16228e-09
353057,1.84862e+08,135,3.16228e-09
352706,1.86462e+08,136,3.16228e-09
352361,1.88062e+08,137,3.16228e-09
352022,1.89662e+08,138,3.16228e-09
351690,1.91262e+08,139,3.16228e-09
351364,1.92862e+08,140,3.16228e-09
351044,1.94462e+08,141,3.16228e-09
350729,1.96062e+08,142,3.16228e-09
350420,1.97662e+08,143,3.16228e-09
350117,1.99262e+08,144,3.16228e-09
349819,2.00862e+08,145,3.16228e-09
349526,2.02462e+08,146,3.16228e-09
349239,2.04062e+08,147,3.16228e-09
348956,2.05662e+08,148,3.16228e-09
348678,2.07262e+08,149,3.16228e-09
348404,2.08862e+08,150,3.16228e-09
4.03054e-05,1.55943e-15,10,1e-09
0.00015316,1.56125e-28,11,1e-09
33.9658,9.5342e-24,12,1e-09
972240,1.25869e-19,13,1e-09
3.67646e+06,1.51169e-18,14,1e-09
5.2766e+06,7.90057e-18,15,1e-09
6.8766e+06,7.55593e-15,16,1e-09
8.4766e+06,2.91105e-11,17,1e-09
1.00766e+07,6.0017e-09,18,1e-09
1.16766e+07,4.99623e-07,19,1e-09
1.32766e+07,7.3566e-06,20,1e-09
1.48766e+07,1.64576e-05,21,1e-09
1.64766e+07,2.35767e-05,22,1e-09
1.80766e+07,2.21585e-05,23,1e-09
1.96766e+07,2.05695e-05,24,1e-09
2.12766e+07,2.83043e-05,25,1e-09
2.28766e+07,2.39521e-05,26,1e-09
2.44766e+07,2.75692e-05,27,1e-09
2.60766e+07,2.90157e-05,28,1e-09
2.76766e+07,2.74565e-05,29,1e-09
2.92766e+07,3.28052e-05,30,1e-09
3.08766e+07,3.21412e-05,31,1e-09
3.24766e+07,4.16092e-05,32,1e-09
3.40766e+07,4.47656e-05,33,1e-09
3.56766e+07,4.43953e-05,34,1e-09
3.72766e+07,0.000167111,35,1e-09
3.88766e+07,0.000740019,36,1e-09
4.04766e+07,0.00335925,37,1e-09
4.20766e+07,0.0145384,38,1e-09
4.36766e+07,0.0639058,39,1e-09
4.52766e+07,0.287118,40,1e-09
4.68766e+07,1.26324,41,1e-09
4.84766e+07,5.52236,42,1e-09
5.00766e+07,24.3753,43,1e-09
5.16765e+07,106.443,44,1e-09
5.32761e+07,465.225,45,1e-09
5.48743e+07,2026.74,46,1e-09
5.64666e+07,8834.07,47,1e-09
5.80335e+07,38301.4,48,1e-09
5.94916e+07,164862,49,1e-09
6.04992e+07,694509,50,1e-09
5.98301e+07,2.72503e+06,51,1e-09
5.46785e+07,8.74166e+06,52,1e-09
4.41647e+07,1.93927e+07,53,1e-09
3.33613e+07,3.00669e+07,54,1e-09
2.54901e+07,3.80584e+07,55,1e-09
2.00815e+07,4.39117e+07,56,1e-09
1.62117e+07,4.8475e+07,57,1e-09
1.33326e+07,5.22335e+07,58,1e-09
1.11494e+07,5.54428e+07,59,1e-09
9.48463e+06,5.82535e+07,60,1e-09
8.21172e+06,6.07691e+07,61,1e-09
7.23161e+06,6.30677e+07,62,1e-09
6.46622e+06,6.52092e+07,63,1e-09
5.85738e+06,6.72373e+07,64,1e-09
5.36338e+06,6.9183e+07,65,1e-09
4.95528e+06,7.10675e+07,66,1e-09
4.6129e+06,7.29054e+07,67,1e-09
4.32196e+06,7.47071e+07,68,1e-09
4.07207e+06,7.64799e+07,69,1e-09
3.85541e+06,7.82295e+07,70,1e-09
3.66603e+06,7.996e+07,71,1e-09
3.49926e+06,8.16748e+07,72,1e-09
3.35141e+06,8.33764e+07,73,1e-09
3.21955e+06,8.5067e+07,74,1e-09
3.10127e+06,8.67481e+07,75,1e-09
2.99465e+06,8.84212e+07,76,1e-09
2.89808e+06,9.00874e+07,77,1e-09
2.81022e+06,9.17475e+07,78,1e-09
2.72999e+06,9.34024e+07,79,1e-09
2.65644e+06,9.50526e+07,80,1e-09
2.58878e+06,9.66989e+07,81,1e-09
2.52635e+06,9.83415e+07,82,1e-09
2.46857e+06,9.99809e+07,83,1e-09
2.41495e+06,1.01617e+08,84,1e-09
2.36506e+06,1.03252e+08,85,1e-09
2.31852e+06,1.04883e+08,86,1e-09
2.27502e+06,1.06513e+08,87,1e-09
2.23427e+06,1.08141e+08,88,1e-09
2.19602e+06,1.09767e+08,89,1e-09
2.16004e+06,1.11391e+08,90,1e-09
2.12615e+06,1.13014e+08,91,1e-09
2.09417e+06,1.14636e+08,92,1e-09
2.06394e+06,1.16257e+08,93,1e-09
2.03532e+06,1.17876e+08,94,1e-09
2.00819e+06,1.19494e+08,95,1e-09
1.98244e+06,1.21112e+08,96,1e-09
1.95796e+06,1.22729e+08,97,1e-09
1.93466e+06,1.24344e+08,98,1e-09
1.91247e+06,1.25959e+08,99,1e-09
1.8913e+06,1.27574e+08,100,1e-09
1.87108e+06,1.29188e+08,101,1e-09
1.85176e+06,1.30801e+08,102,1e-09
1.83327e+06,1.32413e+08,103,1e-09
1.81556e+06,1.34025e+08,104,1e-09
1.79859e+06,1.35637e+08,105,1e-09
1.7823e+06,1.37248e+08,106,1e-09
1.76667e+06,1.38858e+08,107,1e-09
1.75164e+06,1.40469e+08,108,1e-09
1.73719e+06,1.42078e+08,109,1e-09
1.72328e+06,1.43688e+08,110,1e-09
1.70989e+06,1.45297e+08,111,1e-09
1.69698e+06,1.46906e+08,112,1e-09
1.68453e+06,1.48514e+08,113,1e-09
1.67251e+06,1.50122e+08,114,1e-09
1.66091e+06,1.5173e+08,115,1e-09
1.64971e+06,1.53338e+08,116,1e-09
1.63887e+06,1.54945e+08,117,1e-09
1.62839e+06,1.56552e+08,118,1e-09
1.61825e+06,1.58159e+08,119,1e-09
1.60842e+06,1.59766e+08,120,1e-09
1.59891e+06,1.61372e+08,121,1e-09
1.58968e+06,1.62978e+08,122,1e-09
1.58074e+06,1.64584e+08,123,1e-09
1.57206e+06,1.6619e+08,124,1e-09
1.56364e+06,1.67796e+08,125,1e-09
1.55546e+06,1.69402e+08,126,1e-09
1.54752e+06,1.71007e+08,127,1e-09
1.53979e+06,1.72612e+08,128,1e-09
1.53229e+06,1.74217e+08,129,1e-09
1.52498e+06,1.75822e+08,130,1e-09
1.51788e+06,1.77427e+08,131,1e-09
1.51096e+06,1.79032e+08,132,1e-09
1.50423e+06,1.80636e+08,133,1e-09
1.49767e+06,1.82241e+08,134,1e-09
1.49128e+06,1.83845e+08,135,1e-09
1.48505e+06,1.85449e+08,136,1e-09
1.47898e+06,1.87053e+08,137,1e-09
1.47306e+06,1.88657e+08,138,1e-09
1.46728e+06,1.90261e+08,139,1e-09
1.46164e+06,1.91865e+08,140,1e-09
1.45614e+06,1.93469e+08,141,1e-09
1.45076e+06,1.95072e+08,142,1e-09
1.44551e+06,1.96676e+08,143,1e-09
1.44038e+06,1.98279e+08,144,1e-09
1.43537e+06,1.99883e+08,145,1e-09
1.43047e+06,2.01486e+08,146,1e-09
1.42568e+06,2.03089e+08,147,1e-09
1.42099e+06,2.04693e+08,148,1e-09
1.41641e+06,2.06296e+08,149,1e-09
1.41192e+06,2.07899e+08,150,1e-09
3.94791e-05,1.45415e-15,10,3.16228e-10
0.000151284,1.42592e-28,11,3.16228e-10
33.975,9.49541e-24,12,3.16228e-10
972240,1.18393e-19,13,3.16228e-10
3.67646e+06,5.87037e-19,14,3.16228e-10
5.2766e+06,1.15251e-18,15,3.16228e-10
6.8766e+06,6.10472e-16,16,3.16228e-10
8.4766e+06,1.86136e-12,17,3.16228e-10
1.00766e+07,7.37458e-10,18,3.16228e-10
1.16766e+07,3.56607e-08,19,3.16228e-10
1.32766e+07,6.1285e-07,20,3.16228e-10
1.48766e+07,6.59589e-06,21,3.16228e-10
1.64766e+07,1.47959e-05,22,3.16228e-10
1.80766e+07,1.26756e-05,23,3.16228e-10
1.96766e+07,1.51487e-05,24,3.16228e-10
2.12766e+07,1.31396e-05,25,3.16228e-10
2.28766e+07,1.34691e-05,26,3.16228e-10
2.44766e+07,1.41688e-05,27,3.16228e-10
2.60766e+07,1.79788e-05,28,3.16228e-10
2.76766e+07,1.37631e-05,29,3.16228e-10
2.92766e+07,1.42593e-05,30,3.16228e-10
3.08766e+07,1.8134e-05,31,3.16228e-10
3.24766e+07,1.53603e-05,32,3.16228e-10
3.40766e+07,1.60615e-05,33,3.16228e-10
3.56766e+07,1.97719e-05,34,3.16228e-10
3.72766e+07,1.7138e-05,35,3.16228e-10
3.88766e+07,1.79664e-05,36,3.16228e-10
4.04766e+07,2.30087e-05,37,3.16228e-10
4.20766e+07,2.33813e-05,38,3.16228e-10
4.36766e+07,2.02748e-05,39,3.16228e-10
4.52766e+07,2.34505e-05,40,3.16228e-10
4.68766e+07,1.92229e-05,41,3.16228e-10
4.84766e+07,2.03666e-05,42,3.16228e-10
5.00766e+07,1.91945e-05,43,3.16228e-10
5.16766e+07,2.04444e-05,44,3.16228e-10
5.32766e+07,2.39214e-05,45,3.16228e-10
5.48766e+07,2.49238e-05,46,3.16228e-10
5.64766e+07,2.33252e-05,47,3.16228e-10
5.80766e+07,1.93264e-05,48,3.16228e-10
5.96766e+07,2.30781e-05,49,3.16228e-10
6.12766e+07,2.3917e-05,50,3.16228e-10
6.28766e+07,2.44911e-05,51,3.16228e-10
6.44766e+07,2.0578e-05,52,3.16228e-10
6.60766e+07,2.1602e-05,53,3.16228e-10
6.76766e+07,2.80805e-05,54,3.16228e-10
6.92766e+07,2.4583e-05,55,3.16228e-10
7.08766e+07,2.66567e-05,56,3.16228e-10
7.24766e+07,2.57017e-05,57,3.16228e-10
7.40766e+07,2.5463e-05,58,3.16228e-10
7.56766e+07,3.08568e-05,59,3.16228e-10
7.72766e+07,2.88796e-05,60,3.16228e-10
7.88766e+07,2.75116e-05,61,3.16228e-10
8.04766e+07,2.95551e-05,62,3.16228e-10
