time,size,population,location
6.39717,6.35917e-05,N1,Wall
6.39717,0,AB,Wall
6.39717,15.9764,R,Lumen
6.39717,2.85244,N0,Lumen
6.39717,5.03434e-05,N1,Lumen
6.39717,29.9887,AB,Lumen
6.44381,15.9453,R,Wall
6.44381,8.95793,N0,Wall
6.44381,6.44517e-05,N1,Wall
6.44381,0,AB,Wall
6.44381,15.9762,R,Lumen
6.44381,2.87431,N0,Lumen
6.44381,5.094e-05,N1,Lumen
6.44381,29.9886,AB,Lumen
6.49021,15.9444,R,Wall
6.49021,9.10036,N0,Wall
6.49021,6.53187e-05,N1,Wall
6.49021,0,AB,Wall
6.49021,15.9759,R,Lumen
6.49021,2.89623,N0,Lumen
6.49021,5.15405e-05,N1,Lumen
6.49021,29.9885,AB,Lumen
6.53637,15.9434,R,Wall
6.53637,9.2443,N0,Wall
6.53637,6.61927e-05,N1,Wall
6.53637,0,AB,Wall
6.53637,15.9757,R,Lumen
6.53637,2.91821,N0,Lumen
6.53637,5.21449e-05,N1,Lumen
6.53637,29.9884,AB,Lumen
6.58229,15.9425,R,Wall
6.58229,9.38975,N0,Wall
6.58229,6.70737e-05,N1,Wall
6.58229,0,AB,Wall
6.58229,15.9755,R,Lumen
6.58229,2.94023,N0,Lumen
6.58229,5.27532e-05,N1,Lumen
6.58229,29.9883,AB,Lumen
6.62797,15.9416,R,Wall
6.62797,9.53672,N0,Wall
6.62797,6.79617e-05,N1,Wall
6.62797,0,AB,Wall
6.62797,15.9753,R,Lumen
6.62797,2.96231,N0,Lumen
6.62797,5.33654e-05,N1,Lumen
6.62797,29.9882,AB,Lumen
6.67342,15.9406,R,Wall
6.67342,9.68521,N0,Wall
6.67342,6.88569e-05,N1,Wall
6.67342,0,AB,Wall
6.67342,15.9751,R,Lumen
6.67342,2.98444,N0,Lumen
6.67342,5.39815e-05,N1,Lumen
6.67342,29.9881,AB,Lumen
6.71863,15.9397,R,Wall
6.71863,9.83524,N0,Wall
6.71863,6.97591e-05,N1,Wall
6.71863,0,AB,Wall
6.71863,15.9749,R,Lumen
6.71863,3.00662,N0,Lumen
6.71863,5.46016e-05,N1,Lumen
6.71863,29.988,AB,Lumen
6.76362,15.9387,R,Wall
6.76362,9.98682,N0,Wall
6.76362,7.06684e-05,N1,Wall
6.76362,0,AB,Wall
6.76362,15.9746,R,Lumen
6.76362,3.02885,N0,Lumen
6.76362,5.52255e-05,N1,Lumen
6.76362,29.9879,AB,Lumen
6.80838,15.9378,R,Wall
6.80838,10.1399,N0,Wall
6.80838,7.15849e-05,N1,Wall
6.80838,0,AB,Wall
6.80838,15.9744,R,Lumen
6.80838,3.05113,N0,Lumen
6.80838,5.58534e-05,N1,Lumen
6.80838,29.9878,AB,Lumen
6.85292,15.9368,R,Wall
6.85292,10.2946,N0,Wall
6.85292,7.25085e-05,N1,Wall
6.85292,0,AB,Wall
6.85292,15.9742,R,Lumen
6.85292,3.07346,N0,Lumen
6.85292,5.64853e-05,N1,Lumen
6.85292,29.9877,AB,Lumen
6.89724,15.9358,R,Wall
6.89724,10.4509,N0,Wall
6.89724,7.34393e-05,N1,Wall
6.89724,0,AB,Wall
6.89724,15.974,R,Lumen
6.89724,3.09585,N0,Lumen
6.89724,5.71211e-05,N1,Lumen
6.89724,29.9876,AB,Lumen
6.94133,15.9348,R,Wall
6.94133,10.6087,N0,Wall
6.94133,7.43772e-05,N1,Wall
6.94133,0,AB,Wall
6.94133,15.9738,R,Lumen
6.94133,3.11828,N0,Lumen
6.94133,5.77608e-05,N1,Lumen
6.94133,29.9875,AB,Lumen
6.98521,15.9338,R,Wall
6.98521,10.7681,N0,Wall
6.98521,7.53224e-05,N1,Wall
6.98521,0,AB,Wall
6.98521,15.9736,R,Lumen
6.98521,3.14077,N0,Lumen
6.98521,5.84045e-05,N1,Lumen
6.98521,29.9873,AB,Lumen
7.02887,15.9328,R,Wall
7.02887,10.9291,N0,Wall
7.02887,7.62748e-05,N1,Wall
7.02887,0,AB,Wall
7.02887,15.9733,R,Lumen
7.02887,3.1633,N0,Lumen
7.02887,5.90521e-05,N1,Lumen
7.02887,29.9872,AB,Lumen
7.07232,15.9317,R,Wall
7.07232,11.0917,N0,Wall
7.07232,7.72344e-05,N1,Wall
7.07232,0,AB,Wall
7.07232,15.9731,R,Lumen
7.07232,3.18589,N0,Lumen
7.07232,5.97037e-05,N1,Lumen
7.07232,29.9871,AB,Lumen
7.11556,15.9307,R,Wall
7.11556,11.2559,N0,Wall
7.11556,7.82013e-05,N1,Wall
7.11556,0,AB,Wall
7.11556,15.9729,R,Lumen
7.11556,3.20852,N0,Lumen
7.11556,6.03593e-05,N1,Lumen
7.11556,29.987,AB,Lumen
7.15859,15.9297,R,Wall
7.15859,11.4218,N0,Wall
7.15859,7.91755e-05,N1,Wall
7.15859,0,AB,Wall
7.15859,15.9727,R,Lumen
7.15859,3.23121,N0,Lumen
7.15859,6.10188e-05,N1,Lumen
7.15859,29.9869,AB,Lumen
7.20141,15.9286,R,Wall
7.20141,11.5892,N0,Wall
7.20141,8.0157e-05,N1,Wall
7.20141,0,AB,Wall
7.20141,15.9725,R,Lumen
7.20141,3.25394,N0,Lumen
7.20141,6.16824e-05,N1,Lumen
7.20141,29.9868,AB,Lumen
7.24403,15.9275,R,Wall
7.24403,11.7583,N0,Wall
7.24403,8.11458e-05,N1,Wall
7.24403,0,AB,Wall
7.24403,15.9722,R,Lumen
7.24403,3.27673,N0,Lumen
7.24403,6.23499e-05,N1,Lumen
7.24403,29.9867,AB,Lumen
7.28644,15.9265,R,Wall
7.28644,11.929,N0,Wall
7.28644,8.21419e-05,N1,Wall
7.28644,0,AB,Wall
7.28644,15.972,R,Lumen
7.28644,3.29956,N0,Lumen
7.28644,6.30214e-05,N1,Lumen
7.28644,29.9866,AB,Lumen
7.32866,15.9254,R,Wall
7.32866,12.1014,N0,Wall
7.32866,8.31454e-05,N1,Wall
7.32866,0,AB,Wall
7.32866,15.9718,R,Lumen
7.32866,3.32245,N0,Lumen
7.32866,6.36969e-05,N1,Lumen
7.32866,29.9865,AB,Lumen
7.37067,15.9243,R,Wall
7.37067,12.2754,N0,Wall
7.37067,8.41563e-05,N1,Wall
7.37067,0,AB,Wall
7.37067,15.9716,R,Lumen
7.37067,3.34538,N0,Lumen
7.37067,6.43763e-05,N1,Lumen
7.37067,29.9864,AB,Lumen
7.41249,15.9232,R,Wall
7.41249,12.4511,N0,Wall
7.41249,8.51746e-05,N1,Wall
7.41249,0,AB,Wall
7.41249,15.9714,R,Lumen
7.41249,3.36837,N0,Lumen
7.41249,6.50598e-05,N1,Lumen
7.41249,29.9863,AB,Lumen
7.45411,15.922,R,Wall
7.45411,12.6285,N0,Wall
7.45411,8.62003e-05,N1,Wall
7.45411,0,AB,Wall
7.45411,15.9711,R,Lumen
7.45411,3.3914,N0,Lumen
7.45411,6.57473e-05,N1,Lumen
7.45411,29.9862,AB,Lumen
7.49554,15.9209,R,Wall
7.49554,12.8075,N0,Wall
7.49554,8.72335e-05,N1,Wall
7.49554,0,AB,Wall
7.49554,15.9709,R,Lumen
7.49554,3.41448,N0,Lumen
7.49554,6.64389e-05,N1,Lumen
7.49554,29.9861,AB,Lumen
7.53678,15.9198,R,Wall
7.53678,12.9882,N0,Wall
7.53678,8.82741e-05,N1,Wall
7.53678,0,AB,Wall
7.53678,15.9707,R,Lumen
7.53678,3.43761,N0,Lumen
7.53678,6.71344e-05,N1,Lumen
7.53678,29.986,AB,Lumen
7.57782,15.9186,R,Wall
7.57782,13.1707,N0,Wall
7.57782,8.93222e-05,N1,Wall
7.57782,0,AB,Wall
7.57782,15.9705,R,Lumen
7.57782,3.46079,N0,Lumen
7.57782,6.7834e-05,N1,Lumen
7.57782,29.9859,AB,Lumen
7.61868,15.9175,R,Wall
7.61868,13.3548,N0,Wall
7.61868,9.03777e-05,N1,Wall
7.61868,0,AB,Wall
7.61868,15.9703,R,Lumen
7.61868,3.48402,N0,Lumen
7.61868,6.85376e-05,N1,Lumen
7.61868,29.9858,AB,Lumen
7.65935,15.9163,R,Wall
7.65935,13.5406,N0,Wall
7.65935,9.14408e-05,N1,Wall
7.65935,0,AB,Wall
7.65935,15.97,R,Lumen
7.65935,3.5073,N0,Lumen
7.65935,6.92452e-05,N1,Lumen
7.65935,29.9857,AB,Lumen
7.69984,15.9151,R,Wall
7.69984,13.7282,N0,Wall
7.69984,9.25115e-05,N1,Wall
7.69984,0,AB,Wall
7.69984,15.9698,R,Lumen
7.69984,3.53062,N0,Lumen
7.69984,6.99569e-05,N1,Lumen
7.69984,29.9856,AB,Lumen
7.74015,15.9139,R,Wall
7.74015,13.9175,N0,Wall
7.74015,9.35896e-05,N1,Wall
7.74015,0,AB,Wall
7.74015,15.9696,R,Lumen
7.74015,3.554,N0,Lumen
7.74015,7.06726e-05,N1,Lumen
7.74015,29.9855,AB,Lumen
7.78027,15.9127,R,Wall
7.78027,14.1085,N0,Wall
7.78027,9.46754e-05,N1,Wall
7.78027,0,AB,Wall
7.78027,15.9694,R,Lumen
7.78027,3.57742,N0,Lumen
7.78027,7.13924e-05,N1,Lumen
7.78027,29.9854,AB,Lumen
7.82022,15.9115,R,Wall
7.82022,14.3013,N0,Wall
7.82022,9.57687e-05,N1,Wall
7.82022,0,AB,Wall
7.82022,15.9692,R,Lumen
7.82022,3.60089,N0,Lumen
7.82022,7.21163e-05,N1,Lumen
7.82022,29.9852,AB,Lumen
7.85998,15.9103,R,Wall
7.85998,14.4958,N0,Wall
7.85998,9.68697e-05,N1,Wall
7.85998,0,AB,Wall
7.85998,15.9689,R,Lumen
7.85998,3.62441,N0,Lumen
7.85998,7.28442e-05,N1,Lumen
7.85998,29.9851,AB,Lumen
7.89957,15.909,R,Wall
7.89957,14.6921,N0,Wall
7.89957,9.79783e-05,N1,Wall
7.89957,0,AB,Wall
7.89957,15.9687,R,Lumen
7.89957,3.64798,N0,Lumen
7.89957,7.35762e-05,N1,Lumen
7.89957,29.985,AB,Lumen
7.93899,15.9078,R,Wall
7.93899,14.8902,N0,Wall
7.93899,9.90945e-05,N1,Wall
7.93899,0,AB,Wall
7.93899,15.9685,R,Lumen
7.93899,3.67159,N0,Lumen
7.93899,7.43122e-05,N1,Lumen
7.93899,29.9849,AB,Lumen
7.97823,15.9065,R,Wall
7.97823,15.09,N0,Wall
7.97823,0.000100218,N1,Wall
7.97823,0,AB,Wall
7.97823,15.9683,R,Lumen
7.97823,3.69525,N0,Lumen
7.97823,7.50523e-05,N1,Lumen
7.97823,29.9848,AB,Lumen
8.01731,15.9053,R,Wall
8.01731,15.2916,N0,Wall
8.01731,0.00010135,N1,Wall
8.01731,0,AB,Wall
8.01731,15.968,R,Lumen
8.01731,3.71897,N0,Lumen
8.01731,7.57965e-05,N1,Lumen
8.01731,29.9847,AB,Lumen
8.05621,15.904,R,Wall
8.05621,15.4951,N0,Wall
8.05621,0.000102489,N1,Wall
8.05621,0,AB,Wall
8.05621,15.9678,R,Lumen
8.05621,3.74273,N0,Lumen
8.05621,7.65449e-05,N1,Lumen
8.05621,29.9846,AB,Lumen
8.09494,15.9027,R,Wall
8.09494,15.7003,N0,Wall
8.09494,0.000103636,N1,Wall
8.09494,0,AB,Wall
8.09494,15.9676,R,Lumen
8.09494,3.76653,N0,Lumen
8.09494,7.72973e-05,N1,Lumen
8.09494,29.9845,AB,Lumen
8.13351,15.9014,R,Wall
8.13351,15.9073,N0,Wall
8.13351,0.000104791,N1,Wall
8.13351,0,AB,Wall
8.13351,15.9674,R,Lumen
8.13351,3.79039,N0,Lumen
8.13351,7.80538e-05,N1,Lumen
8.13351,29.9844,AB,Lumen
8.17191,15.9001,R,Wall
8.17191,16.1161,N0,Wall
8.17191,0.000105954,N1,Wall
8.17191,0,AB,Wall
8.17191,15.9671,R,Lumen
8.17191,3.81429,N0,Lumen
8.17191,7.88144e-05,N1,Lumen
8.17191,29.9843,AB,Lumen
8.21014,15.8988,R,Wall
8.21014,16.3268,N0,Wall
8.21014,0.000107124,N1,Wall
8.21014,0,AB,Wall
8.21014,15.9669,R,Lumen
8.21014,3.83824,N0,Lumen
8.21014,7.95791e-05,N1,Lumen
8.21014,29.9842,AB,Lumen
8.24822,15.8974,R,Wall
8.24822,16.5393,N0,Wall
8.24822,0.000108302,N1,Wall
8.24822,0,AB,Wall
8.24822,15.9667,R,Lumen
8.24822,3.86223,N0,Lumen
8.24822,8.03479e-05,N1,Lumen
8.24822,29.9841,AB,Lumen
8.28613,15.8961,R,Wall
8.28613,16.7537,N0,Wall
8.28613,0.000109488,N1,Wall
8.28613,0,AB,Wall
8.28613,15.9665,R,Lumen
8.28613,3.88628,N0,Lumen
8.28613,8.11209e-05,N1,Lumen
8.28613,29.984,AB,Lumen
8.32388,15.8947,R,Wall
8.32388,16.9699,N0,Wall
8.32388,0.000110682,N1,Wall
8.32388,0,AB,Wall
8.32388,15.9662,R,Lumen
8.32388,3.91037,N0,Lumen
8.32388,8.1898e-05,N1,Lumen
8.32388,29.9839,AB,Lumen
8.36148,15.8933,R,Wall
8.36148,17.1879,N0,Wall
8.36148,0.000111883,N1,Wall
8.36148,0,AB,Wall
8.36148,15.966,R,Lumen
8.36148,3.93451,N0,Lumen
8.36148,8.26792e-05,N1,Lumen
8.36148,29.9837,AB,Lumen
8.39892,15.892,R,Wall
8.39892,17.4078,N0,Wall
8.39892,0.000113093,N1,Wall
8.39892,0,AB,Wall
8.39892,15.9658,R,Lumen
8.39892,3.95869,N0,Lumen
8.39892,8.34646e-05,N1,Lumen
8.39892,29.9836,AB,Lumen
8.4362,15.8906,R,Wall
8.4362,17.6296,N0,Wall
8.4362,0.00011431,N1,Wall
8.4362,0,AB,Wall
8.4362,15.9656,R,Lumen
8.4362,3.98293,N0,Lumen
8.4362,8.42541e-05,N1,Lumen
8.4362,29.9835,AB,Lumen
8.47333,15.8892,R,Wall
8.47333,17.8533,N0,Wall
8.47333,0.000115535,N1,Wall
8.47333,0,AB,Wall
8.47333,15.9653,R,Lumen
8.47333,4.0072,N0,Lumen
8.47333,8.50477e-05,N1,Lumen
8.47333,29.9834,AB,Lumen
8.5103,15.8878,R,Wall
8.5103,18.0789,N0,Wall
8.5103,0.000116769,N1,Wall
8.5103,0,AB,Wall
8.5103,15.9651,R,Lumen
8.5103,4.03153,N0,Lumen
8.5103,8.58455e-05,N1,Lumen
8.5103,29.9833,AB,Lumen
8.54712,15.8863,R,Wall
8.54712,18.3064,N0,Wall
8.54712,0.00011801,N1,Wall
8.54712,0,AB,Wall
8.54712,15.9649,R,Lumen
8.54712,4.0559,N0,Lumen
8.54712,8.66475e-05,N1,Lumen
8.54712,29.9832,AB,Lumen
8.5838,15.8849,R,Wall
8.5838,18.5357,N0,Wall
8.5838,0.000119259,N1,Wall
8.5838,0,AB,Wall
8.5838,15.9647,R,Lumen
8.5838,4.08032,N0,Lumen
8.5838,8.74536e-05,N1,Lumen
8.5838,29.9831,AB,Lumen
8.62032,15.8834,R,Wall
8.62032,18.767,N0,Wall
8.62032,0.000120516,N1,Wall
8.62032,0,AB,Wall
8.62032,15.9644,R,Lumen
8.62032,4.10479,N0,Lumen
8.62032,8.82639e-05,N1,Lumen
8.62032,29.983,AB,Lumen
8.6567,15.882,R,Wall
8.6567,19.0002,N0,Wall
8.6567,0.000121781,N1,Wall
8.6567,0,AB,Wall
8.6567,15.9642,R,Lumen
8.6567,4.1293,N0,Lumen
8.6567,8.90784e-05,N1,Lumen
8.6567,29.9829,AB,Lumen
8.69292,15.8805,R,Wall
8.69292,19.2354,N0,Wall
8.69292,0.000123054,N1,Wall
8.69292,0,AB,Wall
8.69292,15.964,R,Lumen
8.69292,4.15386,N0,Lumen
8.69292,8.98971e-05,N1,Lumen
8.69292,29.9828,AB,Lumen
8.72901,15.879,R,Wall
8.72901,19.4725,N0,Wall
8.72901,0.000124335,N1,Wall
8.72901,0,AB,Wall
8.72901,15.9638,R,Lumen
8.72901,4.17846,N0,Lumen
8.72901,9.07199e-05,N1,Lumen
8.72901,29.9827,AB,Lumen
8.76495,15.8775,R,Wall
8.76495,19.7115,N0,Wall
8.76495,0.000125625,N1,Wall
8.76495,0,AB,Wall
8.76495,15.9635,R,Lumen
8.76495,4.20311,N0,Lumen
8.76495,9.15469e-05,N1,Lumen
8.76495,29.9826,AB,Lumen
8.80074,15.876,R,Wall
8.80074,19.9525,N0,Wall
8.80074,0.000126922,N1,Wall
8.80074,0,AB,Wall
8.80074,15.9633,R,Lumen
8.80074,4.22781,N0,Lumen
8.80074,9.23782e-05,N1,Lumen
8.80074,29.9824,AB,Lumen
8.8364,15.8745,R,Wall
8.8364,20.1955,N0,Wall
8.8364,0.000128227,N1,Wall
8.8364,0,AB,Wall
8.8364,15.9631,R,Lumen
8.8364,4.25256,N0,Lumen
8.8364,9.32136e-05,N1,Lumen
8.8364,29.9823,AB,Lumen
8.87191,15.8729,R,Wall
8.87191,20.4404,N0,Wall
8.87191,0.000129541,N1,Wall
8.87191,0,AB,Wall
8.87191,15.9628,R,Lumen
8.87191,4.27734,N0,Lumen
8.87191,9.40533e-05,N1,Lumen
8.87191,29.9822,AB,Lumen
8.90728,15.8714,R,Wall
8.90728,20.6874,N0,Wall
8.90728,0.000130863,N1,Wall
8.90728,0,AB,Wall
8.90728,15.9626,R,Lumen
8.90728,4.30218,N0,Lumen
8.90728,9.48971e-05,N1,Lumen
8.90728,29.9821,AB,Lumen
8.94252,15.8698,R,Wall
8.94252,20.9363,N0,Wall
8.94252,0.000132192,N1,Wall
8.94252,0,AB,Wall
8.94252,15.9624,R,Lumen
8.94252,4.32706,N0,Lumen
8.94252,9.57452e-05,N1,Lumen
8.94252,29.982,AB,Lumen
8.97762,15.8682,R,Wall
8.97762,21.1872,N0,Wall
8.97762,0.00013353,N1,Wall
8.97762,0,AB,Wall
8.97762,15.9621,R,Lumen
8.97762,4.35199,N0,Lumen
8.97762,9.65975e-05,N1,Lumen
8.97762,29.9819,AB,Lumen
9.01258,15.8667,R,Wall
9.01258,21.4401,N0,Wall
9.01258,0.000134877,N1,Wall
9.01258,0,AB,Wall
9.01258,15.9619,R,Lumen
9.01258,4.37696,N0,Lumen
9.01258,9.7454e-05,N1,Lumen
9.01258,29.9818,AB,Lumen
9.0474,15.8651,R,Wall
9.0474,21.695,N0,Wall
9.0474,0.000136231,N1,Wall
9.0474,0,AB,Wall
9.0474,15.9617,R,Lumen
9.0474,4.40198,N0,Lumen
9.0474,9.83148e-05,N1,Lumen
9.0474,29.9817,AB,Lumen
9.0821,15.8634,R,Wall
9.0821,21.952,N0,Wall
9.0821,0.000137594,N1,Wall
9.0821,0,AB,Wall
9.0821,15.9614,R,Lumen
9.0821,4.42704,N0,Lumen
9.0821,9.91798e-05,N1,Lumen
9.0821,29.9816,AB,Lumen
9.11666,15.8618,R,Wall
9.11666,22.2109,N0,Wall
9.11666,0.000138965,N1,Wall
9.11666,0,AB,Wall
9.11666,15.9612,R,Lumen
9.11666,4.45215,N0,Lumen
9.11666,0.000100049,N1,Lumen
9.11666,29.9814,AB,Lumen
9.15108,15.8602,R,Wall
9.15108,22.472,N0,Wall
9.15108,0.000140344,N1,Wall
9.15108,0,AB,Wall
9.15108,15.961,R,Lumen
9.15108,4.47731,N0,Lumen
9.15108,0.000100923,N1,Lumen
9.15108,29.9813,AB,Lumen
9.18538,15.8585,R,Wall
9.18538,22.735,N0,Wall
9.18538,0.000141731,N1,Wall
9.18538,0,AB,Wall
9.18538,15.9608,R,Lumen
9.18538,4.50251,N0,Lumen
9.18538,0.0001018,N1,Lumen
9.18538,29.9812,AB,Lumen
9.21955,15.8569,R,Wall
9.21955,23.0002,N0,Wall
9.21955,0.000143127,N1,Wall
9.21955,0,AB,Wall
9.21955,15.9605,R,Lumen
9.21955,4.52775,N0,Lumen
9.21955,0.000102682,N1,Lumen
9.21955,29.9811,AB,Lumen
9.25358,15.8552,R,Wall
9.25358,23.2674,N0,Wall
9.25358,0.000144531,N1,Wall
9.25358,0,AB,Wall
9.25358,15.9603,R,Lumen
9.25358,4.55305,N0,Lumen
9.25358,0.000103569,N1,Lumen
9.25358,29.981,AB,Lumen
9.28749,15.8535,R,Wall
9.28749,23.5366,N0,Wall
9.28749,0.000145943,N1,Wall
9.28749,0,AB,Wall
9.28749,15.9601,R,Lumen
9.28749,4.57838,N0,Lumen
9.28749,0.000104459,N1,Lumen
9.28749,29.9809,AB,Lumen
9.32128,15.8518,R,Wall
9.32128,23.808,N0,Wall
9.32128,0.000147364,N1,Wall
9.32128,0,AB,Wall
9.32128,15.9598,R,Lumen
9.32128,4.60376,N0,Lumen
9.32128,0.000105354,N1,Lumen
9.32128,29.9808,AB,Lumen
9.35493,15.8501,R,Wall
9.35493,24.0814,N0,Wall
9.35493,0.000148793,N1,Wall
9.35493,0,AB,Wall
9.35493,15.9596,R,Lumen
9.35493,4.62919,N0,Lumen
9.35493,0.000106253,N1,Lumen
9.35493,29.9807,AB,Lumen
9.38847,15.8484,R,Wall
9.38847,24.3569,N0,Wall
9.38847,0.000150231,N1,Wall
9.38847,0,AB,Wall
9.38847,15.9594,R,Lumen
9.38847,4.65466,N0,Lumen
9.38847,0.000107157,N1,Lumen
9.38847,29.9806,AB,Lumen
9.42188,15.8466,R,Wall
9.42188,24.6346,N0,Wall
9.42188,0.000151677,N1,Wall
9.42188,0,AB,Wall
9.42188,15.9591,R,Lumen
9.42188,4.68018,N0,Lumen
9.42188,0.000108064,N1,Lumen
9.42188,29.9804,AB,Lumen
9.45516,15.8449,R,Wall
9.45516,24.9143,N0,Wall
9.45516,0.000153131,N1,Wall
9.45516,0,AB,Wall
9.45516,15.9589,R,Lumen
9.45516,4.70574,N0,Lumen
9.45516,0.000108976,N1,Lumen
9.45516,29.9803,AB,Lumen
9.48832,15.8431,R,Wall
9.48832,25.1962,N0,Wall
9.48832,0.000154594,N1,Wall
9.48832,0,AB,Wall
9.48832,15.9586,R,Lumen
9.48832,4.73135,N0,Lumen
9.48832,0.000109893,N1,Lumen
9.48832,29.9802,AB,Lumen
9.52137,15.8413,R,Wall
9.52137,25.4802,N0,Wall
9.52137,0.000156065,N1,Wall
9.52137,0,AB,Wall
9.52137,15.9584,R,Lumen
9.52137,4.757,N0,Lumen
9.52137,0.000110813,N1,Lumen
9.52137,29.9801,AB,Lumen
9.55429,15.8395,R,Wall
9.55429,25.7664,N0,Wall
9.55429,0.000157545,N1,Wall
9.55429,0,AB,Wall
9.55429,15.9582,R,Lumen
9.55429,4.78269,N0,Lumen
9.55429,0.000111738,N1,Lumen
9.55429,29.98,AB,Lumen
9.58709,15.8377,R,Wall
9.58709,26.0547,N0,Wall
9.58709,0.000159033,N1,Wall
9.58709,0,AB,Wall
9.58709,15.9579,R,Lumen
9.58709,4.80844,N0,Lumen
9.58709,0.000112668,N1,Lumen
9.58709,29.9799,AB,Lumen
9.61978,15.8359,R,Wall
9.61978,26.3451,N0,Wall
9.61978,0.00016053,N1,Wall
9.61978,0,AB,Wall
9.61978,15.9577,R,Lumen
9.61978,4.83422,N0,Lumen
9.61978,0.000113601,N1,Lumen
9.61978,29.9798,AB,Lumen
9.65234,15.8341,R,Wall
9.65234,26.6377,N0,Wall
9.65234,0.000162035,N1,Wall
9.65234,0,AB,Wall
9.65234,15.9575,R,Lumen
9.65234,4.86005,N0,Lumen
9.65234,0.000114539,N1,Lumen
9.65234,29.9797,AB,Lumen
9.68479,15.8322,R,Wall
9.68479,26.9325,N0,Wall
9.68479,0.000163549,N1,Wall
9.68479,0,AB,Wall
9.68479,15.9572,R,Lumen
9.68479,4.88593,N0,Lumen
9.68479,0.000115481,N1,Lumen
9.68479,29.9795,AB,Lumen
9.71713,15.8304,R,Wall
9.71713,27.2295,N0,Wall
9.71713,0.000165071,N1,Wall
9.71713,0,AB,Wall
9.71713,15.957,R,Lumen
9.71713,4.91184,N0,Lumen
9.71713,0.000116428,N1,Lumen
9.71713,29.9794,AB,Lumen
9.74935,15.8285,R,Wall
9.74935,27.5287,N0,Wall
9.74935,0.000166602,N1,Wall
9.74935,0,AB,Wall
9.74935,15.9568,R,Lumen
9.74935,4.93781,N0,Lumen
9.74935,0.000117379,N1,Lumen
9.74935,29.9793,AB,Lumen
9.78146,15.8266,R,Wall
9.78146,27.83,N0,Wall
9.78146,0.000168142,N1,Wall
9.78146,0,AB,Wall
9.78146,15.9565,R,Lumen
9.78146,4.96382,N0,Lumen
9.78146,0.000118334,N1,Lumen
9.78146,29.9792,AB,Lumen
9.81345,15.8247,R,Wall
9.81345,28.1336,N0,Wall
9.81345,0.00016969,N1,Wall
9.81345,0,AB,Wall
9.81345,15.9563,R,Lumen
9.81345,4.98987,N0,Lumen
9.81345,0.000119294,N1,Lumen
9.81345,29.9791,AB,Lumen
9.84533,15.8228,R,Wall
9.84533,28.4394,N0,Wall
9.84533,0.000171247,N1,Wall
9.84533,0,AB,Wall
9.84533,15.956,R,Lumen
9.84533,5.01597,N0,Lumen
9.84533,0.000120258,N1,Lumen
9.84533,29.979,AB,Lumen
9.8771,15.8209,R,Wall
9.8771,28.7474,N0,Wall
9.8771,0.000172813,N1,Wall
9.8771,0,AB,Wall
9.8771,15.9558,R,Lumen
9.8771,5.04211,N0,Lumen
9.8771,0.000121227,N1,Lumen
9.8771,29.9789,AB,Lumen
9.90876,15.8189,R,Wall
9.90876,29.0576,N0,Wall
9.90876,0.000174387,N1,Wall
9.90876,0,AB,Wall
9.90876,15.9556,R,Lumen
9.90876,5.06829,N0,Lumen
9.90876,0.000122199,N1,Lumen
9.90876,29.9787,AB,Lumen
9.94031,15.817,R,Wall
9.94031,29.3701,N0,Wall
9.94031,0.00017597,N1,Wall
9.94031,0,AB,Wall
9.94031,15.9553,R,Lumen
9.94031,5.09452,N0,Lumen
9.94031,0.000123177,N1,Lumen
9.94031,29.9786,AB,Lumen
9.97174,15.815,R,Wall
9.97174,29.6848,N0,Wall
9.97174,0.000177562,N1,Wall
9.97174,0,AB,Wall
9.97174,15.9551,R,Lumen
9.97174,5.12079,N0,Lumen
9.97174,0.000124158,N1,Lumen
9.97174,29.9785,AB,Lumen
10.0031,15.813,R,Wall
10.0031,30.0018,N0,Wall
10.0031,0.000179163,N1,Wall
10.0031,0,AB,Wall
10.0031,15.9548,R,Lumen
10.0031,5.14711,N0,Lumen
10.0031,0.000125144,N1,Lumen
10.0031,29.9784,AB,Lumen
10.0343,15.811,R,Wall
10.0343,30.3211,N0,Wall
10.0343,0.000180772,N1,Wall
10.0343,0,AB,Wall
10.0343,15.9546,R,Lumen
10.0343,5.17347,N0,Lumen
10.0343,0.000126135,N1,Lumen
10.0343,29.9783,AB,Lumen
10.0654,15.809,R,Wall
10.0654,30.6426,N0,Wall
10.0654,0.00018239,N1,Wall
10.0654,0,AB,Wall
10.0654,15.9544,R,Lumen
10.0654,5.19988,N0,Lumen
10.0654,0.000127129,N1,Lumen
10.0654,29.9782,AB,Lumen
10.0964,15.807,R,Wall
10.0964,30.9664,N0,Wall
10.0964,0.000184017,N1,Wall
10.0964,0,AB,Wall
10.0964,15.9541,R,Lumen
10.0964,5.22633,N0,Lumen
10.0964,0.000128129,N1,Lumen
10.0964,29.978,AB,Lumen
10.1273,15.8049,R,Wall
10.1273,31.2925,N0,Wall
10.1273,0.000185652,N1,Wall
10.1273,0,AB,Wall
10.1273,15.9539,R,Lumen
10.1273,5.25282,N0,Lumen
10.1273,0.000129132,N1,Lumen
10.1273,29.9779,AB,Lumen
10.1581,15.8029,R,Wall
10.1581,31.6209,N0,Wall
10.1581,0.000187297,N1,Wall
10.1581,0,AB,Wall
10.1581,15.9536,R,Lumen
10.1581,5.27936,N0,Lumen
10.1581,0.00013014,N1,Lumen
10.1581,29.9778,AB,Lumen
10.1888,15.8008,R,Wall
