t,popsize,population,resource input
22.3549,0.00527098,N1,16
22.4004,2048.91,N0,16
22.4004,0.0053387,N1,16
22.4532,2086.08,N0,16
22.4532,0.00541835,N1,16
22.5057,2123.7,N0,16
22.5057,0.0054987,N1,16
22.5505,2156.31,N0,16
22.5505,0.00556814,N1,16
22.6024,2194.77,N0,16
22.6024,0.00564981,N1,16
22.654,2233.68,N0,16
22.654,0.00573218,N1,16
22.7054,2273.05,N0,16
22.7054,0.00581527,N1,16
22.7564,2312.88,N0,16
22.7564,0.00589907,N1,16
22.8071,2353.17,N0,16
22.8071,0.00598358,N1,16
22.8504,2388.08,N0,16
22.8504,0.00605659,N1,16
22.9006,2429.24,N0,16
22.9006,0.00614243,N1,16
22.9505,2470.87,N0,16
22.9505,0.006229,N1,16
23.0002,2512.97,N0,16
23.0002,0.00631628,N1,16
23.0565,2561.67,N0,16
23.0565,0.00641693,N1,16
23.1056,2604.79,N0,16
23.1056,0.00650577,N1,16
23.1544,2648.39,N0,16
23.1544,0.00659534,N1,16
23.2029,2692.48,N0,16
23.2029,0.00668563,N1,16
23.2511,2737.06,N0,16
23.2511,0.00677666,N1,16
23.3059,2788.6,N0,16
23.3059,0.0068816,N1,16
23.3536,2834.23,N0,16
23.3536,0.0069742,N1,16
23.401,2880.35,N0,16
23.401,0.00706754,N1,16
23.4549,2933.67,N0,16
23.4549,0.00717513,N1,16
23.5018,2980.86,N0,16
23.5018,0.00727005,N1,16
23.5551,3035.41,N0,16
23.5551,0.00737946,N1,16
23.6014,3083.69,N0,16
23.6014,0.00747598,N1,16
23.6541,3139.48,N0,16
23.6541,0.00758721,N1,16
23.7065,3195.94,N0,16
23.7065,0.00769942,N1,16
23.752,3245.9,N0,16
23.752,0.00779841,N1,16
23.8038,3303.62,N0,16
23.8038,0.00791246,N1,16
23.8553,3362.03,N0,16
23.8553,0.0080275,N1,16
23.9001,3413.7,N0,16
23.9001,0.00812897,N1,16
23.951,3473.39,N0,16
23.951,0.00824586,N1,16
24.0017,3533.78,N0,16
24.0017,0.00836376,N1,16
24.052,3594.86,N0,16
24.052,0.00848265,N1,16
24.1021,3656.64,N0,16
24.1021,0.00860253,N1,16
24.1519,3719.13,N0,16
24.1519,0.00872343,N1,16
24.2014,3782.32,N0,16
24.2014,0.00884532,N1,16
24.2506,3846.22,N0,16
24.2506,0.00896823,N1,16
24.3056,3918.97,N0,16
24.3056,0.00910771,N1,16
24.3543,3984.4,N0,16
24.3543,0.00923276,N1,16
24.4027,4050.55,N0,16
24.4027,0.00935884,N1,16
24.4508,4117.44,N0,16
24.4508,0.00948593,N1,16
24.5046,4193.55,N0,16
24.5046,0.00963013,N1,16
24.5522,4262,N0,16
24.5522,0.0097594,N1,16
24.6054,4339.88,N0,16
24.6054,0.00990605,N1,16
24.6524,4409.9,N0,16
24.6524,0.0100375,N1,16
24.705,4489.57,N0,16
24.705,0.0101866,N1,16
24.7515,4561.19,N0,16
24.7515,0.0103203,N1,16
24.8035,4642.67,N0,16
24.8035,0.0104719,N1,16
24.8552,4725.11,N0,16
24.8552,0.0106248,N1,16
24.9009,4799.2,N0,16
24.9009,0.0107618,N1,16
24.9521,4883.48,N0,16
24.9521,0.0109172,N1,16
25.0029,4968.74,N0,16
25.0029,0.011074,N1,16
25.0535,5054.99,N0,16
25.0535,0.0112321,N1,16
25.1037,5142.22,N0,16
25.1037,0.0113915,N1,16
25.1537,5230.46,N0,16
25.1537,0.0115522,N1,16
25.2034,5319.7,N0,16
25.2034,0.0117143,N1,16
25.2528,5409.95,N0,16
25.2528,0.0118778,N1,16
25.302,5501.21,N0,16
25.302,0.0120425,N1,16
25.3509,5593.5,N0,16
25.3509,0.0122087,N1,16
25.4049,5697.24,N0,16
25.4049,0.0123949,N1,16
25.4532,5791.7,N0,16
25.4532,0.0125639,N1,16
25.5012,5887.19,N0,16
25.5012,0.0127343,N1,16
25.5543,5994.52,N0,16
25.5543,0.0129252,N1,16
25.6018,6092.23,N0,16
25.6018,0.0130984,N1,16
25.6543,6202.03,N0,16
25.6543,0.0132926,N1,16
25.7012,6301.97,N0,16
25.7012,0.0134688,N1,16
25.7531,6414.27,N0,16
25.7531,0.0136661,N1,16
25.8047,6527.9,N0,16
25.8047,0.0138652,N1,16
25.8509,6631.3,N0,16
25.8509,0.0140459,N1,16
25.9019,6747.47,N0,16
25.9019,0.0142482,N1,16
25.9527,6864.99,N0,16
25.9527,0.0144523,N1,16
26.0031,6983.86,N0,16
26.0031,0.0146581,N1,16
26.0532,7104.1,N0,16
26.0532,0.0148656,N1,16
26.1031,7225.71,N0,16
26.1031,0.0150749,N1,16
26.1527,7348.7,N0,16
26.1527,0.0152859,N1,16
26.202,7473.08,N0,16
26.202,0.0154987,N1,16
26.251,7598.85,N0,16
26.251,0.0157132,N1,16
26.3047,7738.83,N0,16
26.3047,0.0159512,N1,16
26.3531,7867.56,N0,16
26.3531,0.0161695,N1,16
26.4013,7997.7,N0,16
26.4013,0.0163894,N1,16
26.4541,8142.52,N0,16
26.4541,0.0166335,N1,16
26.5017,8275.68,N0,16
26.5017,0.0168572,N1,16
26.5539,8423.82,N0,16
26.5539,0.0171053,N1,16
26.601,8560.01,N0,16
26.601,0.0173328,N1,16
26.6525,8711.52,N0,16
26.6525,0.0175851,N1,16
26.7038,8864.8,N0,16
26.7038,0.0178395,N1,16
26.7501,9005.7,N0,16
26.7501,0.0180728,N1,16
26.8008,9162.4,N0,16
26.8008,0.0183314,N1,16
26.8512,9320.92,N0,16
26.8512,0.0185922,N1,16
26.9013,9481.25,N0,16
26.9013,0.0188552,N1,16
26.9511,9643.4,N0,16
26.9511,0.0191204,N1,16
27.0007,9807.4,N0,16
27.0007,0.0193878,N1,16
27.0544,9988.42,N0,16
27.0544,0.0196821,N1,16
27.1034,10156.3,N0,16
27.1034,0.0199541,N1,16
27.1521,10326,N0,16
27.1521,0.0202284,N1,16
27.2005,10497.7,N0,16
27.2005,0.0205049,N1,16
27.253,10687.1,N0,16
27.253,0.0208091,N1,16
27.3009,10862.6,N0,16
27.3009,0.0210903,N1,16
27.3529,11056.4,N0,16
27.3529,0.0213997,N1,16
27.4002,11236,N0,16
27.4002,0.0216856,N1,16
27.4516,11434.1,N0,16
27.4516,0.0220001,N1,16
27.5026,11634.6,N0,16
27.5026,0.0223173,N1,16
27.5534,11837.4,N0,16
27.5534,0.0226371,N1,16
27.6039,12042.5,N0,16
27.6039,0.0229598,N1,16
27.6541,12250,N0,16
27.6541,0.0232851,N1,16
27.704,12459.9,N0,16
27.704,0.0236131,N1,16
27.7536,12672.1,N0,16
27.7536,0.0239439,N1,16
27.803,12886.7,N0,16
27.803,0.0242775,N1,16
27.852,13103.8,N0,16
27.852,0.0246138,N1,16
27.9008,13323.3,N0,16
27.9008,0.0249528,N1,16
27.9534,13563.8,N0,16
27.9534,0.0253233,N1,16
28.0017,13788.3,N0,16
28.0017,0.0256681,N1,16
28.0536,14034.4,N0,16
28.0536,0.0260448,N1,16
28.1013,14264.1,N0,16
28.1013,0.0263954,N1,16
28.1527,14515.8,N0,16
28.1527,0.0267784,N1,16
28.2038,14770.4,N0,16
28.2038,0.0271647,N1,16
28.2507,15008.1,N0,16
28.2507,0.0275242,N1,16
28.3013,15268.4,N0,16
28.3013,0.0279168,N1,16
28.3515,15531.7,N0,16
28.3515,0.0283128,N1,16
28.4015,15798.1,N0,16
28.4015,0.0287121,N1,16
28.4511,16067.4,N0,16
28.4511,0.0291147,N1,16
28.5005,16339.8,N0,16
28.5005,0.0295206,N1,16
28.5534,16636.6,N0,16
28.5534,0.0299616,N1,16
28.6023,16915.4,N0,16
28.6023,0.0303745,N1,16
28.6508,17197.3,N0,16
28.6508,0.0307908,N1,16
28.7028,17504.4,N0,16
28.7028,0.0312429,N1,16
28.7508,17792.7,N0,16
28.7508,0.0316663,N1,16
28.8023,18106.8,N0,16
28.8023,0.032126,N1,16
28.8534,18424.6,N0,16
28.8534,0.0325896,N1,16
28.9006,18723,N0,16
28.9006,0.0330237,N1,16
28.9511,19047.9,N0,16
28.9511,0.033495,N1,16
29.0014,19376.5,N0,16
29.0014,0.0339703,N1,16
29.0514,19709,N0,16
29.0514,0.0344496,N1,16
29.1011,20045.1,N0,16
29.1011,0.0349329,N1,16
29.1505,20385.1,N0,16
29.1505,0.0354202,N1,16
29.2032,20753.7,N0,16
29.2032,0.0359468,N1,16
29.252,21101.6,N0,16
29.252,0.0364424,N1,16
29.3006,21453.4,N0,16
29.3006,0.0369421,N1,16
29.3524,21834.7,N0,16
29.3524,0.037482,N1,16
29.4004,22194.6,N0,16
29.4004,0.0379902,N1,16
29.4516,22584.6,N0,16
29.4516,0.0385391,N1,16
29.5025,22979.1,N0,16
29.5025,0.0390928,N1,16
29.5531,23378.2,N0,16
29.5531,0.0396511,N1,16
29.6001,23754.8,N0,16
29.6001,0.0401765,N1,16
29.6501,24162.8,N0,16
29.6501,0.0407441,N1,16
29.7032,24603.1,N0,16
29.7032,0.0413546,N1,16
29.7526,25020.7,N0,16
29.7526,0.041932,N1,16
29.8018,25443.1,N0,16
29.8018,0.0425141,N1,16
29.8508,25870.1,N0,16
29.8508,0.043101,N1,16
29.9026,26330.9,N0,16
29.9026,0.0437323,N1,16
29.951,26767.8,N0,16
29.951,0.0443292,N1,16
30.0023,27239.2,N0,16
30.0023,0.0449711,N1,16
30.0501,27686,N0,16
30.0501,0.0455779,N1,16
30.1008,28168.1,N0,16
30.1008,0.0462306,N1,16
30.1513,28655.7,N0,16
30.1513,0.0468887,N1,16
30.2014,29148.9,N0,16
30.2014,0.0475525,N1,16
30.2513,29647.7,N0,16
30.2513,0.0482218,N1,16
30.3009,30152.2,N0,16
30.3009,0.0488966,N1,16
30.3502,30662.4,N0,16
30.3502,0.0495771,N1,16
30.4023,31210.8,N0,16
30.4023,0.0503063,N1,16
30.4511,31732.8,N0,16
30.4511,0.0509983,N1,16
30.5026,32293.9,N0,16
30.5026,0.0517398,N1,16
30.5508,32827.9,N0,16
30.5508,0.0524435,N1,16
30.6017,33401.7,N0,16
30.6017,0.0531975,N1,16
30.6523,33982.2,N0,16
30.6523,0.0539578,N1,16
30.7027,34569.4,N0,16
30.7027,0.0547246,N1,16
30.7527,35163.3,N0,16
30.7527,0.0554978,N1,16
30.8025,35764,N0,16
30.8025,0.0562775,N1,16
30.852,36371.4,N0,16
30.852,0.0570638,N1,16
30.9013,36985.8,N0,16
30.9013,0.0578565,N1,16
30.9502,37607,N0,16
30.9502,0.0586557,N1,16
31.0018,38272.3,N0,16
31.0018,0.0595091,N1,16
31.0502,38907.8,N0,16
31.0502,0.0603219,N1,16
31.1011,39588.3,N0,16
31.1011,0.0611896,N1,16
31.1518,40276.8,N0,16
31.1518,0.0620648,N1,16
31.2022,40973.1,N0,16
31.2022,0.0629473,N1,16
31.2523,41677.5,N0,16
31.2523,0.0638373,N1,16
31.3021,42389.9,N0,16
31.3021,0.0647347,N1,16
31.3517,43110.3,N0,16
31.3517,0.0656397,N1,16
31.4009,43839,N0,16
31.4009,0.0665521,N1,16
31.4526,44616.9,N0,16
31.4526,0.0675234,N1,16
31.5013,45362.3,N0,16
31.5013,0.0684513,N1,16
31.5525,46158.2,N0,16
31.5525,0.069439,N1,16
31.6006,46920.7,N0,16
31.6006,0.0703825,N1,16
31.6512,47734.6,N0,16
31.6512,0.0713866,N1,16
31.7014,48557.9,N0,16
31.7014,0.0723993,N1,16
31.7514,49390.6,N0,16
31.7514,0.0734204,N1,16
31.8011,50232.8,N0,16
31.8011,0.0744502,N1,16
31.8506,51084.6,N0,16
31.8506,0.0754884,N1,16
31.9023,51991.5,N0,16
31.9023,0.0765906,N1,16
31.9512,52862.9,N0,16
31.9512,0.0776466,N1,16
32.0023,53790.8,N0,16
32.0023,0.0787674,N1,16
32.0506,54682.2,N0,16
32.0506,0.0798411,N1,16
32.1012,55631.1,N0,16
32.1012,0.0809807,N1,16
32.1515,56591,N0,16
32.1515,0.0821299,N1,16
32.2015,57561.9,N0,16
32.2015,0.0832888,N1,16
32.2513,58543.8,N0,16
32.2513,0.0844574,N1,16
32.3007,59536.9,N0,16
32.3007,0.0856358,N1,16
32.3523,60591.6,N0,16
32.3523,0.0868835,N1,16
32.4012,61607.7,N0,16
32.4012,0.0880819,N1,16
32.4523,62686.7,N0,16
32.4523,0.0893507,N1,16
32.5006,63726,N0,16
32.5006,0.0905692,N1,16
32.5511,64829.6,N0,16
32.5511,0.0918593,N1,16
32.6013,65945.9,N0,16
32.6013,0.0931602,N1,16
32.6512,67075,N0,16
32.6512,0.0944721,N1,16
32.7009,68216.8,N0,16
32.7009,0.095795,N1,16
32.7502,69371.6,N0,16
32.7502,0.0971289,N1,16
32.8016,70595.4,N0,16
32.8016,0.0985381,N1,16
32.8504,71776.8,N0,16
32.8504,0.0998945,N1,16
32.9013,73028.6,N0,16
32.9013,0.101327,N1,16
32.9518,74294.9,N0,16
32.9518,0.102773,N1,16
33.0021,75575.8,N0,16
33.0021,0.10423,N1,16
33.0521,76871.4,N0,16
33.0521,0.1057,N1,16
33.1018,78181.7,N0,16
33.1018,0.107182,N1,16
33.1512,79506.9,N0,16
33.1512,0.108676,N1,16
33.2004,80846.9,N0,16
33.2004,0.110183,N1,16
33.2515,82264,N0,16
33.2515,0.111771,N1,16
33.3001,83634.8,N0,16
33.3001,0.113303,N1,16
33.3506,85084.2,N0,16
33.3506,0.114918,N1,16
33.4009,86550.3,N0,16
33.4009,0.116547,N1,16
33.4508,88033.2,N0,16
33.4508,0.11819,N1,16
33.5005,89533,N0,16
33.5005,0.119846,N1,16
33.5521,91116,N0,16
33.5521,0.121589,N1,16
33.6012,92650.6,N0,16
33.6012,0.123273,N1,16
33.6501,94202.3,N0,16
33.6501,0.124971,N1,16
33.7008,95839.9,N0,16
33.7008,0.126758,N1,16
33.7512,97496.5,N0,16
33.7512,0.128561,N1,16
33.8013,99172,N0,16
33.8013,0.130378,N1,16
33.8511,100867,N0,16
33.8511,0.132211,N1,16
33.9007,102581,N0,16
33.9007,0.134059,N1,16
33.952,104387,N0,16
33.952,0.136,N1,16
34.0011,106140,N0,16
34.0011,0.137879,N1,16
34.0518,107988,N0,16
34.0518,0.139854,N1,16
34.1003,109782,N0,16
34.1003,0.141765,N1,16
34.1505,111671,N0,16
34.1505,0.143772,N1,16
34.2004,113582,N0,16
34.2004,0.145796,N1,16
34.2501,115515,N0,16
34.2501,0.147837,N1,16
34.3014,117548,N0,16
34.3014,0.149977,N1,16
34.3505,119526,N0,16
34.3505,0.152053,N1,16
34.4013,121606,N0,16
34.4013,0.15423,N1,16
34.4518,123711,N0,16
34.4518,0.156425,N1,16
34.5,125757,N0,16
34.5,0.158554,N1,16
34.5519,127992,N0,16
34.5519,0.160872,N1,16
34.6015,130170,N0,16
34.6015,0.163123,N1,16
34.6509,132372,N0,16
34.6509,0.165394,N1,16
34.7,134598,N0,16
34.7,0.167682,N1,16
34.7507,136937,N0,16
34.7507,0.170079,N1,16
34.8011,139303,N0,16
34.8011,0.172497,N1,16
34.8513,141696,N0,16
34.8513,0.174934,N1,16
34.9011,144117,N0,16
34.9011,0.177393,N1,16
34.9507,146565,N0,16
34.9507,0.179872,N1,16
35,149040,N0,16
35,0.182371,N1,16
35.0508,151637,N0,16
35.0508,0.184985,N1,16
35.1014,154264,N0,16
35.1014,0.187621,N1,16
35.1517,156921,N0,16
35.1517,0.19028,N1,16
35.2017,159609,N0,16
35.2017,0.192961,N1,16
35.2514,162327,N0,16
35.2514,0.195665,N1,16
35.3009,165076,N0,16
35.3009,0.198391,N1,16
35.35,167856,N0,16
35.35,0.20114,N1,16
35.4007,170769,N0,16
35.4007,0.204011,N1,16
35.451,173715,N0,16
35.451,0.206907,N1,16
35.5011,176695,N0,16
35.5011,0.209826,N1,16
35.5509,179708,N0,16
35.5509,0.212771,N1,16
35.6005,182757,N0,16
35.6005,0.21574,N1,16
35.6514,185946,N0,16
35.6514,0.218838,N1,16
35.7004,189064,N0,16
35.7004,0.221857,N1,16
35.7508,192327,N0,16
35.7508,0.225007,N1,16
35.8009,195627,N0,16
35.8009,0.228184,N1,16
35.8507,198965,N0,16
35.8507,0.231387,N1,16
35.9003,202341,N0,16
35.9003,0.234617,N1,16
35.9512,205870,N0,16
35.9512,0.237984,N1,16
36.0003,209323,N0,16
36.0003,0.241269,N1,16
36.0506,212933,N0,16
36.0506,0.244692,N1,16
36.1007,216584,N0,16
36.1007,0.248144,N1,16
36.1505,220277,N0,16
36.1505,0.251625,N1,16
36.2001,224011,N0,16
36.2001,0.255135,N1,16
36.2509,227911,N0,16
36.2509,0.25879,N1,16
36.3015,231856,N0,16
36.3015,0.262475,N1,16
36.3502,235721,N0,16
36.3502,0.266076,N1,16
36.4002,239755,N0,16
36.4002,0.269823,N1,16
36.4515,243965,N0,16
36.4515,0.273721,N1,16
36.501,248093,N0,16
36.501,0.277533,N1,16
36.5502,252269,N0,16
36.5502,0.281376,N1,16
36.6007,256624,N0,16
36.6007,0.285373,N1,16
36.6508,261029,N0,16
36.6508,0.289404,N1,16
36.7007,265485,N0,16
36.7007,0.293469,N1,16
36.7504,269991,N0,16
36.7504,0.297569,N1,16
36.8012,274688,N0,16
36.8012,0.301828,N1,16
36.8503,279298,N0,16
36.8503,0.305997,N1,16
36.9006,284103,N0,16
36.9006,0.310329,N1,16
36.9506,288962,N0,16
36.9506,0.314697,N1,16
37.0004,293877,N0,16
37.0004,0.319102,N1,16
37.0513,298996,N0,16
37.0513,0.323676,N1,16
37.1005,304025,N0,16
37.1005,0.328156,N1,16
37.1509,309261,N0,16
37.1509,0.332807,N1,16
37.201,314557,N0,16
37.201,0.337498,N1,16
37.2508,319914,N0,16
37.2508,0.342228,N1,16
37.3004,325332,N0,16
37.3004,0.346998,N1,16
37.3511,330969,N0,16
37.3511,0.351946,N1,16
37.4001,336512,N0,16
37.4001,0.356798,N1,16
37.4502,342278,N0,16
37.4502,0.36183,N1,16
37.5001,348111,N0,16
37.5001,0.366904,N1,16
37.5511,354174,N0,16
37.5511,0.372164,N1,16
37.6004,360142,N0,16
37.6004,0.377326,N1,16
37.6508,366346,N0,16
37.6508,0.382676,N1,16
37.701,372621,N0,16
37.701,0.388071,N1,16
37.7508,378969,N0,16
37.7508,0.393512,N1,16
37.8005,385389,N0,16
37.8005,0.399,N1,16
37.8511,392058,N0,16
37.8511,0.404683,N1,16
37.9002,398626,N0,16
37.9002,0.410264,N1,16
37.9503,405449,N0,16
37.9503,0.416044,N1,16
38.0002,412350,N0,16
38.0002,0.421873,N1,16
38.0511,419514,N0,16
38.0511,0.427907,N1,16
38.1004,426575,N0,16
38.1004,0.433836,N1,16
38.1508,433905,N0,16
38.1508,0.439973,N1,16
38.2008,441320,N0,16
38.2008,0.446162,N1,16
38.2506,448819,N0,16
38.2506,0.452403,N1,16
38.3002,456405,N0,16
38.3002,0.458698,N1,16
38.3507,464274,N0,16
38.3507,0.465209,N1,16
38.401,472235,N0,16
38.401,0.471776,N1,16
38.451,480287,N0,16
38.451,0.478399,N1,16
38.5007,488432,N0,16
38.5007,0.485078,N1,16
38.5502,496669,N0,16
38.5502,0.491814,N1,16
38.6006,505210,N0,16
38.6006,0.498777,N1,16
38.6508,513849,N0,16
38.6508,0.5058,N1,16
38.7007,522588,N0,16
38.7007,0.512883,N1,16
38.7503,531427,N0,16
38.7503,0.520026,N1,16
38.8009,540586,N0,16
38.8009,0.527405,N1,16
38.85,549630,N0,16
38.85,0.534671,N1,16
38.9,559000,N0,16
38.9,0.542177,N1,16
38.951,568705,N0,16
38.951,0.549927,N1,16
39.0005,578293,N0,16
39.0005,0.557563,N1,16
39.0509,588223,N0,16
39.0509,0.565447,N1,16
39.1011,598269,N0,16
39.1011,0.573399,N1,16
39.151,608430,N0,16
39.151,0.58142,N1,16
39.2006,618708,N0,16
39.2006,0.589508,N1,16
39.2511,629346,N0,16
39.2511,0.597856,N1,16
39.3003,639862,N0,16
39.3003,0.606084,N1,16
39.3502,650745,N0,16
39.3502,0.614574,N1,16
39.4011,662006,N0,16
39.4011,0.623333,N1,16
39.4506,673143,N0,16
39.4506,0.631971,N1,16
39.5009,684665,N0,16
39.5009,0.640881,N1,16
39.551,696321,N0,16
39.551,0.649868,N1,16
39.6008,708111,N0,16
39.6008,0.658933,N1,16
39.6503,720037,N0,16
39.6503,0.668074,N1,16
39.7007,732368,N0,16
39.7007,0.677499,N1,16
39.7509,744843,N0,16
39.7509,0.687006,N1,16
39.8007,757462,N0,16
39.8007,0.696595,N1,16
39.8504,770227,N0,16
39.8504,0.706266,N1,16
39.9008,783419,N0,16
39.9008,0.716232,N1,16
39.951,796766,N0,16
39.951,0.726285,N1,16
40.0009,810267,N0,16
40.0009,0.736425,N1,16
40.0506,823924,N0,16
40.0506,0.746653,N1,16
40.101,838033,N0,16
40.101,0.757188,N1,16
40.1502,852008,N0,16
40.1502,0.767593,N1,16
40.2001,866445,N0,16
40.2001,0.77831,N1,16
40.2509,881354,N0,16
40.2509,0.789346,N1,16
40.3003,896128,N0,16
40.3003,0.800251,N1,16
40.3506,911385,N0,16
40.3506,0.811479,N1,16
40.4005,926820,N0,16
40.4005,0.822805,N1,16
40.4503,942433,N0,16
40.4503,0.83423,N1,16
40.5007,958551,N0,16
40.5007,0.845988,N1,16
40.551,974857,N0,16
40.551,0.85785,N1,16
40.601,991353,N0,16
40.601,0.869816,N1,16
40.6507,1.00804e+06,N0,16
40.6507,0.881885,N1,16
40.7002,1.02492e+06,N0,16
40.7002,0.894059,N1,16
40.7504,1.04234e+06,N0,16
40.7504,0.906585,N1,16
40.8004,1.05996e+06,N0,16
40.8004,0.91922,N1,16
40.8502,1.07779e+06,N0,16
40.8502,0.931965,N1,16
40.9006,1.09618e+06,N0,16
40.9006,0.945075,N1,16
40.9508,1.11478e+06,N0,16
40.9508,0.9583,N1,16
41.0008,1.1336e+06,N0,16
41.0008,0.971641,N1,16
41.0505,1.15264e+06,N0,16
41.0505,0.985099,N1,16
41.1,1.17191e+06,N0,16
41.1,0.998674,N1,16
41.1503,1.19177e+06,N0,16
41.1503,1.01263,N1,16
41.2002,1.21186e+06,N0,16
41.2002,1.02671,N1,16
41.2509,1.23258e+06,N0,16
41.2509,1.04119,N1,16
41.3004,1.25315e+06,N0,16
41.3004,1.05552,N1,16
41.3506,1.27435e+06,N0,16
41.3506,1.07025,N1,16
41.4005,1.2958e+06,N0,16
41.4005,1.08511,N1,16
41.4502,1.31751e+06,N0,16
41.4502,1.1001,N1,16
41.5006,1.33987e+06,N0,16
41.5006,1.11551,N1,16
41.5508,1.3625e+06,N0,16
41.5508,1.13105,N1,16
41.6007,1.3854e+06,N0,16
41.6007,1.14673,N1,16
41.6504,1.40856e+06,N0,16
41.6504,1.16255,N1,16
41.7008,1.43243e+06,N0,16
41.7008,1.1788,N1,16
41.75,1.45614e+06,N0,16
41.75,1.1949,N1,16
41.8008,1.48101e+06,N0,16
41.8008,1.21174,N1,16
41.8505,1.50573e+06,N0,16
41.8505,1.22843,N1,16
41.9008,1.53119e+06,N0,16
41.9008,1.24558,N1,16
41.9501,1.55649e+06,N0,16
41.9501,1.26257,N1,16
42.0009,1.58301e+06,N0,16
42.0009,1.28032,N1,16
42.0505,1.60939e+06,N0,16
42.0505,1.29793,N1,16
42.1009,1.63655e+06,N0,16
42.1009,1.31601,N1,16
42.1501,1.66355e+06,N0,16
42.1501,1.33394,N1,16
42.2008,1.69183e+06,N0,16
42.2008,1.35266,N1,16
42.2505,1.71997e+06,N0,16
42.2505,1.37124,N1,16
42.3008,1.74893e+06,N0,16
42.3008,1.3903,N1,16
42.3501,1.77774e+06,N0,16
42.3501,1.40921,N1,16
42.4008,1.8079e+06,N0,16
42.4008,1.42896,N1,16
42.4505,1.83792e+06,N0,16
42.4505,1.44855,N1,16
42.5008,1.86881e+06,N0,16
42.5008,1.46866,N1,16
42.55,1.89954e+06,N0,16
42.55,1.48861,N1,16
42.6007,1.9317e+06,N0,16
42.6007,1.50943,N1,16
42.6504,1.96372e+06,N0,16
42.6504,1.53009,N1,16
42.7007,1.99666e+06,N0,16
42.7007,1.5513,N1,16
42.75,2.02945e+06,N0,16
42.75,1.57235,N1,16
42.8008,2.06374e+06,N0,16
42.8008,1.5943,N1,16
42.8505,2.09789e+06,N0,16
42.8505,1.61611,N1,16
42.9008,2.13302e+06,N0,16
42.9008,1.63847,N1,16
42.9501,2.16801e+06,N0,16
42.9501,1.66068,N1,16
43.0001,2.20399e+06,N0,16
43.0001,1.68347,N1,16
43.0506,2.24101e+06,N0,16
43.0506,1.70684,N1,16
43.1002,2.27788e+06,N0,16
43.1002,1.73006,N1,16
43.1504,2.31581e+06,N0,16
43.1504,1.75387,N1,16
43.2004,2.3542e+06,N0,16
43.2004,1.77791,N1,16
43.2503,2.39307e+06,N0,16
43.2503,1.80218,N1,16
43.3007,2.43304e+06,N0,16
43.3007,1.82708,N1,16
43.3502,2.47287e+06,N0,16
43.3502,1.85181,N1,16
43.4003,2.51383e+06,N0,16
43.4003,1.87719,N1,16
43.4502,2.5553e+06,N0,16
43.4502,1.9028,N1,16
43.5008,2.59794e+06,N0,16
43.5008,1.92908,N1,16
43.5504,2.64046e+06,N0,16
43.5504,1.95519,N1,16
43.6006,2.68417e+06,N0,16
43.6006,1.98198,N1,16
43.6506,2.72844e+06,N0,16
43.6506,2.00903,N1,16
43.7005,2.77327e+06,N0,16
43.7005,2.03635,N1,16
43.7503,2.81866e+06,N0,16
43.7503,2.06393,N1,16
43.8007,2.86533e+06,N0,16
43.8007,2.09223,N1,16
43.8501,2.91188e+06,N0,16
43.8501,2.12037,N1,16
43.9002,2.95974e+06,N0,16
43.9002,2.14922,N1,16
43.9502,3.00822e+06,N0,16
43.9502,2.17838,N1,16
44,3.05732e+06,N0,16
44,2.20782,N1,16
44.0505,3.10781e+06,N0,16
44.0505,2.23802,N1,16
44.1,3.15819e+06,N0,16
44.1,2.26807,N1,16
44.1502,3.21e+06,N0,16
44.1502,2.2989,N1,16
44.2003,3.26249e+06,N0,16
44.2003,2.33004,N1,16
44.2503,3.31567e+06,N0,16
44.2503,2.36151,N1,16
44.3002,3.36955e+06,N0,16
44.3002,2.39332,N1,16
44.3507,3.42496e+06,N0,16
44.3507,2.42594,N1,16
44.4004,3.48029e+06,N0,16
44.4004,2.45843,N1,16
44.4507,3.53719e+06,N0,16
44.4507,2.49175,N1,16
44.5002,3.59402e+06,N0,16
44.5002,2.52494,N1,16
44.5504,3.65247e+06,N0,16
44.5504,2.559,N1,16
44.6005,3.71173e+06,N0,16
44.6005,2.59343,N1,16
44.6506,3.7718e+06,N0,16
44.6506,2.62825,N1,16
44.7005,3.8327e+06,N0,16
44.7005,2.66345,N1,16
44.7505,3.89445e+06,N0,16
44.7505,2.69906,N1,16
44.8003,3.95707e+06,N0,16
44.8003,2.73507,N1,16
44.8502,4.02057e+06,N0,16
44.8502,2.7715,N1,16
44.9,4.08498e+06,N0,16
44.9,2.80836,N1,16
44.9505,4.15128e+06,N0,16
44.9505,2.84619,N1,16
45.0003,4.21757e+06,N0,16
45.0003,2.88393,N1,16
45.0501,4.28483e+06,N0,16
45.0501,2.92213,N1,16
45.1006,4.3541e+06,N0,16
45.1006,2.96136,N1,16
45.1505,4.42339e+06,N0,16
45.1505,3.00051,N1,16
45.2003,4.49372e+06,N0,16
45.2003,3.04015,N1,16
45.2502,4.56514e+06,N0,16
45.2502,3.0803,N1,16
45.3001,4.63765e+06,N0,16
45.3001,3.12096,N1,16
45.3501,4.71131e+06,N0,16
45.3501,3.16217,N1,16
45.4002,4.78615e+06,N0,16
45.4002,3.20393,N1,16
45.4504,4.8622e+06,N0,16
45.4504,3.24626,N1,16
45.5007,4.93951e+06,N0,16
