pars,popsize,population,DXDT
80,1.22925e+08,N1,7.33732e-06
81,1.16871e+06,N0,7.92807e-08
81,1.24528e+08,N1,7.41777e-06
82,1.16624e+06,N0,-7.8966e-08
82,1.2613e+08,N1,-7.49328e-06
83,1.16384e+06,N0,-7.88314e-08
83,1.27733e+08,N1,-7.59349e-06
84,1.16151e+06,N0,-7.82438e-08
84,1.29335e+08,N1,-7.65796e-06
85,1.15925e+06,N0,7.85349e-08
85,1.30937e+08,N1,7.7887e-06
86,1.15705e+06,N0,-7.82275e-08
86,1.32539e+08,N1,-7.87197e-06
87,1.1549e+06,N0,-7.86567e-08
87,1.34142e+08,N1,-8.02175e-06
88,1.15282e+06,N0,7.79364e-08
88,1.35744e+08,N1,8.05982e-06
89,1.15079e+06,N0,-7.78309e-08
89,1.37346e+08,N1,-8.14993e-06
90,1.14881e+06,N0,-7.79855e-08
90,1.38948e+08,N1,-8.25057e-06
91,1.14689e+06,N0,7.75235e-08
91,1.4055e+08,N1,8.35463e-06
92,1.14501e+06,N0,-7.74762e-08
92,1.42152e+08,N1,-8.4342e-06
93,1.14318e+06,N0,7.74635e-08
93,1.43754e+08,N1,8.55397e-06
94,1.1414e+06,N0,7.71361e-08
94,1.45355e+08,N1,8.64341e-06
95,1.13966e+06,N0,7.69178e-08
95,1.46957e+08,N1,8.71883e-06
96,1.13796e+06,N0,-7.70124e-08
96,1.48559e+08,N1,-8.81258e-06
97,1.13631e+06,N0,7.67413e-08
97,1.50161e+08,N1,8.93252e-06
98,1.13469e+06,N0,7.68141e-08
98,1.51762e+08,N1,9.04562e-06
99,1.13311e+06,N0,-7.65758e-08
99,1.53364e+08,N1,-9.09043e-06
